,DESTINATION_AIRPORT,AIRLINE,FLIGHT_COUNT_DESTINATION,AVERAGE_ARRIVAL_DELAY,parents_destination
572,ILM,EV,1307,4.3534812547819435,Airports
573,ILM,OO,15,1.6,Airports
574,ILM,US,1,-5.0,Airports
575,IMT,OO,610,-7.601639344262295,Airports
576,IND,AA,2738,1.3462381300219137,Airports
577,IND,DL,4386,0.7544459644322845,Airports
578,IND,EV,2913,4.885684860968074,Airports
579,IND,F9,723,12.396957123098202,Airports
580,IND,MQ,1901,2.0389268805891634,Airports
581,IND,OO,417,11.762589928057555,Airports
582,IND,UA,1105,7.330316742081448,Airports
583,IND,US,874,2.78604118993135,Airports
584,IND,WN,10050,7.365671641791045,Airports
585,INL,OO,567,-5.409171075837743,Airports
586,ISN,EV,542,-0.9003690036900369,Airports
587,ISN,OO,1957,1.3004598875830353,Airports
588,ISP,WN,4250,9.183058823529413,Airports
589,ITH,EV,10,1.4,Airports
590,ITH,OO,21,5.571428571428571,Airports
591,ITO,HA,5453,1.1997065835320007,Airports
592,ITO,UA,260,5.934615384615385,Airports
593,JAC,AA,410,11.604878048780488,Airports
594,JAC,DL,768,-0.484375,Airports
595,JAC,OO,1265,5.975494071146245,Airports
596,JAC,UA,997,12.978936810431295,Airports
597,JAN,DL,1894,-0.7940865892291447,Airports
598,JAN,EV,3841,6.965113251757355,Airports
599,JAN,MQ,1179,12.189991518235793,Airports
600,JAX,AA,2333,4.7526789541363055,Airports
601,JAX,B6,2970,5.43063973063973,Airports
602,JAX,DL,4222,3.8204642349597346,Airports
603,JAX,EV,1933,7.075012933264356,Airports
604,JAX,MQ,484,6.838842975206612,Airports
605,JAX,OO,208,22.89903846153846,Airports
606,JAX,UA,70,11.457142857142857,Airports
607,JAX,US,1354,2.879615952732644,Airports
608,JAX,WN,4219,8.0621000237023,Airports
609,JFK,AA,15236,5.817274875295353,Airports
610,JFK,AS,76,-15.75,Airports
611,JFK,B6,39494,7.566820276497696,Airports
612,JFK,DL,25022,5.761250099912077,Airports
613,JFK,HA,293,10.262798634812286,Airports
614,JFK,MQ,3257,11.798894688363525,Airports
615,JFK,UA,3231,2.8133704735376046,Airports
616,JFK,US,1360,11.430882352941177,Airports
617,JFK,VX,3618,4.7191818684356,Airports
618,JLN,EV,289,7.249134948096886,Airports
619,JLN,MQ,351,11.683760683760683,Airports
620,JMS,OO,755,3.6013245033112584,Airports
621,JNU,AS,3848,2.2185550935550937,Airports
622,JNU,DL,139,3.8633093525179856,Airports
623,JNU,OO,51,15.843137254901961,Airports
624,KOA,AA,596,-0.1040268456375839,Airports
625,KOA,AS,1378,-9.439042089985486,Airports
626,KOA,DL,347,3.9711815561959654,Airports
627,KOA,HA,7288,0.8321899012074643,Airports
628,KOA,UA,1288,5.2647515527950315,Airports
629,KOA,US,181,8.895027624309392,Airports
630,KTN,AS,2179,3.7452960073428176,Airports
631,KTN,OO,113,16.353982300884955,Airports
632,LAN,DL,4,-4.5,Airports
633,LAN,EV,1021,4.476003917727718,Airports
634,LAN,OO,763,5.463958060288335,Airports
635,LAR,OO,554,-1.9566787003610109,Airports
636,LAS,AA,11251,2.7655319527153144,Airports
637,LAS,AS,4066,0.8657156910969012,Airports
638,LAS,B6,4018,4.5624688899950225,Airports
639,LAS,DL,10588,-1.0867019267094824,Airports
640,LAS,F9,4311,13.241939225237763,Airports
641,LAS,HA,811,-2.8212083847102343,Airports
642,LAS,NK,8916,13.158479138627188,Airports
643,LAS,OO,2399,6.370987911629846,Airports
644,LAS,UA,11053,3.3977200759974666,Airports
645,LAS,US,2994,2.9011356045424184,Airports
646,LAS,VX,3733,6.62737744441468,Airports
647,LAS,WN,67984,2.6064220993174865,Airports
648,LAW,EV,633,6.404423380726699,Airports
649,LAW,MQ,605,7.148760330578512,Airports
650,LAX,AA,32344,2.691132822161761,Airports
651,LAX,AS,8057,0.5361797194985727,Airports
652,LAX,B6,4044,0.15553907022749752,Airports
653,LAX,DL,25076,2.135468176742702,Airports
654,LAX,F9,1378,11.630624092888244,Airports
655,LAX,HA,1549,-4.668818592640413,Airports
656,LAX,MQ,162,18.30246913580247,Airports
657,LAX,NK,4290,18.502564102564104,Airports
658,LAX,OO,36112,8.645214887018165,Airports
659,LAX,UA,27097,8.55157397497878,Airports
660,LAX,US,3656,3.0393873085339167,Airports
661,LAX,VX,11693,4.424613016334559,Airports
662,LAX,WN,36678,9.00880636894051,Airports
663,LBB,AA,293,8.651877133105803,Airports
664,LBB,EV,1285,4.249805447470817,Airports
665,LBB,MQ,378,14.915343915343914,Airports
666,LBB,OO,329,14.574468085106384,Airports
667,LBB,WN,2169,7.9654218533886585,Airports
668,LBE,NK,1247,11.101844426623897,Airports
669,LCH,EV,1167,-0.9108826049700086,Airports
670,LCH,MQ,638,8.984326018808778,Airports
671,LEX,DL,991,-0.44904137235116043,Airports
672,LEX,EV,3210,4.7809968847352025,Airports
673,LEX,MQ,1201,4.41548709408826,Airports
674,LEX,OO,394,8.728426395939087,Airports
675,LFT,DL,340,0.9235294117647059,Airports
676,LFT,EV,3420,5.648830409356725,Airports
677,LFT,MQ,1159,7.081104400345125,Airports
678,LFT,OO,100,3.67,Airports
679,LGA,AA,17359,5.017282101503543,Airports
680,LGA,B6,5958,16.478851963746223,Airports
681,LGA,DL,23657,9.840681405080948,Airports
682,LGA,EV,9233,11.62157478609336,Airports
683,LGA,F9,849,16.353356890459363,Airports
684,LGA,MQ,9153,16.06740959248334,Airports
685,LGA,NK,3497,13.2782384901344,Airports
686,LGA,OO,97,2.845360824742268,Airports
687,LGA,UA,7814,11.623496288712568,Airports
688,LGA,US,5876,8.480599046970728,Airports
689,LGA,VX,1161,17.544358311800174,Airports
690,LGA,WN,9873,8.981971032107769,Airports
691,LGB,B6,7451,4.040263051939337,Airports
692,LGB,OO,1242,-0.06763285024154589,Airports
693,LIH,AA,679,1.5154639175257731,Airports
694,LIH,AS,1186,-10.353288364249579,Airports
695,LIH,DL,334,5.925149700598802,Airports
696,LIH,HA,7291,1.049375942943355,Airports
697,LIH,UA,832,3.6766826923076925,Airports
698,LIH,US,184,13.402173913043478,Airports
699,LIT,AA,8,42.875,Airports
700,LIT,DL,1926,-1.0134994807892004,Airports
701,LIT,EV,2822,5.687101346562722,Airports
702,LIT,MQ,2314,12.054883318928264,Airports
703,LIT,OO,813,11.756457564575646,Airports
704,LIT,WN,2297,7.905964301262516,Airports
705,LNK,EV,1445,8.24636678200692,Airports
706,LNK,OO,1124,7.322953736654804,Airports
707,LRD,EV,1238,1.8917609046849757,Airports
708,LRD,MQ,896,4.819196428571429,Airports
709,LSE,MQ,1104,3.7346014492753623,Airports
710,LSE,OO,480,-2.527083333333333,Airports
711,LWS,OO,586,-6.544368600682594,Airports
712,MAF,EV,1827,4.211822660098522,Airports
713,MAF,MQ,1028,14.087548638132295,Airports
714,MAF,OO,1290,6.362790697674418,Airports
715,MAF,WN,3140,8.268789808917198,Airports
716,MBS,EV,146,5.321917808219178,Airports
717,MBS,OO,1519,6.0803159973666885,Airports
718,MCI,AA,3745,4.149265687583444,Airports
719,MCI,AS,394,0.5406091370558376,Airports
720,MCI,DL,5065,0.5658440276406713,Airports
721,MCI,EV,3226,5.97024178549287,Airports
722,MCI,F9,346,11.439306358381502,Airports
723,MCI,MQ,112,8.3125,Airports
724,MCI,NK,1398,14.812589413447782,Airports
725,MCI,OO,1566,9.70817369093231,Airports
726,MCI,UA,590,9.974576271186441,Airports
727,MCI,US,1197,3.5555555555555554,Airports
728,MCI,WN,20502,5.271729587357331,Airports
729,MCO,AA,12910,7.284972889233153,Airports
730,MCO,AS,647,-3.078825347758887,Airports
731,MCO,B6,17716,5.488315646872883,Airports
732,MCO,DL,15292,2.987967564739733,Airports
733,MCO,EV,87,12.74712643678161,Airports
734,MCO,F9,4920,15.438617886178863,Airports
735,MCO,NK,4508,11.955856255545697,Airports
736,MCO,UA,11144,7.593413496051687,Airports
737,MCO,US,4633,4.647096913447011,Airports
738,MCO,VX,332,1.4578313253012047,Airports
739,MCO,WN,37357,3.1970982680622106,Airports
740,MDT,AA,48,2.0416666666666665,Airports
741,MDT,DL,922,-0.7245119305856833,Airports
742,MDT,EV,757,2.9154557463672393,Airports
743,MDT,F9,87,9.022988505747126,Airports
744,MDT,MQ,797,7.174404015056462,Airports
745,MDT,OO,15,-3.6,Airports
746,MDT,UA,527,13.142314990512334,Airports
747,MDT,US,75,3.96,Airports
748,MDW,DL,2504,-0.5291533546325878,Airports
749,MDW,EV,1577,12.14013950538998,Airports
750,MDW,F9,50,17.8,Airports
751,MDW,OO,351,8.37037037037037,Airports
752,MDW,WN,73996,2.8816017082004435,Airports
753,MEI,EV,893,9.599104143337065,Airports
754,MEM,AA,984,6.313008130081301,Airports
755,MEM,DL,4067,0.3493975903614458,Airports
756,MEM,EV,3379,5.849067771530039,Airports
757,MEM,F9,362,4.704419889502763,Airports
758,MEM,MQ,1254,5.200159489633174,Airports
759,MEM,OO,1085,12.292165898617512,Airports
760,MEM,UA,110,-2.1818181818181817,Airports
761,MEM,US,435,9.540229885057471,Airports
762,MEM,WN,2781,8.335490830636461,Airports
763,MFE,AA,1398,5.421316165951359,Airports
764,MFE,EV,1223,4.869174161896975,Airports
765,MFE,OO,406,16.47783251231527,Airports
766,MFE,UA,262,9.259541984732824,Airports
767,MFR,OO,2428,4.737644151565074,Airports
768,MGM,EV,2272,7.556338028169014,Airports
769,MGM,MQ,834,10.501199040767386,Airports
770,MGM,OO,15,3.8666666666666667,Airports
771,MHK,EV,65,13.923076923076923,Airports
772,MHK,MQ,1504,4.381648936170213,Airports
773,MHT,DL,443,0.04740406320541761,Airports
774,MHT,EV,1527,6.113948919449902,Airports
775,MHT,WN,4165,8.314765906362545,Airports
776,MIA,AA,47619,6.263676263676263,Airports
777,MIA,DL,8423,0.06553484506707824,Airports
778,MIA,F9,2015,15.269478908188585,Airports
779,MIA,MQ,5176,7.033616692426584,Airports
780,MIA,OO,178,16.39325842696629,Airports
781,MIA,UA,3128,8.64418158567775,Airports
782,MIA,US,1770,4.1892655367231635,Airports
783,MKE,AA,1218,0.04926108374384237,Airports
784,MKE,DL,4646,-0.7096427034007748,Airports
785,MKE,EV,2573,2.633501748931209,Airports
786,MKE,F9,602,9.629568106312293,Airports
787,MKE,MQ,42,1.0,Airports
788,MKE,OO,7111,7.816762761918155,Airports
789,MKE,US,348,2.5114942528735633,Airports
790,MKE,WN,12687,3.3795223457082053,Airports
791,MKG,OO,617,6.6158833063209075,Airports
792,MLB,DL,1259,1.7903097696584591,Airports
793,MLB,EV,68,20.705882352941178,Airports
794,MLI,EV,1469,10.82505105513955,Airports
795,MLI,MQ,1685,2.7952522255192878,Airports
796,MLI,OO,476,8.621848739495798,Airports
797,MLU,EV,2837,6.631300669721536,Airports
798,MLU,MQ,43,14.279069767441861,Airports
799,MLU,OO,4,-6.75,Airports
800,MMH,OO,140,8.878571428571428,Airports
801,MOB,DL,454,6.561674008810573,Airports
802,MOB,EV,3547,6.722018607273752,Airports
803,MOB,MQ,848,9.383254716981131,Airports
804,MOB,OO,64,13.09375,Airports
805,MOT,DL,4,-7.75,Airports
806,MOT,EV,185,3.854054054054054,Airports
807,MOT,F9,3,-1.0,Airports
808,MOT,OO,1620,4.2709876543209875,Airports
809,MQT,MQ,279,16.43010752688172,Airports
810,MQT,OO,17,11.588235294117647,Airports
811,MRY,OO,2818,5.394251242015614,Airports
812,MSN,DL,2523,0.20650019817677367,Airports
813,MSN,EV,1959,5.067891781521184,Airports
814,MSN,F9,211,9.388625592417062,Airports
815,MSN,MQ,2254,5.137533274179237,Airports
816,MSN,OO,1410,6.188652482269504,Airports
817,MSN,UA,510,7.0549019607843135,Airports
818,MSO,DL,596,-2.4731543624161074,Airports
819,MSO,F9,89,2.2808988764044944,Airports
820,MSO,OO,1372,0.07361516034985423,Airports
821,MSP,AA,5403,4.088099204145845,Airports
822,MSP,AS,586,-0.4658703071672355,Airports
823,MSP,DL,55736,0.13357614468207263,Airports
824,MSP,EV,6690,7.894768310911808,Airports
825,MSP,F9,1505,12.108305647840531,Airports
826,MSP,MQ,171,32.02923976608187,Airports
827,MSP,NK,3420,18.201169590643275,Airports
828,MSP,OO,25218,5.183162820207788,Airports
829,MSP,UA,3166,7.959886291850916,Airports
830,MSP,US,2066,4.729912875121006,Airports
831,MSP,WN,7185,5.753792623521225,Airports
832,MSY,AA,3736,5.170503211991434,Airports
833,MSY,AS,332,-4.924698795180723,Airports
834,MSY,B6,1106,4.77124773960217,Airports
835,MSY,DL,6904,-0.7208864426419467,Airports
836,MSY,EV,620,1.429032258064516,Airports
837,MSY,F9,555,13.677477477477478,Airports
838,MSY,MQ,30,-1.1666666666666667,Airports
839,MSY,NK,1689,15.674955595026644,Airports
840,MSY,OO,560,10.951785714285714,Airports
841,MSY,UA,4458,6.356662180349932,Airports
842,MSY,US,1079,3.5060240963855422,Airports
843,MSY,WN,17249,3.6853730651052237,Airports
844,MTJ,AA,29,15.586206896551724,Airports
845,MTJ,DL,35,-1.3428571428571427,Airports
846,MTJ,EV,150,2.22,Airports
847,MTJ,MQ,63,-0.8412698412698413,Airports
848,MTJ,OO,625,11.1984,Airports
849,MTJ,UA,73,10.835616438356164,Airports
850,MVY,B6,205,1.7853658536585366,Airports
851,MYR,DL,851,3.064629847238543,Airports
852,MYR,EV,713,5.542776998597476,Airports
853,MYR,NK,3157,9.648400380107697,Airports
854,MYR,US,6,3.5,Airports
855,OAJ,EV,1120,10.025,Airports
856,OAK,AA,300,1.49,Airports
857,OAK,AS,2175,-2.9029885057471265,Airports
858,OAK,B6,1371,0.2924872355944566,Airports
859,OAK,DL,919,-3.7845484221980414,Airports
860,OAK,HA,762,2.0669291338582676,Airports
861,OAK,NK,1585,10.866246056782334,Airports
862,OAK,OO,2214,6.565040650406504,Airports
863,OAK,US,297,2.4478114478114477,Airports
864,OAK,WN,32063,5.336244269095219,Airports
865,OGG,AA,1563,10.91234804862444,Airports
866,OGG,AS,2689,-8.06879880996653,Airports
867,OGG,DL,966,6.855072463768116,Airports
868,OGG,HA,12843,2.2814762905863115,Airports
869,OGG,UA,2130,8.861971830985915,Airports
870,OGG,US,301,11.528239202657808,Airports
871,OGG,VX,29,-7.0344827586206895,Airports
872,OKC,AA,1649,7.710127349909036,Airports
873,OKC,DL,1485,-2.4343434343434343,Airports
874,OKC,EV,1735,8.042074927953891,Airports
875,OKC,F9,53,14.377358490566039,Airports
876,OKC,MQ,2014,9.925521350546177,Airports
877,OKC,OO,2556,8.892018779342724,Airports
878,OKC,UA,583,3.7084048027444254,Airports
879,OKC,WN,5743,7.956294619536828,Airports
880,OMA,AA,1536,2.982421875,Airports
881,OMA,DL,2162,-0.6253469010175763,Airports
882,OMA,EV,2854,3.7470217238962857,Airports
883,OMA,F9,276,13.77536231884058,Airports
884,OMA,MQ,843,1.7817319098457889,Airports
885,OMA,OO,2138,8.105706267539757,Airports
886,OMA,UA,1120,13.058035714285714,Airports
887,OMA,US,346,-1.2947976878612717,Airports
888,OMA,WN,5215,6.470757430488974,Airports
889,OME,AS,626,6.31629392971246,Airports
890,ONT,AA,1916,5.236951983298539,Airports
891,ONT,AS,521,0.11900191938579655,Airports
892,ONT,DL,211,-1.3554502369668247,Airports
893,ONT,OO,4949,3.5372802586381087,Airports
894,ONT,US,593,4.927487352445194,Airports
895,ONT,WN,9616,8.728993344425957,Airports
896,ORD,AA,49544,3.3371346681737446,Airports
897,ORD,AS,1740,0.10229885057471265,Airports
898,ORD,B6,2211,10.459520578923565,Airports
899,ORD,DL,6920,5.175289017341041,Airports
900,ORD,EV,42468,7.157247810115852,Airports
901,ORD,F9,4558,20.046731022378236,Airports
902,ORD,MQ,59436,6.2659667541557305,Airports
903,ORD,NK,9667,20.96110478949002,Airports
904,ORD,OO,36500,11.386575342465754,Airports
905,ORD,UA,58086,6.1055159590951344,Airports
906,ORD,US,3364,7.443816884661118,Airports
907,ORD,VX,1370,5.362773722627737,Airports
908,ORF,AA,1015,5.455172413793103,Airports
909,ORF,DL,2703,0.7003329633740288,Airports
910,ORF,EV,1896,6.370253164556962,Airports
911,ORF,MQ,644,4.940993788819876,Airports
912,ORF,OO,472,16.14406779661017,Airports
913,ORF,UA,101,8.782178217821782,Airports
914,ORF,US,199,2.3115577889447234,Airports
915,ORF,WN,2086,11.493767976989453,Airports
916,ORH,B6,636,0.4889937106918239,Airports
917,OTH,OO,266,16.7406015037594,Airports
918,OTZ,AS,638,2.8072100313479624,Airports
919,PAH,OO,624,6.096153846153846,Airports
920,PBG,NK,281,15.288256227758007,Airports
921,PBI,AA,2882,4.157876474670368,Airports
922,PBI,B6,6580,12.318996960486322,Airports
923,PBI,DL,5651,1.4967262431428066,Airports
924,PBI,EV,141,13.063829787234043,Airports
925,PBI,F9,184,9.994565217391305,Airports
926,PBI,NK,303,2.00990099009901,Airports
927,PBI,OO,77,11.883116883116884,Airports
928,PBI,UA,2049,8.17081503172279,Airports
929,PBI,US,1829,4.001640240568617,Airports
930,PBI,WN,2510,8.65219123505976,Airports
931,PDX,AA,2685,2.9437616387337058,Airports
932,PDX,AS,12806,-2.430657504294862,Airports
933,PDX,B6,1291,6.104570100697134,Airports
934,PDX,DL,5421,0.46338313964213246,Airports
935,PDX,F9,841,6.406658739595719,Airports
936,PDX,HA,334,2.434131736526946,Airports
937,PDX,NK,652,16.662576687116566,Airports
938,PDX,OO,5330,0.5328330206378987,Airports
939,PDX,UA,5192,6.070107858243452,Airports
940,PDX,US,1019,3.568204121687929,Airports
941,PDX,VX,342,2.7923976608187133,Airports
942,PDX,WN,10883,3.1998529817146006,Airports
943,PHF,DL,82,6.2439024390243905,Airports
944,PHF,EV,1157,7.675885911840968,Airports
945,PHF,F9,3,-5.333333333333333,Airports
946,PHL,AA,20849,1.0692599165427599,Airports
947,PHL,AS,332,-0.3704819277108434,Airports
948,PHL,B6,1568,6.875637755102041,Airports
949,PHL,DL,6522,4.467647960748237,Airports
950,PHL,EV,138,4.913043478260869,Airports
951,PHL,F9,2570,21.140077821011673,Airports
952,PHL,MQ,9,5.0,Airports
953,PHL,NK,1218,27.490968801313628,Airports
954,PHL,OO,11,14.181818181818182,Airports
955,PHL,UA,3645,9.015912208504801,Airports
956,PHL,US,19838,4.2149914305877605,Airports
957,PHL,WN,7981,8.16150858288435,Airports
958,PHX,AA,27954,0.5050797739142877,Airports
959,PHX,AS,2273,1.1698196216454027,Airports
960,PHX,B6,653,6.388973966309342,Airports
961,PHX,DL,6891,-1.3841242199970976,Airports
962,PHX,EV,7,-1.1428571428571428,Airports
963,PHX,F9,1856,12.811961206896552,Airports
964,PHX,HA,334,7.730538922155689,Airports
965,PHX,NK,946,14.358350951374208,Airports
966,PHX,OO,18288,3.7586395450568677,Airports
967,PHX,UA,5419,7.020114412253183,Airports
968,PHX,US,27469,1.0729549674178165,Airports
969,PHX,WN,53288,4.424260621528299,Airports
970,PIA,EV,2460,3.611788617886179,Airports
971,PIA,MQ,1753,1.728465487735311,Airports
972,PIA,OO,288,12.65625,Airports
973,PIB,EV,561,4.037433155080214,Airports
974,PIH,OO,650,-0.5892307692307692,Airports
975,PIT,AA,3286,2.1235544735240413,Airports
976,PIT,B6,1467,3.9686434901158827,Airports
977,PIT,DL,3485,0.6266857962697274,Airports
978,PIT,EV,1341,7.590604026845638,Airports
979,PIT,MQ,574,3.1602787456445993,Airports
980,PIT,OO,466,11.819742489270386,Airports
981,PIT,UA,2244,5.179590017825312,Airports
982,PIT,US,2317,5.10056107034959,Airports
983,PIT,WN,8584,6.934878844361603,Airports
984,PLN,OO,731,7.116279069767442,Airports
985,PNS,AA,308,6.525974025974026,Airports
986,PNS,DL,2248,2.1659252669039146,Airports
987,PNS,EV,1772,5.516930022573363,Airports
988,PNS,MQ,1132,9.264134275618375,Airports
989,PNS,WN,952,8.103991596638656,Airports
990,PPG,HA,107,7.401869158878505,Airports
991,PSC,DL,305,-0.009836065573770493,Airports
992,PSC,OO,2094,4.798949379178605,Airports
993,PSE,B6,737,10.048846675712348,Airports
994,PSG,AS,653,7.222052067381317,Airports
995,PSP,AA,959,5.159541188738269,Airports
996,PSP,AS,1623,3.2735674676524953,Airports
997,PSP,DL,155,-7.103225806451613,Airports
998,PSP,EV,1,9.0,Airports
999,PSP,F9,4,3.25,Airports
1000,PSP,OO,5492,5.046431172614712,Airports
1001,PSP,UA,457,-0.2800875273522976,Airports
1002,PSP,VX,211,7.161137440758294,Airports
1003,PUB,OO,255,-0.9450980392156862,Airports
1004,PVD,AA,778,4.674807197943445,Airports
1005,PVD,B6,974,13.402464065708418,Airports
1006,PVD,DL,1454,-1.2737276478679505,Airports
1007,PVD,EV,1029,9.082604470359572,Airports
1008,PVD,OO,37,11.135135135135135,Airports
1009,PVD,UA,111,15.234234234234235,Airports
1010,PVD,US,575,7.723478260869565,Airports
1011,PVD,WN,5836,6.656785469499657,Airports
1012,PWM,AA,194,7.603092783505154,Airports
1013,PWM,B6,1142,6.341506129597198,Airports
1014,PWM,DL,667,1.3208395802098951,Airports
1015,PWM,EV,1390,9.000719424460431,Airports
1016,PWM,US,176,8.448863636363637,Airports
1017,PWM,WN,989,8.511627906976743,Airports
1018,RAP,DL,169,-1.0532544378698225,Airports
1019,RAP,EV,313,17.463258785942493,Airports
1020,RAP,MQ,492,3.7947154471544717,Airports
1021,RAP,OO,2237,3.1640590075994637,Airports
1022,RDD,OO,706,7.569405099150142,Airports
1023,RDM,OO,2111,2.5386072951207956,Airports
1024,RDU,AA,5331,6.097355092853123,Airports
1025,RDU,AS,61,-14.868852459016393,Airports
1026,RDU,B6,2534,4.291239147592739,Airports
1027,RDU,DL,5066,0.5878405053296486,Airports
1028,RDU,EV,2410,8.255601659751038,Airports
1029,RDU,F9,732,7.527322404371585,Airports
1030,RDU,MQ,2300,10.83695652173913,Airports
1031,RDU,OO,296,12.628378378378379,Airports
1032,RDU,UA,1504,10.736702127659575,Airports
1033,RDU,US,1705,4.086803519061584,Airports
1034,RDU,WN,9255,6.544246353322529,Airports
1035,RHI,OO,938,-1.3646055437100213,Airports
1036,RIC,AA,1453,4.628355127322781,Airports
1037,RIC,B6,2071,6.888459681313376,Airports
1038,RIC,DL,2564,1.437597503900156,Airports
1039,RIC,EV,5073,10.49083382613838,Airports
1040,RIC,MQ,1390,4.47410071942446,Airports
1041,RIC,OO,80,14.1125,Airports
1042,RIC,UA,299,21.110367892976587,Airports
1043,RIC,US,673,5.934621099554235,Airports
1044,RIC,WN,1300,9.19923076923077,Airports
1045,RKS,OO,665,-3.261654135338346,Airports
1046,RNO,AA,1619,5.058060531192094,Airports
1047,RNO,B6,168,1.3035714285714286,Airports
1048,RNO,DL,929,-1.8869752421959096,Airports
1049,RNO,OO,2639,8.317544524441075,Airports
1050,RNO,UA,792,6.930555555555555,Airports
1051,RNO,US,568,1.8538732394366197,Airports
1052,RNO,WN,6170,5.112155591572123,Airports
1053,ROA,DL,383,3.971279373368146,Airports
1054,ROA,EV,1821,7.299286106534871,Airports
1055,ROC,AA,155,-1.0903225806451613,Airports
1056,ROC,B6,1071,7.147525676937442,Airports
1057,ROC,DL,1224,0.9076797385620915,Airports
1058,ROC,EV,1454,2.300550206327373,Airports
1059,ROC,MQ,905,-0.3812154696132597,Airports
1060,ROC,UA,404,10.235148514851485,Airports
1061,ROC,US,153,10.339869281045752,Airports
1062,ROC,WN,1906,9.501049317943338,Airports
1063,ROW,EV,6,25.166666666666668,Airports
1064,ROW,MQ,910,3.682417582417582,Airports
1065,RST,EV,681,5.23935389133627,Airports
1066,RST,MQ,1259,2.5536139793486896,Airports
1067,RST,OO,37,17.756756756756758,Airports
1068,RSW,AA,2810,4.5882562277580075,Airports
1069,RSW,B6,3938,4.58278313864906,Airports
1070,RSW,DL,5499,-0.5879250772867795,Airports
1071,RSW,EV,53,4.018867924528302,Airports
1072,RSW,F9,1339,9.438386855862584,Airports
1073,RSW,NK,2183,13.191021530004582,Airports
1074,RSW,OO,46,16.02173913043478,Airports
1075,RSW,UA,2347,3.9816787388155093,Airports
1076,RSW,US,1804,3.6430155210643016,Airports
1077,RSW,WN,6964,1.4358127512923606,Airports
1078,SAF,EV,512,5.845703125,Airports
1079,SAF,MQ,712,2.941011235955056,Airports
1080,SAF,OO,222,5.8558558558558556,Airports
1081,SAN,AA,6453,3.5910429257709593,Airports
1082,SAN,AS,5115,-2.4392961876832846,Airports
1083,SAN,B6,1216,-1.9029605263157894,Airports
1084,SAN,DL,5823,-3.1471749957066804,Airports
1085,SAN,F9,743,5.904441453566622,Airports
1086,SAN,HA,332,5.626506024096385,Airports
1087,SAN,NK,1811,7.48868028713418,Airports
1088,SAN,OO,6347,6.258547345202458,Airports
1089,SAN,UA,7606,3.6329213778595846,Airports
1090,SAN,US,1698,1.043580683156655,Airports
1091,SAN,VX,1725,4.948985507246377,Airports
1092,SAN,WN,30425,5.49695973705834,Airports
1093,SAT,AA,5113,4.110111480539801,Airports
1094,SAT,AS,334,0.5299401197604791,Airports
1095,SAT,DL,2984,-1.4249329758713136,Airports
1096,SAT,EV,780,6.656410256410257,Airports
1097,SAT,MQ,97,10.288659793814434,Airports
1098,SAT,OO,3435,8.963901018922853,Airports
1099,SAT,UA,2672,8.495883233532934,Airports
1100,SAT,US,334,9.607784431137725,Airports
1101,SAT,WN,13705,6.789638817949654,Airports
1102,SAV,B6,983,2.461851475076297,Airports
1103,SAV,DL,3128,3.0418797953964196,Airports
1104,SAV,EV,2666,8.147786946736684,Airports
1105,SAV,MQ,570,8.75438596491228,Airports
1106,SAV,OO,39,1.7692307692307692,Airports
1107,SBA,F9,3,-8.333333333333334,Airports
1108,SBA,OO,5899,3.998304797423292,Airports
1109,SBN,DL,14,-15.714285714285714,Airports
1110,SBN,EV,972,9.28292181069959,Airports
1111,SBN,OO,3358,8.578916021441334,Airports
1112,SBP,OO,3065,3.5800978792822185,Airports
1113,SCC,AS,832,0.47836538461538464,Airports
1114,SCE,EV,881,10.206583427922816,Airports
1115,SDF,AA,290,4.479310344827586,Airports
1116,SDF,DL,2666,1.4249812453113277,Airports
1117,SDF,EV,1991,6.985434455047715,Airports
1118,SDF,MQ,686,9.763848396501457,Airports
1119,SDF,OO,322,10.170807453416149,Airports
1120,SDF,UA,17,-8.294117647058824,Airports
1121,SDF,US,8,-2.0,Airports
1122,SDF,WN,3979,6.875094244785122,Airports
1123,SEA,AA,6344,3.3363808322824715,Airports
1124,SEA,AS,49759,-1.016499527723628,Airports
1125,SEA,B6,2105,6.746318289786223,Airports
1126,SEA,DL,13513,1.3069636646192555,Airports
1127,SEA,F9,792,9.626262626262626,Airports
1128,SEA,HA,666,5.95045045045045,Airports
1129,SEA,OO,12964,4.592872570194385,Airports
1130,SEA,UA,8717,7.133073305036136,Airports
1131,SEA,US,1572,0.9688295165394402,Airports
1132,SEA,VX,2122,4.376531573986805,Airports
1133,SEA,WN,11638,6.053789310878158,Airports
1134,SFO,AA,12065,4.4038126813095735,Airports
1135,SFO,AS,5155,4.06905916585839,Airports
1136,SFO,B6,4843,6.728474086310138,Airports
1137,SFO,DL,9648,2.226057213930348,Airports
1138,SFO,F9,1941,15.048943843379702,Airports
1139,SFO,HA,661,0.2617246596066566,Airports
1140,SFO,OO,34083,9.028107854355543,Airports
1141,SFO,UA,44876,5.351524200017827,Airports
1142,SFO,US,2585,3.8731141199226307,Airports
1143,SFO,VX,15790,6.509309689677011,Airports
1144,SFO,WN,13762,10.090684493532917,Airports
1145,SGF,DL,331,4.018126888217522,Airports
1146,SGF,EV,1538,7.174252275682705,Airports
1147,SGF,MQ,3479,9.463926415636678,Airports
1148,SGF,OO,699,10.530758226037197,Airports
1149,SGU,OO,1773,5.227298364354202,Airports
