,AIRLINE,ARRIVAL_DELAY
4036,WN,7.0
4037,WN,-6.0
4038,WN,1.0
4039,WN,-18.0
4040,UA,51.0
4041,UA,-3.0
4042,US,0.0
4043,AA,8.0
4044,AA,6.0
4045,AA,36.0
4046,AS,23.0
4047,AA,0.0
4048,B6,-15.0
4049,B6,-5.0
4050,B6,-10.0
4051,B6,-14.0
4052,DL,-8.0
4053,DL,-11.0
4054,DL,-5.0
4055,DL,-27.0
4056,DL,-25.0
4057,EV,-6.0
4058,EV,-2.0
4059,F9,71.0
4060,F9,7.0
4061,MQ,-17.0
4062,MQ,33.0
4063,NK,-9.0
4064,OO,20.0
4065,OO,-8.0
4066,OO,6.0
4067,OO,-2.0
4068,OO,35.0
4069,OO,-9.0
4070,OO,-2.0
4071,DL,-2.0
4072,DL,-20.0
4073,EV,-8.0
4074,EV,-16.0
4075,OO,-3.0
4076,DL,-16.0
4077,EV,-16.0
4078,OO,0.0
4079,OO,4.0
4080,OO,-20.0
4081,UA,-18.0
4082,UA,-6.0
4083,B6,7.0
4084,EV,-6.0
4085,EV,-2.0
4086,OO,-8.0
4087,UA,-11.0
4088,NK,22.0
4089,OO,82.0
4090,OO,-7.0
4091,VX,-11.0
4092,WN,-9.0
4093,WN,2.0
4094,WN,-12.0
4095,WN,-5.0
4096,WN,-1.0
4097,WN,-2.0
4098,WN,-12.0
4099,WN,-5.0
4100,WN,-7.0
4101,WN,1.0
4102,WN,13.0
4103,WN,-23.0
4104,WN,-15.0
4105,UA,264.0
4106,US,14.0
4107,US,-12.0
4108,US,-2.0
4109,AA,32.0
4110,AA,-4.0
4111,AS,-5.0
4112,AS,23.0
4113,AS,113.0
4114,AS,-18.0
4115,B6,3.0
4116,DL,10.0
4117,DL,-13.0
4118,DL,-18.0
4119,EV,61.0
4120,OO,-9.0
4121,OO,-20.0
4122,HA,43.0
4123,OO,-18.0
4124,OO,-20.0
4125,MQ,8.0
4126,MQ,-7.0
4127,OO,-23.0
4128,OO,31.0
4129,OO,15.0
4130,OO,-16.0
4131,OO,1.0
4132,OO,-21.0
4133,UA,-13.0
4134,DL,-30.0
4135,EV,11.0
4136,OO,-16.0
4137,OO,-6.0
4138,UA,-7.0
4139,DL,-22.0
4140,EV,-3.0
4141,OO,3.0
4142,B6,1.0
4143,B6,5.0
4144,OO,4.0
4145,UA,0.0
4146,UA,10.0
4147,UA,36.0
4148,EV,0.0
4149,HA,12.0
4150,OO,-9.0
4151,US,11.0
4152,US,-16.0
4153,US,-14.0
4154,US,0.0
4155,US,47.0
4156,US,14.0
4157,US,-4.0
4158,US,10.0
4159,VX,-7.0
4160,VX,-15.0
4161,WN,-20.0
4162,WN,-5.0
4163,WN,-10.0
4164,WN,-6.0
4165,WN,-3.0
4166,WN,12.0
4167,WN,-9.0
4168,WN,2.0
4169,WN,-15.0
4170,WN,18.0
4171,WN,19.0
4172,UA,15.0
4173,UA,7.0
4174,UA,56.0
4175,UA,-13.0
4176,US,-19.0
4177,US,24.0
4178,US,-18.0
4179,AA,-15.0
4180,AA,-21.0
4181,AA,-7.0
4182,AA,3.0
4183,AA,-23.0
4184,AA,-24.0
4185,AA,-15.0
4186,AA,-2.0
4187,AA,-15.0
4188,B6,-26.0
4189,B6,-9.0
4190,B6,-41.0
4191,DL,-17.0
4192,DL,-6.0
4193,DL,-19.0
4194,DL,-17.0
4195,DL,-8.0
4196,DL,-25.0
4197,DL,-18.0
4198,B6,-16.0
4199,DL,-26.0
4200,DL,-11.0
4201,DL,-34.0
4202,DL,-20.0
4203,DL,-10.0
4204,EV,-11.0
4205,HA,19.0
4206,MQ,-18.0
4207,MQ,10.0
4208,MQ,-11.0
4209,NK,10.0
4210,OO,-7.0
4211,UA,-5.0
4212,DL,-10.0
4213,DL,-11.0
4214,DL,-12.0
4215,EV,12.0
4216,EV,2.0
4217,OO,6.0
4218,OO,-13.0
4219,UA,15.0
4220,UA,38.0
4221,DL,-13.0
4222,DL,-9.0
4223,EV,-11.0
4224,NK,-1.0
4225,AS,-2.0
4226,OO,7.0
4227,UA,66.0
4228,B6,6.0
4229,HA,-12.0
4230,HA,-2.0
4231,HA,-2.0
4232,OO,-26.0
4233,OO,-19.0
4234,OO,-8.0
4235,US,-2.0
4236,US,-18.0
4237,US,89.0
4238,US,-7.0
4239,US,-9.0
4240,US,-10.0
4241,US,9.0
4242,US,8.0
4243,US,-6.0
4244,UA,11.0
4245,UA,58.0
4246,WN,-8.0
4247,WN,9.0
4248,WN,-1.0
4249,WN,-10.0
4250,WN,-10.0
4251,WN,-14.0
4252,WN,2.0
4253,WN,36.0
4254,WN,44.0
4255,WN,-8.0
4256,WN,-5.0
4257,WN,-7.0
4258,UA,30.0
4259,UA,41.0
4260,US,7.0
4261,US,33.0
4262,US,-31.0
4263,US,4.0
4264,US,15.0
4265,US,-3.0
4266,AA,8.0
4267,AA,18.0
4268,AS,-30.0
4269,B6,32.0
4270,B6,-12.0
4271,B6,-6.0
4272,B6,-4.0
4273,DL,-7.0
4274,DL,11.0
4275,DL,-14.0
4276,DL,-10.0
4277,DL,-5.0
4278,EV,21.0
4279,EV,-6.0
4280,EV,-19.0
4281,MQ,-22.0
4282,MQ,-8.0
4283,MQ,-12.0
4284,MQ,-13.0
4285,MQ,-11.0
4286,MQ,1.0
4287,NK,17.0
4288,NK,13.0
4289,NK,13.0
4290,OO,0.0
4291,OO,-21.0
4292,DL,-9.0
4293,EV,1.0
4294,EV,11.0
4295,OO,126.0
4296,DL,-17.0
4297,EV,-23.0
4298,EV,-20.0
4299,OO,15.0
4300,UA,-13.0
4301,DL,-20.0
4302,UA,42.0
4303,UA,-4.0
4304,DL,9.0
4305,EV,6.0
4306,MQ,58.0
4307,OO,5.0
4308,OO,37.0
4309,UA,18.0
4310,UA,4.0
4311,US,-3.0
4312,UA,-4.0
4313,UA,-11.0
4314,OO,11.0
4315,VX,9.0
4316,VX,-12.0
4317,WN,-15.0
4318,WN,0.0
4319,WN,21.0
4320,WN,27.0
4321,WN,10.0
4322,WN,-7.0
4323,WN,-12.0
4324,WN,10.0
4325,WN,-18.0
4326,WN,-33.0
4327,WN,-16.0
4328,WN,-9.0
4329,WN,-13.0
4330,WN,-11.0
4331,WN,-6.0
4332,WN,-5.0
4333,WN,-19.0
4334,WN,25.0
4335,UA,-6.0
4336,UA,-7.0
4337,UA,21.0
4338,UA,8.0
4339,US,3.0
4340,US,-3.0
4341,US,7.0
4342,US,-28.0
4343,AA,2.0
4344,AA,-5.0
4345,AA,-11.0
4346,AA,59.0
4347,B6,-14.0
4348,B6,-14.0
4349,DL,-36.0
4350,DL,-14.0
4351,DL,-12.0
4352,DL,-10.0
4353,DL,-9.0
4354,DL,-17.0
4355,B6,-11.0
4356,EV,3.0
4357,EV,11.0
4358,EV,-17.0
4359,EV,20.0
4360,MQ,60.0
4361,MQ,20.0
4362,NK,3.0
4363,NK,-27.0
4364,OO,4.0
4365,OO,-10.0
4366,OO,-36.0
4367,OO,166.0
4368,OO,-11.0
4369,OO,-27.0
4370,OO,-7.0
4371,UA,11.0
4372,UA,40.0
4373,B6,15.0
4374,EV,1.0
4375,HA,-1.0
4376,UA,-19.0
4377,UA,-19.0
4378,DL,-9.0
4379,DL,-11.0
4380,EV,-14.0
4381,UA,-23.0
4382,AA,-19.0
4383,EV,-12.0
4384,EV,-19.0
4385,NK,-24.0
4386,OO,2.0
4387,UA,8.0
4388,UA,31.0
4389,US,3.0
4390,US,-28.0
4391,US,24.0
4392,US,-22.0
4393,US,-13.0
4394,US,-27.0
4395,US,-7.0
4396,US,-15.0
4397,US,14.0
4398,US,24.0
4399,US,-14.0
4400,US,0.0
4401,US,-12.0
4402,UA,-5.0
4403,UA,79.0
4404,VX,3.0
4405,VX,71.0
4406,WN,-19.0
4407,WN,-4.0
4408,WN,-10.0
4409,WN,-11.0
4410,WN,13.0
4411,WN,1.0
4412,WN,-21.0
4413,WN,1.0
4414,WN,-22.0
4415,WN,9.0
4416,WN,9.0
4417,WN,-6.0
4418,WN,-3.0
4419,WN,-3.0
4420,WN,-15.0
4421,UA,-23.0
4422,UA,98.0
4423,US,-14.0
4424,US,-14.0
4425,AA,48.0
4426,AA,20.0
4427,AA,-13.0
4428,AA,-20.0
4429,AA,4.0
4430,AA,-4.0
4431,AA,-5.0
4432,AA,-13.0
4433,AS,2.0
4434,AS,-7.0
4435,AS,-2.0
4436,B6,-33.0
4437,B6,-27.0
4438,DL,6.0
4439,DL,-13.0
4440,DL,-25.0
4441,DL,-6.0
4442,DL,-14.0
4443,DL,-25.0
4444,DL,16.0
4445,DL,-25.0
4446,DL,-6.0
4447,EV,35.0
4448,EV,26.0
4449,F9,-22.0
4450,MQ,-18.0
4451,MQ,10.0
4452,MQ,4.0
4453,NK,58.0
4454,NK,1.0
4455,OO,-6.0
4456,OO,8.0
4457,OO,-31.0
4458,OO,25.0
4459,OO,-33.0
4460,UA,8.0
4461,UA,-34.0
4462,UA,-17.0
4463,DL,-9.0
4464,DL,-20.0
4465,B6,-27.0
4466,EV,-36.0
4467,OO,-9.0
4468,OO,-3.0
4469,UA,14.0
4470,UA,-6.0
4471,DL,-5.0
4472,DL,-8.0
4473,OO,307.0
4474,EV,-15.0
4475,DL,163.0
4476,DL,-22.0
4477,DL,-5.0
4478,EV,7.0
4479,EV,-28.0
4480,OO,2.0
4481,US,7.0
4482,US,-14.0
4483,US,26.0
4484,US,46.0
4485,US,-5.0
4486,US,-12.0
4487,WN,-12.0
4488,WN,5.0
4489,WN,7.0
4490,WN,-8.0
4491,WN,-24.0
4492,WN,-7.0
4493,WN,-8.0
4494,WN,4.0
4495,WN,-21.0
4496,WN,-5.0
4497,WN,0.0
4498,WN,5.0
4499,WN,-4.0
4500,WN,1.0
4501,WN,8.0
4502,WN,-10.0
4503,WN,-3.0
4504,WN,9.0
4505,WN,-6.0
4506,WN,10.0
4507,UA,-4.0
4508,UA,7.0
4509,AA,-4.0
4510,AA,17.0
4511,AA,22.0
4512,AA,-13.0
4513,AS,-9.0
4514,AS,12.0
4515,B6,-7.0
4516,B6,16.0
4517,DL,2.0
4518,DL,-15.0
4519,DL,-39.0
4520,DL,-5.0
4521,DL,-9.0
4522,DL,-40.0
4523,B6,-10.0
4524,EV,-8.0
4525,F9,4.0
4526,MQ,6.0
4527,MQ,-3.0
4528,MQ,-4.0
4529,MQ,-15.0
4530,OO,-11.0
4531,OO,-7.0
4532,OO,-12.0
4533,OO,-23.0
4534,OO,-25.0
4535,OO,21.0
4536,OO,-17.0
4537,UA,-16.0
4538,OO,12.0
4539,B6,-24.0
4540,EV,27.0
4541,EV,-12.0
4542,UA,5.0
4543,UA,-25.0
4544,B6,-28.0
4545,EV,-5.0
4546,UA,-3.0
4547,UA,5.0
4548,DL,-10.0
4549,OO,-17.0
4550,UA,-9.0
4551,UA,-1.0
4552,US,5.0
4553,US,-13.0
4554,US,68.0
4555,UA,-11.0
4556,VX,14.0
4557,VX,-7.0
4558,WN,33.0
4559,WN,-18.0
4560,WN,7.0
4561,WN,-15.0
4562,WN,-9.0
4563,WN,-19.0
4564,WN,-4.0
4565,WN,46.0
4566,WN,-12.0
4567,WN,-26.0
4568,WN,-5.0
4569,WN,5.0
4570,WN,13.0
4571,WN,39.0
4572,WN,37.0
4573,WN,15.0
4574,WN,56.0
4575,WN,-18.0
4576,WN,18.0
4577,WN,-6.0
4578,WN,-33.0
4579,WN,-5.0
4580,US,-1.0
4581,US,15.0
4582,AA,6.0
4583,AA,-9.0
4584,AA,15.0
4585,AA,130.0
4586,AA,57.0
4587,AA,-2.0
4588,AA,-17.0
4589,AA,-26.0
4590,AA,-11.0
4591,AS,52.0
4592,B6,-8.0
4593,B6,-3.0
4594,DL,-6.0
4595,DL,0.0
4596,DL,3.0
4597,DL,-14.0
4598,DL,-12.0
4599,EV,-11.0
4600,EV,-19.0
4601,EV,-5.0
4602,MQ,-12.0
4603,MQ,9.0
4604,MQ,19.0
4605,NK,9.0
4606,NK,-2.0
4607,OO,-4.0
4608,OO,20.0
4609,OO,19.0
4610,OO,-4.0
4611,OO,-2.0
4612,OO,-8.0
4613,UA,9.0
4614,UA,-28.0
4615,OO,76.0
4616,OO,22.0
4617,UA,-33.0
4618,B6,-5.0
4619,B6,-15.0
4620,B6,1.0
4621,EV,-8.0
4622,EV,-17.0
4623,OO,-25.0
4624,US,50.0
4625,US,-14.0
4626,US,8.0
4627,US,26.0
4628,US,-8.0
4629,US,-12.0
4630,US,-28.0
4631,US,12.0
4632,US,-18.0
4633,US,-20.0
4634,WN,-8.0
4635,WN,-5.0
4636,WN,-6.0
4637,WN,-2.0
4638,WN,-4.0
4639,WN,-12.0
4640,WN,24.0
4641,WN,13.0
4642,WN,5.0
4643,WN,-6.0
4644,WN,6.0
4645,WN,-7.0
4646,WN,-8.0
4647,WN,8.0
4648,WN,9.0
4649,WN,28.0
4650,WN,47.0
4651,WN,15.0
4652,WN,-4.0
4653,WN,4.0
4654,WN,1.0
4655,WN,12.0
4656,UA,18.0
4657,UA,9.0
4658,UA,28.0
4659,UA,38.0
4660,US,-8.0
4661,AA,50.0
4662,AA,-5.0
4663,AA,-5.0
4664,AA,15.0
4665,AA,38.0
4666,AS,-11.0
4667,AS,9.0
4668,B6,-7.0
4669,DL,-12.0
4670,DL,-8.0
4671,DL,-42.0
4672,DL,-2.0
4673,DL,-15.0
4674,DL,-27.0
4675,DL,-6.0
4676,DL,-17.0
4677,DL,13.0
4678,DL,4.0
4679,DL,-15.0
4680,DL,-20.0
4681,DL,-21.0
4682,DL,-4.0
4683,EV,-8.0
4684,EV,-5.0
4685,HA,-3.0
4686,MQ,2.0
4687,MQ,-12.0
4688,MQ,-13.0
4689,MQ,-13.0
4690,OO,10.0
4691,OO,2.0
4692,OO,-10.0
4693,DL,-13.0
4694,DL,-4.0
4695,EV,2.0
4696,UA,8.0
4697,UA,17.0
4698,DL,-28.0
4699,UA,-18.0
4700,UA,-12.0
4701,OO,38.0
4702,UA,-28.0
4703,UA,-3.0
4704,HA,-5.0
4705,US,-8.0
4706,US,9.0
4707,US,-16.0
4708,US,-26.0
4709,US,-24.0
4710,US,-12.0
4711,US,-20.0
4712,UA,23.0
4713,UA,0.0
4714,WN,-7.0
4715,WN,2.0
4716,WN,-3.0
4717,WN,-9.0
4718,WN,-21.0
4719,WN,-26.0
4720,WN,-16.0
4721,WN,-16.0
4722,WN,12.0
4723,WN,-3.0
4724,WN,-19.0
4725,WN,-13.0
4726,WN,37.0
4727,WN,-16.0
4728,WN,-11.0
4729,WN,2.0
4730,WN,-1.0
4731,WN,10.0
4732,WN,9.0
4733,WN,-19.0
4734,WN,-6.0
4735,WN,5.0
4736,WN,-2.0
4737,WN,42.0
4738,WN,-2.0
4739,UA,-16.0
4740,US,-9.0
4741,AA,30.0
4742,AA,-13.0
4743,AA,-24.0
4744,AA,-5.0
4745,AA,-10.0
4746,AA,5.0
4747,AA,36.0
4748,AA,16.0
4749,AS,3.0
4750,AA,18.0
4751,B6,-6.0
4752,DL,-11.0
4753,DL,-25.0
4754,EV,-6.0
4755,EV,1.0
4756,F9,-4.0
4757,F9,-2.0
4758,F9,-13.0
4759,MQ,3.0
4760,MQ,-18.0
4761,MQ,-27.0
4762,MQ,112.0
4763,MQ,10.0
4764,OO,-4.0
4765,OO,61.0
4766,OO,19.0
4767,OO,-1.0
4768,AA,-7.0
4769,EV,-14.0
4770,OO,-15.0
4771,EV,-6.0
4772,UA,24.0
4773,US,-46.0
4774,US,-4.0
4775,US,-3.0
4776,US,-11.0
4777,US,-6.0
4778,US,-18.0
4779,VX,13.0
4780,WN,-5.0
4781,WN,-15.0
4782,WN,-12.0
4783,WN,-10.0
4784,WN,-14.0
4785,WN,-15.0
4786,WN,-21.0
4787,WN,-1.0
4788,WN,-19.0
4789,WN,0.0
4790,WN,8.0
4791,WN,-5.0
4792,WN,-8.0
4793,WN,-24.0
4794,WN,1.0
4795,WN,30.0
4796,WN,-8.0
4797,WN,6.0
4798,WN,11.0
4799,WN,29.0
4800,UA,17.0
4801,UA,15.0
4802,UA,-12.0
4803,AA,14.0
4804,AA,13.0
4805,AA,8.0
4806,AA,-21.0
4807,AA,-17.0
4808,AA,23.0
4809,AA,-10.0
4810,AS,96.0
4811,AS,-12.0
4812,B6,2.0
4813,DL,-10.0
4814,DL,10.0
4815,DL,-11.0
4816,DL,-4.0
4817,AA,15.0
4818,AA,45.0
4819,DL,-2.0
4820,DL,-4.0
4821,DL,-8.0
4822,DL,-9.0
4823,DL,-18.0
4824,DL,-8.0
4825,EV,5.0
4826,EV,-9.0
4827,EV,118.0
4828,EV,5.0
4829,EV,-9.0
4830,MQ,-10.0
4831,MQ,11.0
4832,MQ,-24.0
4833,MQ,-8.0
4834,OO,85.0
4835,OO,19.0
4836,OO,-3.0
4837,OO,-14.0
4838,OO,74.0
4839,OO,11.0
4840,OO,1.0
4841,EV,-9.0
4842,OO,16.0
4843,OO,-11.0
4844,DL,-17.0
4845,DL,-34.0
4846,EV,-5.0
4847,F9,52.0
4848,OO,-11.0
4849,HA,8.0
4850,AS,-6.0
4851,EV,-2.0
4852,US,-15.0
4853,US,-13.0
4854,UA,-16.0
4855,UA,-14.0
4856,US,-1.0
4857,DL,-18.0
4858,DL,-12.0
4859,EV,-2.0
4860,UA,-16.0
4861,UA,15.0
4862,US,-7.0
4863,US,-11.0
4864,US,1.0
4865,US,13.0
4866,UA,-3.0
4867,UA,-13.0
4868,VX,-5.0
4869,VX,-5.0
4870,WN,-20.0
4871,WN,5.0
4872,WN,-3.0
4873,WN,-1.0
4874,WN,-4.0
4875,WN,-21.0
4876,WN,-12.0
4877,WN,5.0
4878,WN,-4.0
4879,WN,8.0
4880,WN,-22.0
4881,WN,-17.0
4882,WN,40.0
4883,WN,0.0
4884,WN,4.0
4885,WN,-9.0
4886,WN,-3.0
4887,WN,-2.0
4888,WN,-10.0
4889,WN,-4.0
4890,UA,6.0
4891,AA,-1.0
4892,AA,4.0
4893,AA,-16.0
4894,AA,362.0
4895,AS,-9.0
4896,AS,-3.0
4897,AS,19.0
4898,AS,1.0
4899,AS,18.0
4900,B6,23.0
4901,DL,-2.0
4902,DL,-30.0
4903,DL,11.0
4904,DL,2.0
4905,DL,-8.0
4906,DL,-22.0
4907,AA,18.0
4908,DL,-13.0
4909,DL,-26.0
4910,DL,-9.0
4911,DL,-4.0
4912,DL,-9.0
4913,DL,-3.0
4914,DL,-9.0
4915,DL,5.0
4916,DL,3.0
4917,DL,-1.0
4918,EV,1.0
4919,EV,4.0
4920,EV,-15.0
4921,EV,-2.0
4922,F9,57.0
4923,MQ,6.0
4924,MQ,-17.0
4925,NK,0.0
4926,OO,-7.0
4927,OO,-16.0
4928,OO,-6.0
4929,OO,13.0
4930,OO,42.0
4931,UA,17.0
4932,DL,-36.0
4933,DL,-11.0
4934,HA,5.0
4935,EV,-5.0
4936,OO,53.0
4937,DL,-6.0
4938,EV,38.0
4939,EV,8.0
4940,B6,-18.0
4941,DL,-14.0
4942,EV,-19.0
4943,HA,-2.0
4944,OO,-6.0
4945,UA,-11.0
4946,US,-16.0
4947,US,4.0
4948,US,-5.0
4949,US,-18.0
4950,US,1.0
4951,US,12.0
4952,US,-20.0
4953,WN,-10.0
4954,WN,-3.0
4955,WN,-6.0
4956,WN,14.0
4957,WN,4.0
4958,WN,8.0
4959,WN,5.0
4960,WN,-12.0
4961,WN,14.0
4962,WN,-6.0
4963,WN,23.0
4964,WN,-9.0
4965,WN,1.0
4966,WN,-14.0
4967,WN,-5.0
4968,WN,-8.0
4969,WN,16.0
4970,WN,-8.0
4971,WN,20.0
4972,WN,11.0
4973,WN,64.0
4974,WN,-17.0
4975,WN,-3.0
4976,UA,23.0
4977,UA,44.0
4978,US,3.0
4979,US,126.0
4980,AA,17.0
4981,B6,3.0
4982,B6,-6.0
4983,B6,-17.0
4984,B6,16.0
4985,B6,-12.0
4986,DL,-12.0
4987,DL,-10.0
4988,DL,-30.0
4989,DL,-9.0
4990,DL,-31.0
4991,DL,-6.0
4992,DL,-9.0
4993,DL,-25.0
4994,DL,-8.0
4995,DL,15.0
4996,DL,-7.0
4997,DL,-18.0
4998,DL,-1.0
4999,DL,-19.0
5000,DL,11.0
5001,DL,-5.0
5002,DL,-6.0
5003,DL,-14.0
5004,DL,-3.0
5005,B6,-23.0
5006,EV,-14.0
5007,EV,-14.0
5008,EV,-4.0
5009,MQ,-10.0
5010,MQ,-9.0
5011,MQ,3.0
5012,NK,-1.0
5013,OO,12.0
5014,OO,-2.0
5015,OO,77.0
5016,UA,-15.0
5017,AS,-14.0
5018,B6,12.0
5019,DL,-1.0
5020,OO,-12.0
5021,HA,-1.0
5022,UA,-9.0
5023,UA,8.0
5024,UA,-1.0
5025,UA,22.0
5026,EV,-21.0
5027,EV,0.0
5028,UA,5.0
5029,DL,-1.0
5030,DL,-2.0
5031,OO,-16.0
5032,B6,-8.0
5033,DL,-8.0
5034,DL,-13.0
5035,EV,-6.0
5036,EV,-11.0
5037,EV,-5.0
5038,OO,-20.0
5039,OO,7.0
5040,OO,-8.0
5041,US,2.0
5042,WN,-3.0
5043,WN,-6.0
5044,WN,11.0
5045,WN,37.0
5046,WN,32.0
5047,WN,-4.0
5048,WN,2.0
5049,WN,-10.0
5050,WN,-12.0
5051,WN,5.0
5052,WN,21.0
5053,WN,-2.0
5054,WN,5.0
5055,WN,0.0
5056,WN,125.0
5057,AA,-24.0
5058,AA,26.0
5059,AA,-25.0
5060,AA,33.0
5061,AA,10.0
5062,AA,25.0
5063,AA,17.0
5064,AA,-24.0
5065,AA,-18.0
5066,AA,5.0
5067,AS,-31.0
5068,AS,-3.0
5069,AS,6.0
5070,DL,-12.0
5071,DL,-12.0
5072,DL,-12.0
5073,DL,-3.0
5074,DL,-8.0
5075,B6,-12.0
5076,DL,-29.0
5077,DL,-4.0
5078,EV,64.0
5079,EV,-11.0
5080,EV,0.0
5081,EV,0.0
5082,EV,4.0
5083,EV,0.0
5084,EV,-4.0
5085,EV,-6.0
5086,MQ,-18.0
5087,MQ,-9.0
5088,MQ,8.0
5089,OO,-20.0
5090,OO,20.0
5091,OO,-7.0
5092,HA,3.0
5093,OO,-10.0
5094,UA,5.0
5095,EV,12.0
5096,EV,-25.0
5097,B6,2.0
5098,B6,10.0
5099,DL,-16.0
5100,DL,-15.0
5101,DL,-14.0
5102,EV,-5.0
5103,EV,-18.0
5104,OO,-1.0
5105,OO,-17.0
5106,UA,-5.0
5107,B6,3.0
5108,UA,-51.0
5109,EV,17.0
5110,OO,62.0
5111,OO,-9.0
5112,US,-11.0
5113,US,-16.0
5114,US,234.0
5115,VX,-4.0
5116,WN,-5.0
5117,WN,3.0
5118,WN,-2.0
5119,WN,-8.0
5120,WN,-6.0
5121,WN,52.0
5122,WN,-4.0
5123,WN,-12.0
5124,WN,1.0
5125,WN,5.0
5126,WN,0.0
5127,UA,0.0
5128,AA,195.0
5129,AA,2.0
5130,AA,15.0
5131,AA,59.0
5132,AA,-11.0
5133,AA,-17.0
5134,AA,-6.0
5135,AA,3.0
5136,AS,-3.0
5137,AS,-15.0
5138,DL,-7.0
5139,DL,12.0
5140,DL,-27.0
5141,DL,-20.0
5142,DL,-21.0
5143,DL,-13.0
5144,DL,-14.0
5145,DL,-33.0
5146,DL,12.0
5147,DL,-24.0
5148,EV,-20.0
5149,EV,-6.0
5150,F9,-15.0
5151,MQ,-15.0
5152,MQ,26.0
5153,MQ,51.0
5154,MQ,-1.0
5155,MQ,60.0
5156,MQ,6.0
5157,OO,-2.0
5158,OO,123.0
5159,OO,-23.0
5160,OO,16.0
5161,OO,-12.0
5162,OO,-8.0
5163,OO,2.0
5164,UA,-13.0
5165,DL,-13.0
5166,DL,-15.0
5167,DL,6.0
5168,DL,35.0
5169,EV,-14.0
5170,DL,13.0
5171,DL,-7.0
5172,EV,27.0
5173,EV,5.0
5174,B6,-7.0
5175,B6,-12.0
5176,DL,-13.0
5177,EV,-3.0
5178,EV,5.0
5179,B6,-9.0
5180,EV,-26.0
5181,EV,3.0
5182,UA,10.0
5183,US,-2.0
5184,US,0.0
5185,UA,-5.0
5186,VX,6.0
5187,WN,-16.0
5188,WN,10.0
5189,WN,-12.0
5190,WN,-12.0
5191,WN,-3.0
5192,WN,5.0
5193,WN,47.0
5194,WN,110.0
5195,WN,1.0
5196,WN,-16.0
5197,WN,-19.0
5198,WN,-2.0
5199,WN,35.0
5200,WN,-10.0
5201,WN,-7.0
5202,WN,0.0
5203,WN,-5.0
5204,WN,8.0
5205,US,-9.0
5206,US,-14.0
5207,AA,-17.0
5208,AA,22.0
5209,AA,-3.0
5210,AA,-17.0
5211,AA,1.0
5212,AA,19.0
5213,AA,-4.0
5214,AS,-6.0
5215,AS,-15.0
5216,AS,-26.0
5217,B6,82.0
5218,B6,-19.0
5219,DL,18.0
5220,DL,0.0
5221,DL,-5.0
5222,DL,-7.0
5223,DL,-6.0
5224,DL,44.0
5225,EV,-15.0
5226,EV,-9.0
5227,EV,-22.0
5228,EV,-15.0
5229,EV,0.0
5230,EV,-18.0
5231,MQ,7.0
5232,MQ,-1.0
5233,NK,-7.0
5234,OO,-10.0
5235,OO,-5.0
5236,OO,49.0
5237,DL,-18.0
5238,EV,137.0
5239,EV,-3.0
5240,EV,-25.0
5241,OO,52.0
5242,UA,-18.0
5243,B6,-13.0
5244,DL,-16.0
5245,EV,-9.0
5246,OO,-6.0
5247,UA,-5.0
5248,B6,-19.0
5249,B6,0.0
5250,EV,5.0
5251,EV,-17.0
5252,EV,-7.0
5253,NK,-3.0
5254,OO,-28.0
5255,UA,-14.0
5256,EV,-10.0
5257,MQ,-12.0
5258,UA,32.0
5259,WN,-7.0
5260,WN,32.0
5261,WN,23.0
5262,WN,15.0
5263,WN,3.0
5264,WN,5.0
5265,WN,-5.0
5266,WN,38.0
5267,WN,-6.0
5268,WN,5.0
5269,WN,-3.0
5270,WN,10.0
5271,WN,-9.0
5272,UA,-2.0
5273,US,2.0
5274,AA,133.0
5275,AA,1.0
5276,AA,-14.0
5277,AA,-18.0
5278,AA,-5.0
5279,AA,-11.0
5280,AA,2.0
5281,AA,-32.0
5282,AS,-8.0
5283,B6,-9.0
5284,DL,-22.0
5285,AA,-2.0
5286,AA,42.0
5287,DL,-8.0
5288,DL,-13.0
5289,DL,0.0
5290,DL,-14.0
5291,DL,3.0
5292,DL,-7.0
5293,EV,74.0
5294,EV,-15.0
5295,EV,6.0
5296,F9,21.0
5297,F9,-10.0
5298,MQ,-11.0
5299,HA,9.0
5300,MQ,104.0
5301,MQ,14.0
5302,MQ,9.0
5303,MQ,54.0
5304,MQ,-14.0
5305,MQ,-10.0
5306,MQ,-12.0
5307,OO,-21.0
5308,OO,-27.0
5309,OO,-16.0
5310,OO,-1.0
5311,OO,1.0
5312,UA,-11.0
5313,AA,-1.0
5314,AA,6.0
5315,B6,-27.0
5316,EV,-9.0
5317,F9,-12.0
5318,OO,-13.0
5319,OO,-4.0
5320,US,-10.0
5321,B6,-18.0
5322,DL,-5.0
5323,EV,-20.0
5324,HA,58.0
5325,OO,5.0
5326,EV,-11.0
5327,EV,-31.0
5328,UA,-7.0
5329,US,2.0
5330,US,0.0
5331,UA,-8.0
5332,WN,17.0
5333,WN,-2.0
5334,WN,3.0
5335,WN,-15.0
5336,WN,-7.0
5337,WN,37.0
5338,WN,-2.0
5339,WN,-1.0
5340,WN,-3.0
5341,WN,0.0
5342,UA,-1.0
5343,UA,-19.0
5344,UA,32.0
5345,AA,-2.0
5346,AA,5.0
5347,AA,-22.0
5348,AA,-7.0
5349,AA,-20.0
5350,AA,-13.0
5351,AA,-2.0
5352,AA,9.0
5353,AA,-10.0
5354,AA,-11.0
5355,AA,-21.0
5356,B6,73.0
