ids,ORIGIN_AIRPORT,AIRLINE,FLIGHT_COUNT_ORIGIN,AVERAGE_DEPARTURE_DELAY,parents_origin,parents,TOTAL_FLIGHTS,ids2,DESTINATION_AIRPORT,FLIGHT_COUNT_DESTINATION,AVERAGE_ARRIVAL_DELAY,parents_destination
784,MKE,DL,4635,5.7201725997842505,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
792,MLB,DL,1254,8.227272727272727,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
801,MOB,DL,454,5.140969162995595,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
805,MOT,DL,4,-5.75,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
812,MSN,DL,2519,2.7121873759428343,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
818,MSO,DL,597,1.3986599664991626,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
823,MSP,DL,55741,5.64184352630918,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
835,MSY,DL,6907,7.782829014043724,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
845,MTJ,DL,35,26.285714285714285,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
851,MYR,DL,851,3.129259694477086,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
859,OAK,DL,917,2.3380588876772084,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
867,OGG,DL,959,15.050052137643378,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
873,OKC,DL,1482,5.135627530364372,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
881,OMA,DL,2160,4.164814814814815,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
892,ONT,DL,211,-2.203791469194313,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
899,ORD,DL,6918,13.806880601329864,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
909,ORF,DL,2696,6.341246290801187,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
923,PBI,DL,5629,10.9589625155445,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
934,PDX,DL,5421,4.232613908872902,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
943,PHF,DL,81,9.679012345679013,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
949,PHL,DL,6509,9.931018589645106,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
961,PHX,DL,6883,4.3158506465204125,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
977,PIT,DL,3474,6.965745538284399,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
986,PNS,DL,2250,5.229777777777778,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
991,PSC,DL,304,0.7861842105263158,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
997,PSP,DL,153,15.320261437908496,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1005,PVD,DL,1454,6.2214580467675376,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1013,PWM,DL,666,10.57807807807808,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1017,RAP,DL,170,5.476470588235294,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1026,RDU,DL,5069,8.128822252909844,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1037,RIC,DL,2565,9.590643274853802,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1047,RNO,DL,929,1.0624327233584498,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1052,ROA,DL,385,7.698701298701299,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1056,ROC,DL,1221,8.775593775593775,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1069,RSW,DL,5485,4.631540565177757,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1083,SAN,DL,5824,2.99845467032967,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1094,SAT,DL,2977,4.581457843466577,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1102,SAV,DL,3125,6.25408,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1108,SBN,DL,14,3.2142857142857144,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1115,SDF,DL,2660,6.224436090225564,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1125,SEA,DL,13506,7.6563009033022364,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1136,SFO,DL,9634,8.754515258459621,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1144,SGF,DL,333,3.333333333333333,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1149,SHV,DL,270,7.544444444444444,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1158,SJC,DL,1312,7.845274390243903,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1168,SJU,DL,3000,4.934333333333333,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1176,SLC,DL,33202,4.845762303475694,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1187,SMF,DL,1838,7.482045701849837,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1196,SNA,DL,2533,2.8476115278326097,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1208,SRQ,DL,2090,5.933971291866029,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1213,STL,DL,4626,4.138780804150454,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1223,STT,DL,927,6.713052858683927,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1229,STX,DL,36,9.88888888888889,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1237,SYR,DL,1140,5.021052631578947,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1242,TLH,DL,1235,3.7481781376518217,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1249,TPA,DL,10318,8.349583252568328,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1255,TRI,DL,476,2.6911764705882355,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1259,TUL,DL,1036,4.424710424710424,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1268,TUS,DL,791,3.1289506953223767,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1274,TVC,DL,425,1.1552941176470588,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1283,TYS,DL,928,4.2844827586206895,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1291,VPS,DL,1753,6.779235596120936,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
1298,XNA,DL,533,3.422138836772984,Airports,Airlines,794817,54,ATL,220006,-0.8377498795487396,Airports
