Unnamed: 0,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_AIRPORT_LAT,ORIGIN_AIRPORT_LON,DESTINATION_AIRPORT_LAT,DESTINATION_AIRPORT_LON
2943,WN,OKC,PHX,35.39309,-97.60073,33.43417,-112.00806
2946,US,CLT,DEN,35.214009999999995,-80.94313000000001,39.85841,-104.667
2952,AS,ORD,ANC,41.9796,-87.90446,61.17432,-149.99618999999998
2953,AS,SJC,KOA,37.36186,-121.92901,19.73877,-156.04563000000002
2958,B6,DCA,JAX,38.85208,-77.03772,30.49406,-81.68786
2963,MQ,MLI,ORD,41.44853,-90.50754,41.9796,-87.90446
2965,EV,STL,EWR,38.747690000000006,-90.35999,40.6925,-74.16866
2969,DL,ATL,ORF,33.640440000000005,-84.42694,36.89461,-76.20121999999999
2973,B6,IAD,BOS,38.94453,-77.45581,42.36435,-71.00518000000001
2975,OO,MSP,DIK,44.88055,-93.21692,46.79739,-102.80195
2980,B6,BOS,SJU,42.36435,-71.00518000000001,18.43942,-66.00183
2981,DL,ATL,SAV,33.640440000000005,-84.42694,32.12758,-81.20214
2982,EV,JAX,IAD,30.49406,-81.68786,38.94453,-77.45581
2983,MQ,MIA,TLH,25.79325,-80.29056,30.39653,-84.35033
2984,OO,ORD,BOI,41.9796,-87.90446,43.564440000000005,-116.22278
2985,OO,BZN,LAX,45.7769,-111.15301,33.94254,-118.40807
2986,US,PHL,SJU,39.87195,-75.24114,18.43942,-66.00183
2987,US,CLT,DCA,35.214009999999995,-80.94313000000001,38.85208,-77.03772
2990,US,CLT,CLE,35.214009999999995,-80.94313000000001,41.41089,-81.8494
2992,US,CLT,TPA,35.214009999999995,-80.94313000000001,27.97547,-82.53325
2994,US,CLT,IND,35.214009999999995,-80.94313000000001,39.71733,-86.29438
2995,US,CLT,BOS,35.214009999999995,-80.94313000000001,42.36435,-71.00518000000001
2999,WN,IND,HOU,39.71733,-86.29438,29.64542,-95.27889
3000,WN,LAS,TPA,36.08036,-115.15233,27.97547,-82.53325
3003,WN,STL,SAT,38.747690000000006,-90.35999,29.533690000000004,-98.46978
3004,WN,TPA,MSY,27.97547,-82.53325,29.99339,-90.25803
3005,WN,TPA,STL,27.97547,-82.53325,38.747690000000006,-90.35999
3006,WN,HOU,LAS,29.64542,-95.27889,36.08036,-115.15233
3008,UA,SFO,MCO,37.619,-122.37484,28.428890000000003,-81.31603
3015,AA,ORD,TUS,41.9796,-87.90446,32.11608,-110.94103
3016,AA,DFW,BWI,32.89595,-97.0372,39.1754,-76.6682
3017,AS,SNA,PDX,33.67566,-117.86822,45.58872,-122.5975
3018,AS,BLI,LAS,48.79275,-122.53753,36.08036,-115.15233
3023,DL,SLC,JFK,40.78839,-111.97777,40.63975,-73.77893
3024,DL,PHL,DTW,39.87195,-75.24114,42.21206,-83.34884
3025,DL,SLC,STL,40.78839,-111.97777,38.747690000000006,-90.35999
3029,DL,SLC,EWR,40.78839,-111.97777,40.6925,-74.16866
3030,DL,ATL,SEA,33.640440000000005,-84.42694,47.44898,-122.30931
3032,F9,FLL,CLE,26.07258,-80.15275,41.41089,-81.8494
3036,OO,SLC,BZN,40.78839,-111.97777,45.7769,-111.15301
3037,OO,LAX,FAT,33.94254,-118.40807,36.77619,-119.71814
3038,OO,SLC,OKC,40.78839,-111.97777,35.39309,-97.60073
3042,OO,PHX,PSP,33.43417,-112.00806,33.82922,-116.50625
3043,OO,SLC,CNY,40.78839,-111.97777,38.75496,-109.75484
3044,B6,BOS,SRQ,42.36435,-71.00518000000001,27.39533,-82.55411
3046,EV,ATL,HPN,33.640440000000005,-84.42694,41.06696,-73.70756999999999
3048,AS,SCC,BRW,70.19476,-148.46516,71.28545,-156.766
3052,OO,SLC,BIL,40.78839,-111.97777,45.80766,-108.54286
3054,DL,ATL,JAC,33.640440000000005,-84.42694,43.60732,-110.73774
3056,US,PHX,EWR,33.43417,-112.00806,40.6925,-74.16866
3057,US,CLT,SJU,35.214009999999995,-80.94313000000001,18.43942,-66.00183
3058,US,PHL,STT,39.87195,-75.24114,18.33731,-64.97336
3061,US,CLT,LAX,35.214009999999995,-80.94313000000001,33.94254,-118.40807
3065,WN,ATL,IND,33.640440000000005,-84.42694,39.71733,-86.29438
3066,WN,BWI,MCI,39.1754,-76.6682,39.29761,-94.71391
3069,WN,ELP,LAS,31.80667,-106.37781,36.08036,-115.15233
3070,WN,LAS,SJC,36.08036,-115.15233,37.36186,-121.92901
3072,WN,ABQ,LAX,35.04022,-106.60918999999998,33.94254,-118.40807
3075,WN,SNA,SJC,33.67566,-117.86822,37.36186,-121.92901
3077,UA,ORD,JAC,41.9796,-87.90446,43.60732,-110.73774
3080,AA,DFW,OKC,32.89595,-97.0372,35.39309,-97.60073
3084,AS,PDX,ANC,45.58872,-122.5975,61.17432,-149.99618999999998
3093,DL,ATL,EYW,33.640440000000005,-84.42694,24.55611,-81.75956
3094,DL,GEG,MSP,47.61986,-117.53383999999998,44.88055,-93.21692
3097,EV,BOS,CLE,42.36435,-71.00518000000001,41.41089,-81.8494
3098,EV,BNA,EWR,36.12448,-86.67818,40.6925,-74.16866
3099,EV,ORD,GRB,41.9796,-87.90446,44.48507,-88.12959000000001
3100,EV,ORD,ATW,41.9796,-87.90446,44.25741,-88.51948
3102,MQ,ORD,SYR,41.9796,-87.90446,43.11119,-76.10631
3103,MQ,LBB,DFW,33.66364,-101.82278,32.89595,-97.0372
3105,MQ,DFW,FSD,32.89595,-97.0372,43.58135,-96.7417
3107,OO,ORD,MKG,41.9796,-87.90446,43.16949,-86.23822
3108,OO,CVG,DTW,39.04614,-84.66216999999999,42.21206,-83.34884
3109,OO,SLC,OAK,40.78839,-111.97777,37.72129,-122.22072
3110,OO,SLC,TUS,40.78839,-111.97777,32.11608,-110.94103
3116,DL,SLC,CVG,40.78839,-111.97777,39.04614,-84.66216999999999
3118,US,PHX,STL,33.43417,-112.00806,38.747690000000006,-90.35999
3124,US,PHX,DCA,33.43417,-112.00806,38.85208,-77.03772
3125,EV,IND,IAD,39.71733,-86.29438,38.94453,-77.45581
3126,OO,PHX,FLG,33.43417,-112.00806,35.13845,-111.67122
3127,UA,ORD,BZN,41.9796,-87.90446,45.7769,-111.15301
3128,UA,SFO,KOA,37.619,-122.37484,19.73877,-156.04563000000002
3129,EV,IAD,BDL,38.94453,-77.45581,41.93887,-72.68323000000001
3130,US,PHX,FLL,33.43417,-112.00806,26.07258,-80.15275
3131,US,CLT,FLL,35.214009999999995,-80.94313000000001,26.07258,-80.15275
3132,US,PHX,AUS,33.43417,-112.00806,30.19453,-97.66987
3134,US,SAT,CLT,29.533690000000004,-98.46978,35.214009999999995,-80.94313000000001
3135,US,CLT,PIT,35.214009999999995,-80.94313000000001,40.49147,-80.23286999999999
3138,WN,BOI,OAK,43.564440000000005,-116.22278,37.72129,-122.22072
3139,WN,BWI,BHM,39.1754,-76.6682,33.562940000000005,-86.75355
3140,WN,DCA,MKE,38.85208,-77.03772,42.94722,-87.89658
3141,WN,FLL,BUF,26.07258,-80.15275,42.94052,-78.73217
3142,WN,FLL,DAL,26.07258,-80.15275,32.84711,-96.85177
3143,WN,LAS,ELP,36.08036,-115.15233,31.80667,-106.37781
3147,WN,MCO,AUS,28.428890000000003,-81.31603,30.19453,-97.66987
3148,WN,MCO,MKE,28.428890000000003,-81.31603,42.94722,-87.89658
3149,WN,MDW,ABQ,41.78598,-87.75242,35.04022,-106.60918999999998
3150,WN,OAK,BUR,37.72129,-122.22072,34.20062,-118.3585
3160,AA,DFW,TUS,32.89595,-97.0372,32.11608,-110.94103
3164,AA,SJU,DFW,18.43942,-66.00183,32.89595,-97.0372
3168,AS,PDX,DCA,45.58872,-122.5975,38.85208,-77.03772
3170,AA,ORD,PSP,41.9796,-87.90446,33.82922,-116.50625
3173,DL,ATL,AUS,33.640440000000005,-84.42694,30.19453,-97.66987
3175,DL,ATL,JFK,33.640440000000005,-84.42694,40.63975,-73.77893
3178,EV,MSP,EWR,44.88055,-93.21692,40.6925,-74.16866
3179,EV,ATL,LEX,33.640440000000005,-84.42694,38.03697,-84.60539
3180,EV,LGA,SAV,40.77724,-73.87261,32.12758,-81.20214
3182,HA,SJC,HNL,37.36186,-121.92901,21.31869,-157.92241
3185,MQ,FNT,ORD,42.9655,-83.74346,41.9796,-87.90446
3186,MQ,PNS,DFW,30.47331,-87.18744000000001,32.89595,-97.0372
3193,OO,SBN,MSP,41.70895,-86.31846999999999,44.88055,-93.21692
3194,OO,SLC,FCA,40.78839,-111.97777,48.3114,-114.25507
3196,OO,PHX,GJT,33.43417,-112.00806,39.12241,-108.52673
3197,OO,SLC,BTM,40.78839,-111.97777,45.9548,-112.49746
3200,EV,ATL,GSO,33.640440000000005,-84.42694,36.09775,-79.9373
3204,B6,JFK,SYR,40.63975,-73.77893,43.11119,-76.10631
3205,EV,ATL,EVV,33.640440000000005,-84.42694,38.03799,-87.53063
3206,OO,PHX,ABQ,33.43417,-112.00806,35.04022,-106.60918999999998
3207,EV,ATL,XNA,33.640440000000005,-84.42694,36.28187,-94.30681
3209,OO,PHX,TUS,33.43417,-112.00806,32.11608,-110.94103
3210,OO,PHX,DRO,33.43417,-112.00806,37.15152,-107.75377
3211,OO,DEN,JMS,39.85841,-104.667,46.92972,-98.6782
3212,UA,DEN,AUS,39.85841,-104.667,30.19453,-97.66987
3214,UA,DEN,PIT,39.85841,-104.667,40.49147,-80.23286999999999
3216,OO,DEN,MEM,39.85841,-104.667,35.04242,-89.97667
3219,WN,BUR,SJC,34.20062,-118.3585,37.36186,-121.92901
3221,WN,DAY,DEN,39.90238,-84.21938,39.85841,-104.667
3222,WN,DCA,MDW,38.85208,-77.03772,41.78598,-87.75242
3225,WN,MDW,MSY,41.78598,-87.75242,29.99339,-90.25803
3229,WN,PIT,MDW,40.49147,-80.23286999999999,41.78598,-87.75242
3230,WN,PNS,BNA,30.47331,-87.18744000000001,36.12448,-86.67818
3232,WN,ORF,MCO,36.89461,-76.20121999999999,28.428890000000003,-81.31603
3236,US,PHX,MCO,33.43417,-112.00806,28.428890000000003,-81.31603
3237,US,PHX,TPA,33.43417,-112.00806,27.97547,-82.53325
3238,US,PHX,MCI,33.43417,-112.00806,39.29761,-94.71391
3246,AS,ANC,OGG,61.17432,-149.99618999999998,20.89865,-156.43046
3251,DL,IND,DTW,39.71733,-86.29438,42.21206,-83.34884
3253,EV,DEN,LNK,39.85841,-104.667,40.85097,-96.75925
3254,EV,DEN,LFT,39.85841,-104.667,30.20528,-91.98766
3255,EV,SDF,DTW,38.17439,-85.736,42.21206,-83.34884
3256,EV,DEN,ISN,39.85841,-104.667,48.17794,-103.64235
3257,MQ,ORD,DBQ,41.9796,-87.90446,42.40296,-90.70917
3258,MQ,ORD,FAR,41.9796,-87.90446,46.91935,-96.81499
3261,OO,DEN,MKE,39.85841,-104.667,42.94722,-87.89658
3263,OO,DEN,FCA,39.85841,-104.667,48.3114,-114.25507
3264,OO,PHX,ELP,33.43417,-112.00806,31.80667,-106.37781
3266,B6,ORD,JFK,41.9796,-87.90446,40.63975,-73.77893
3267,EV,ATL,CAE,33.640440000000005,-84.42694,33.93884,-81.11954
3268,EV,SYR,IAD,43.11119,-76.10631,38.94453,-77.45581
3271,UA,DEN,BOS,39.85841,-104.667,42.36435,-71.00518000000001
3272,UA,DEN,FLL,39.85841,-104.667,26.07258,-80.15275
3274,OO,DEN,MLI,39.85841,-104.667,41.44853,-90.50754
3279,EV,DEN,SDF,39.85841,-104.667,38.17439,-85.736
3281,US,PHX,BOS,33.43417,-112.00806,42.36435,-71.00518000000001
3283,US,ROC,CLT,43.11887,-77.67238,35.214009999999995,-80.94313000000001
3286,US,PHX,PIT,33.43417,-112.00806,40.49147,-80.23286999999999
3287,US,PHX,OMA,33.43417,-112.00806,41.30252,-95.89417
3290,B6,LGA,RSW,40.77724,-73.87261,26.53617,-81.75516999999999
3292,MQ,LGA,RDU,40.77724,-73.87261,35.87764,-78.78747
3294,OO,SLC,FAR,40.78839,-111.97777,46.91935,-96.81499
3298,US,MIA,MSY,25.79325,-80.29056,29.99339,-90.25803
3300,US,CLT,LGA,35.214009999999995,-80.94313000000001,40.77724,-73.87261
3305,WN,BUF,MCO,42.94052,-78.73217,28.428890000000003,-81.31603
3311,WN,DEN,TUL,39.85841,-104.667,36.19837,-95.88824
3312,WN,ELP,LAX,31.80667,-106.37781,33.94254,-118.40807
3313,WN,ELP,PHX,31.80667,-106.37781,33.43417,-112.00806
3315,WN,LAS,RNO,36.08036,-115.15233,39.49858,-119.76806
3316,WN,LAX,HOU,33.94254,-118.40807,29.64542,-95.27889
3318,WN,TPA,IND,27.97547,-82.53325,39.71733,-86.29438
3319,UA,ORD,SMF,41.9796,-87.90446,38.69542,-121.59077
3331,AA,MIA,TPA,25.79325,-80.29056,27.97547,-82.53325
3332,AA,DFW,PSP,32.89595,-97.0372,33.82922,-116.50625
3334,AS,ANC,OME,61.17432,-149.99618999999998,64.5122,-165.44525
3337,AS,PSP,SEA,33.82922,-116.50625,47.44898,-122.30931
3346,DL,PVD,ATL,41.724,-71.42822,33.640440000000005,-84.42694
3347,DL,BUF,ATL,42.94052,-78.73217,33.640440000000005,-84.42694
3352,EV,LGA,RIC,40.77724,-73.87261,37.50517,-77.31967
3354,EV,GRR,MSP,42.88082,-85.52277,44.88055,-93.21692
3355,EV,LGA,GSP,40.77724,-73.87261,34.89567,-82.21885999999999
3360,MQ,DFW,GUC,32.89595,-97.0372,38.53396,-106.93318
3370,OO,DEN,FAR,39.85841,-104.667,46.91935,-96.81499
3371,OO,DEN,SGF,39.85841,-104.667,37.24433,-93.38686
3373,OO,DEN,ASE,39.85841,-104.667,39.22316,-106.86885
3374,OO,LAX,PSP,33.94254,-118.40807,33.82922,-116.50625
3378,EV,IAH,ISN,29.98047,-95.33972,48.17794,-103.64235
3380,DL,ATL,HSV,33.640440000000005,-84.42694,34.64045,-86.77311
3382,OO,IAH,PSP,29.98047,-95.33972,33.82922,-116.50625
3384,EV,DEN,XNA,39.85841,-104.667,36.28187,-94.30681
3385,EV,DEN,HSV,39.85841,-104.667,34.64045,-86.77311
3390,OO,DEN,FSD,39.85841,-104.667,43.58135,-96.7417
3393,US,CLT,JAX,35.214009999999995,-80.94313000000001,30.49406,-81.68786
3396,WN,BHM,LAS,33.562940000000005,-86.75355,36.08036,-115.15233
3397,WN,CMH,MDW,39.99799,-82.89188,41.78598,-87.75242
3398,WN,DAL,MSY,32.84711,-96.85177,29.99339,-90.25803
3401,WN,MCI,STL,39.29761,-94.71391,38.747690000000006,-90.35999
3402,WN,MCO,MCI,28.428890000000003,-81.31603,39.29761,-94.71391
3405,WN,PHX,LIT,33.43417,-112.00806,34.7294,-92.22425
3406,WN,PHX,RDU,33.43417,-112.00806,35.87764,-78.78747
3407,WN,PHX,SAT,33.43417,-112.00806,29.533690000000004,-98.46978
3408,WN,PHX,SDF,33.43417,-112.00806,38.17439,-85.736
3409,WN,SEA,MKE,47.44898,-122.30931,42.94722,-87.89658
3416,US,PHX,IND,33.43417,-112.00806,39.71733,-86.29438
3418,US,PHX,CMH,33.43417,-112.00806,39.99799,-82.89188
3422,AA,HDN,DFW,40.48118,-107.21766,32.89595,-97.0372
3429,DL,ATL,RDU,33.640440000000005,-84.42694,35.87764,-78.78747
3433,DL,ATL,MTJ,33.640440000000005,-84.42694,38.50887,-107.89383
3435,EV,SBN,DTW,41.70895,-86.31846999999999,42.21206,-83.34884
3436,EV,PIT,ORD,40.49147,-80.23286999999999,41.9796,-87.90446
3442,OO,LAX,SJC,33.94254,-118.40807,37.36186,-121.92901
3444,OO,DEN,MOT,39.85841,-104.667,48.25938,-101.28033
3446,OO,DEN,GRR,39.85841,-104.667,42.88082,-85.52277
3447,DL,ATL,RIC,33.640440000000005,-84.42694,37.50517,-77.31967
3449,DL,ATL,STL,33.640440000000005,-84.42694,38.747690000000006,-90.35999
3452,B6,LGB,JFK,33.81772,-118.15161,40.63975,-73.77893
3453,DL,SLC,SEA,40.78839,-111.97777,47.44898,-122.30931
3455,EV,DEN,MSN,39.85841,-104.667,43.13986,-89.33751
3456,OO,DEN,RAP,39.85841,-104.667,44.04532,-103.05737
3461,OO,BUR,SLC,34.20062,-118.3585,40.78839,-111.97777
3466,WN,BWI,ISP,39.1754,-76.6682,40.79524,-73.10021
3467,WN,BWI,PIT,39.1754,-76.6682,40.49147,-80.23286999999999
3468,WN,BWI,PWM,39.1754,-76.6682,43.64617,-70.30875
3469,WN,BWI,ROC,39.1754,-76.6682,43.11887,-77.67238
3471,WN,DEN,CMH,39.85841,-104.667,39.99799,-82.89188
3472,WN,DEN,IND,39.85841,-104.667,39.71733,-86.29438
3477,WN,LAS,OAK,36.08036,-115.15233,37.72129,-122.22072
3478,WN,LAS,OKC,36.08036,-115.15233,35.39309,-97.60073
3479,WN,MCO,PIT,28.428890000000003,-81.31603,40.49147,-80.23286999999999
3480,WN,MDW,EWR,41.78598,-87.75242,40.6925,-74.16866
3481,WN,OAK,MDW,37.72129,-122.22072,41.78598,-87.75242
3484,WN,SMF,MDW,38.69542,-121.59077,41.78598,-87.75242
3485,WN,TPA,PVD,27.97547,-82.53325,41.724,-71.42822
3486,WN,HOU,IND,29.64542,-95.27889,39.71733,-86.29438
3487,WN,HOU,MSY,29.64542,-95.27889,29.99339,-90.25803
3488,WN,HOU,PIT,29.64542,-95.27889,40.49147,-80.23286999999999
3489,WN,ONT,OAK,34.056,-117.60119,37.72129,-122.22072
3497,AA,ORD,PBI,41.9796,-87.90446,26.68316,-80.09559
3500,AS,SEA,TUS,47.44898,-122.30931,32.11608,-110.94103
3501,AS,SEA,MCI,47.44898,-122.30931,39.29761,-94.71391
3502,AS,SMF,OGG,38.69542,-121.59077,20.89865,-156.43046
3505,DL,ONT,SLC,34.056,-117.60119,40.78839,-111.97777
3508,EV,DFW,MOB,32.89595,-97.0372,30.69142,-88.24283
3510,EV,DFW,GGG,32.89595,-97.0372,32.38486,-94.71171
3511,EV,ORD,BUF,41.9796,-87.90446,42.94052,-78.73217
3513,EV,ORD,CMH,41.9796,-87.90446,39.99799,-82.89188
3514,EV,ORD,SBN,41.9796,-87.90446,41.70895,-86.31846999999999
3516,F9,DEN,CVG,39.85841,-104.667,39.04614,-84.66216999999999
3518,MQ,LSE,ORD,43.87938,-91.25654,41.9796,-87.90446
3520,MQ,GSO,LGA,36.09775,-79.9373,40.77724,-73.87261
3521,OO,LAX,SBA,33.94254,-118.40807,34.42621,-119.84037
3522,OO,MFR,SLC,42.37423,-122.8735,40.78839,-111.97777
3523,OO,ATL,ASE,33.640440000000005,-84.42694,39.22316,-106.86885
3525,OO,DEN,BHM,39.85841,-104.667,33.562940000000005,-86.75355
3526,OO,SFO,MRY,37.619,-122.37484,36.58698,-121.84295
3528,EV,EWR,IAD,40.6925,-74.16866,38.94453,-77.45581
3530,EV,GSO,IAD,36.09775,-79.9373,38.94453,-77.45581
3531,F9,MDT,MCO,40.1935,-76.7634,28.428890000000003,-81.31603
3535,EV,ATL,LFT,33.640440000000005,-84.42694,30.20528,-91.98766
3536,OO,IAH,BFL,29.98047,-95.33972,35.4336,-119.05677
3537,UA,ORD,HNL,41.9796,-87.90446,21.31869,-157.92241
3542,VX,LAX,FLL,33.94254,-118.40807,26.07258,-80.15275
3543,WN,ATL,MKE,33.640440000000005,-84.42694,42.94722,-87.89658
3544,WN,BDL,BWI,41.93887,-72.68323000000001,39.1754,-76.6682
3546,WN,BWI,DAY,39.1754,-76.6682,39.90238,-84.21938
3548,WN,BWI,MHT,39.1754,-76.6682,42.93452,-71.43706
3550,WN,DEN,BNA,39.85841,-104.667,36.12448,-86.67818
3553,WN,DEN,ONT,39.85841,-104.667,34.056,-117.60119
3556,WN,MDW,CMH,41.78598,-87.75242,39.99799,-82.89188
3557,WN,MDW,PVD,41.78598,-87.75242,41.724,-71.42822
3558,WN,MKE,LAX,42.94722,-87.89658,33.94254,-118.40807
3559,WN,PHX,MSY,33.43417,-112.00806,29.99339,-90.25803
3562,WN,STL,HOU,38.747690000000006,-90.35999,29.64542,-95.27889
3563,WN,STL,OKC,38.747690000000006,-90.35999,35.39309,-97.60073
3564,WN,STL,TUL,38.747690000000006,-90.35999,36.19837,-95.88824
3575,AS,SAN,MCO,32.73356,-117.18966,28.428890000000003,-81.31603
3576,AS,SAN,LIH,32.73356,-117.18966,21.97598,-159.33896
3579,B6,BOS,CHS,42.36435,-71.00518000000001,32.89865,-80.04051
3581,DL,OMA,ATL,41.30252,-95.89417,33.640440000000005,-84.42694
3582,DL,ATL,EGE,33.640440000000005,-84.42694,39.64257,-106.9177
3586,DL,ATL,HDN,33.640440000000005,-84.42694,40.48118,-107.21766
3590,EV,DAY,EWR,39.90238,-84.21938,40.6925,-74.16866
3594,EV,IAH,BTR,29.98047,-95.33972,30.53316,-91.14963
3600,MQ,DFW,ROW,32.89595,-97.0372,33.301559999999995,-104.53056
3601,MQ,ORD,BDL,41.9796,-87.90446,41.93887,-72.68323000000001
3602,MQ,VPS,DFW,30.48325,-86.5254,32.89595,-97.0372
3603,MQ,JAN,DFW,32.311170000000004,-90.07589,32.89595,-97.0372
3606,OO,MMH,SFO,37.62405,-118.83777,37.619,-122.37484
3607,EV,IAH,JAN,29.98047,-95.33972,32.311170000000004,-90.07589
3608,OO,DEN,DSM,39.85841,-104.667,41.53493,-93.66068
3612,DL,TLH,ATL,30.39653,-84.35033,33.640440000000005,-84.42694
3616,OO,ORD,MTJ,41.9796,-87.90446,38.50887,-107.89383
3618,UA,IAH,DCA,29.98047,-95.33972,38.85208,-77.03772
3621,EV,ROC,ORD,43.11887,-77.67238,41.9796,-87.90446
3622,EV,IAH,LIT,29.98047,-95.33972,34.7294,-92.22425
3624,UA,IAH,TPA,29.98047,-95.33972,27.97547,-82.53325
3625,B6,FLL,SFO,26.07258,-80.15275,37.619,-122.37484
3626,EV,DCA,CLE,38.85208,-77.03772,41.41089,-81.8494
3627,EV,DEN,SHV,39.85841,-104.667,32.44663,-93.8256
3629,OO,BIL,DEN,45.80766,-108.54286,39.85841,-104.667
3633,EV,MKE,EWR,42.94722,-87.89658,40.6925,-74.16866
3634,OO,SNA,SLC,33.67566,-117.86822,40.78839,-111.97777
3635,UA,ORD,OGG,41.9796,-87.90446,20.89865,-156.43046
3639,US,SAT,PHL,29.533690000000004,-98.46978,39.87195,-75.24114
3641,WN,ATL,SAT,33.640440000000005,-84.42694,29.533690000000004,-98.46978
3642,WN,BNA,BOS,36.12448,-86.67818,42.36435,-71.00518000000001
3643,WN,BNA,MCO,36.12448,-86.67818,28.428890000000003,-81.31603
3646,WN,DAL,ABQ,32.84711,-96.85177,35.04022,-106.60918999999998
3647,WN,FLL,MDW,26.07258,-80.15275,41.78598,-87.75242
3648,WN,LAS,FNT,36.08036,-115.15233,42.9655,-83.74346
3649,WN,LAS,TUS,36.08036,-115.15233,32.11608,-110.94103
3651,WN,MCO,ISP,28.428890000000003,-81.31603,40.79524,-73.10021
3652,WN,OAK,DEN,37.72129,-122.22072,39.85841,-104.667
3657,WN,HOU,FLL,29.64542,-95.27889,26.07258,-80.15275
3658,WN,HOU,TPA,29.64542,-95.27889,27.97547,-82.53325
3659,WN,ONT,SJC,34.056,-117.60119,37.36186,-121.92901
3668,AS,SEA,KOA,47.44898,-122.30931,19.73877,-156.04563000000002
3669,AA,DFW,RNO,32.89595,-97.0372,39.49858,-119.76806
3675,EV,ORD,JAX,41.9796,-87.90446,30.49406,-81.68786
3676,EV,IAH,CVG,29.98047,-95.33972,39.04614,-84.66216999999999
3677,EV,CLE,DTW,41.41089,-81.8494,42.21206,-83.34884
3678,EV,IAH,CHS,29.98047,-95.33972,32.89865,-80.04051
3681,MQ,ACT,DFW,31.611290000000004,-97.23052,32.89595,-97.0372
3684,NK,DFW,RSW,32.89595,-97.0372,26.53617,-81.75516999999999
3688,OO,GRR,DTW,42.88082,-85.52277,42.21206,-83.34884
3693,EV,IAH,TUL,29.98047,-95.33972,36.19837,-95.88824
3694,EV,IAH,GSP,29.98047,-95.33972,34.89567,-82.21885999999999
3695,EV,IAH,HSV,29.98047,-95.33972,34.64045,-86.77311
3696,EV,IAH,RDU,29.98047,-95.33972,35.87764,-78.78747
3703,OO,LAN,DTW,42.7787,-84.58736,42.21206,-83.34884
3706,WN,DAL,SAN,32.84711,-96.85177,32.73356,-117.18966
3707,WN,HOU,ABQ,29.64542,-95.27889,35.04022,-106.60918999999998
3708,WN,LAS,MSY,36.08036,-115.15233,29.99339,-90.25803
3709,WN,LAS,SMF,36.08036,-115.15233,38.69542,-121.59077
3710,WN,LGA,MDW,40.77724,-73.87261,41.78598,-87.75242
3712,WN,SAT,DAL,29.533690000000004,-98.46978,32.84711,-96.85177
3715,AA,DFW,JFK,32.89595,-97.0372,40.63975,-73.77893
3722,AS,JNU,SIT,58.35496,-134.57628,57.04714,-135.3616
3727,DL,ATL,MCI,33.640440000000005,-84.42694,39.29761,-94.71391
3728,EV,ATL,MYR,33.640440000000005,-84.42694,33.67975,-78.92833
3729,EV,IAH,MSY,29.98047,-95.33972,29.99339,-90.25803
3735,MQ,FSM,DFW,35.33659,-94.36744,32.89595,-97.0372
3737,MQ,ORD,ELP,41.9796,-87.90446,31.80667,-106.37781
3739,EV,ATL,GSP,33.640440000000005,-84.42694,34.89567,-82.21885999999999
3740,OO,ORD,CMX,41.9796,-87.90446,47.168420000000005,-88.48906
3741,OO,LAX,SAF,33.94254,-118.40807,35.61678,-106.08814
3745,UA,IAH,FLL,29.98047,-95.33972,26.07258,-80.15275
3749,EV,ATL,GRK,33.640440000000005,-84.42694,31.0649,-97.8278
3750,EV,LNK,ORD,40.85097,-96.75925,41.9796,-87.90446
3751,EV,EWR,IND,40.6925,-74.16866,39.71733,-86.29438
3752,F9,CVG,TTN,39.04614,-84.66216999999999,40.27669,-74.81347
3755,UA,IAH,PHL,29.98047,-95.33972,39.87195,-75.24114
3756,UA,IAH,SJU,29.98047,-95.33972,18.43942,-66.00183
3758,B6,HPN,MCO,41.06696,-73.70756999999999,28.428890000000003,-81.31603
3759,EV,ATL,FAY,33.640440000000005,-84.42694,34.99147,-78.88
3771,WN,BNA,CMH,36.12448,-86.67818,39.99799,-82.89188
3773,WN,BNA,MDW,36.12448,-86.67818,41.78598,-87.75242
3774,WN,BOI,GEG,43.564440000000005,-116.22278,47.61986,-117.53383999999998
3778,WN,LGA,CAK,40.77724,-73.87261,40.91631,-81.44247
3780,WN,MDW,BUF,41.78598,-87.75242,42.94052,-78.73217
3782,WN,MDW,MHT,41.78598,-87.75242,42.93452,-71.43706
3783,WN,ATL,CMH,33.640440000000005,-84.42694,39.99799,-82.89188
3784,WN,SDF,TPA,38.17439,-85.736,27.97547,-82.53325
3788,UA,IAH,RSW,29.98047,-95.33972,26.53617,-81.75516999999999
3789,UA,EWR,EGE,40.6925,-74.16866,39.64257,-106.9177
3791,AA,DFW,OGG,32.89595,-97.0372,20.89865,-156.43046
3803,DL,BOI,MSP,43.564440000000005,-116.22278,44.88055,-93.21692
3805,DL,STL,MSP,38.747690000000006,-90.35999,44.88055,-93.21692
3806,DL,ATL,BHM,33.640440000000005,-84.42694,33.562940000000005,-86.75355
3810,EV,SDF,IAH,38.17439,-85.736,29.98047,-95.33972
3811,HA,SAN,HNL,32.73356,-117.18966,21.31869,-157.92241
3814,MQ,ORD,FSD,41.9796,-87.90446,43.58135,-96.7417
3815,OO,GEG,SLC,47.61986,-117.53383999999998,40.78839,-111.97777
3817,OO,IAH,BZN,29.98047,-95.33972,45.7769,-111.15301
3822,HA,LIH,OGG,21.97598,-159.33896,20.89865,-156.43046
3824,DL,LGA,SRQ,40.77724,-73.87261,27.39533,-82.55411
