Unnamed: 0,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_AIRPORT_LAT,ORIGIN_AIRPORT_LON,DESTINATION_AIRPORT_LAT,DESTINATION_AIRPORT_LON
1157,AA,MIA,MCO,25.79325,-80.29056,28.428890000000003,-81.31603
1158,AA,BDL,DFW,41.93887,-72.68323000000001,32.89595,-97.0372
1160,AS,SEA,JNU,47.44898,-122.30931,58.35496,-134.57628
1162,AS,PDX,KOA,45.58872,-122.5975,19.73877,-156.04563000000002
1163,AS,OAK,OGG,37.72129,-122.22072,20.89865,-156.43046
1167,DL,ATL,SLC,33.640440000000005,-84.42694,40.78839,-111.97777
1168,DL,CVG,TPA,39.04614,-84.66216999999999,27.97547,-82.53325
1169,DL,PDX,SLC,45.58872,-122.5975,40.78839,-111.97777
1170,EV,ORD,RIC,41.9796,-87.90446,37.50517,-77.31967
1171,EV,CLE,MSP,41.41089,-81.8494,44.88055,-93.21692
1172,EV,IAH,DTW,29.98047,-95.33972,42.21206,-83.34884
1173,EV,IAH,CMH,29.98047,-95.33972,39.99799,-82.89188
1176,MQ,LIT,ORD,34.7294,-92.22425,41.9796,-87.90446
1177,MQ,BIS,DFW,46.77411,-100.74672,32.89595,-97.0372
1179,NK,IAH,MCO,29.98047,-95.33972,28.428890000000003,-81.31603
1180,OO,ORF,ORD,36.89461,-76.20121999999999,41.9796,-87.90446
1181,OO,LAX,CLD,33.94254,-118.40807,33.12723,-117.27873
1182,EV,TYS,ORD,35.812490000000004,-83.99286,41.9796,-87.90446
1183,EV,ELP,DEN,31.80667,-106.37781,39.85841,-104.667
1186,AS,JNU,KTN,58.35496,-134.57628,55.35556999999999,-131.71374
1188,UA,HNL,SFO,21.31869,-157.92241,37.619,-122.37484
1189,UA,JAC,DEN,43.60732,-110.73774,39.85841,-104.667
1190,UA,PHX,IAD,33.43417,-112.00806,38.94453,-77.45581
1191,UA,IAH,IAD,29.98047,-95.33972,38.94453,-77.45581
1192,US,ORD,CLT,41.9796,-87.90446,35.214009999999995,-80.94313000000001
1193,WN,BDL,DEN,41.93887,-72.68323000000001,39.85841,-104.667
1194,WN,DEN,CAK,39.85841,-104.667,40.91631,-81.44247
1196,WN,ATL,DAL,33.640440000000005,-84.42694,32.84711,-96.85177
1197,WN,PIT,RSW,40.49147,-80.23286999999999,26.53617,-81.75516999999999
1198,WN,RIC,MCO,37.50517,-77.31967,28.428890000000003,-81.31603
1201,US,CMH,PHX,39.99799,-82.89188,33.43417,-112.00806
1202,US,DTW,PHX,42.21206,-83.34884,33.43417,-112.00806
1203,AA,SJC,ORD,37.36186,-121.92901,41.9796,-87.90446
1204,AA,ABQ,DFW,35.04022,-106.60918999999998,32.89595,-97.0372
1205,AA,PSP,DFW,33.82922,-116.50625,32.89595,-97.0372
1206,AA,TPA,LAX,27.97547,-82.53325,33.94254,-118.40807
1208,AA,BNA,DFW,36.12448,-86.67818,32.89595,-97.0372
1213,DL,FLL,MSP,26.07258,-80.15275,44.88055,-93.21692
1214,DL,IAH,ATL,29.98047,-95.33972,33.640440000000005,-84.42694
1215,DL,ATL,BDL,33.640440000000005,-84.42694,41.93887,-72.68323000000001
1216,EV,RAP,DFW,44.04532,-103.05737,32.89595,-97.0372
1218,EV,MEI,DFW,32.33313,-88.75121,32.89595,-97.0372
1219,F9,CVG,FLL,39.04614,-84.66216999999999,26.07258,-80.15275
1220,MQ,DBQ,ORD,42.40296,-90.70917,41.9796,-87.90446
1222,MQ,GNV,MIA,29.69006,-82.27178,25.79325,-80.29056
1223,NK,DTW,DFW,42.21206,-83.34884,32.89595,-97.0372
1226,OO,BRD,MSP,46.39786,-94.13723,44.88055,-93.21692
1227,OO,SAT,DTW,29.533690000000004,-98.46978,42.21206,-83.34884
1229,UA,MCO,CLE,28.428890000000003,-81.31603,41.41089,-81.8494
1231,UA,IAH,EWR,29.98047,-95.33972,40.6925,-74.16866
1233,EV,IAH,GPT,29.98047,-95.33972,30.40728,-89.07009000000001
1234,EV,DIK,DEN,46.79739,-102.80195,39.85841,-104.667
1236,EV,BTV,LGA,44.473,-73.15031,40.77724,-73.87261
1237,UA,IAH,LAX,29.98047,-95.33972,33.94254,-118.40807
1238,UA,LGA,IAH,40.77724,-73.87261,29.98047,-95.33972
1239,UA,ATL,SFO,33.640440000000005,-84.42694,37.619,-122.37484
1241,B6,LGA,TPA,40.77724,-73.87261,27.97547,-82.53325
1242,OO,BNA,SLC,36.12448,-86.67818,40.78839,-111.97777
1243,US,CLT,PHX,35.214009999999995,-80.94313000000001,33.43417,-112.00806
1247,WN,LAS,BUR,36.08036,-115.15233,34.20062,-118.3585
1248,WN,RDU,LAS,35.87764,-78.78747,36.08036,-115.15233
1250,UA,IAH,DEN,29.98047,-95.33972,39.85841,-104.667
1251,UA,PHL,ORD,39.87195,-75.24114,41.9796,-87.90446
1252,US,STL,PHX,38.747690000000006,-90.35999,33.43417,-112.00806
1254,AA,DCA,DFW,38.85208,-77.03772,32.89595,-97.0372
1258,AA,STL,ORD,38.747690000000006,-90.35999,41.9796,-87.90446
1259,AA,DFW,MCI,32.89595,-97.0372,39.29761,-94.71391
1262,AA,DFW,LAS,32.89595,-97.0372,36.08036,-115.15233
1265,B6,EWR,SJU,40.6925,-74.16866,18.43942,-66.00183
1267,DL,GSO,ATL,36.09775,-79.9373,33.640440000000005,-84.42694
1268,DL,MSP,PIT,44.88055,-93.21692,40.49147,-80.23286999999999
1274,DL,SDF,ATL,38.17439,-85.736,33.640440000000005,-84.42694
1275,DL,DFW,DTW,32.89595,-97.0372,42.21206,-83.34884
1276,DL,BWI,SLC,39.1754,-76.6682,40.78839,-111.97777
1277,DL,CHS,ATL,32.89865,-80.04051,33.640440000000005,-84.42694
1278,DL,DEN,LGA,39.85841,-104.667,40.77724,-73.87261
1279,B6,HPN,RSW,41.06696,-73.70756999999999,26.53617,-81.75516999999999
1281,EV,LBB,IAH,33.66364,-101.82278,29.98047,-95.33972
1282,EV,CAE,ATL,33.93884,-81.11954,33.640440000000005,-84.42694
1283,EV,AVP,ORD,41.33815,-75.72426999999999,41.9796,-87.90446
1288,MQ,SGF,ORD,37.24433,-93.38686,41.9796,-87.90446
1289,MQ,CID,DFW,41.88459,-91.71087,32.89595,-97.0372
1290,MQ,CMI,ORD,40.03925,-88.27806,41.9796,-87.90446
1294,MQ,COU,ORD,38.818090000000005,-92.21963,41.9796,-87.90446
1295,NK,FLL,DFW,26.07258,-80.15275,32.89595,-97.0372
1296,NK,FLL,DTW,26.07258,-80.15275,42.21206,-83.34884
1297,NK,ACY,MCO,39.45758,-74.57717,28.428890000000003,-81.31603
1298,OO,RDM,LAX,44.25407,-121.14996,33.94254,-118.40807
1299,OO,HLN,SLC,46.60682,-111.98275,40.78839,-111.97777
1300,OO,OKC,SLC,35.39309,-97.60073,40.78839,-111.97777
1301,OO,SFO,SMF,37.619,-122.37484,38.69542,-121.59077
1302,OO,MSP,SFO,44.88055,-93.21692,37.619,-122.37484
1303,OO,DFW,SFO,32.89595,-97.0372,37.619,-122.37484
1305,OO,BTM,SLC,45.9548,-112.49746,40.78839,-111.97777
1307,DL,CVG,RSW,39.04614,-84.66216999999999,26.53617,-81.75516999999999
1309,OO,STL,SFO,38.747690000000006,-90.35999,37.619,-122.37484
1310,UA,BOS,DEN,42.36435,-71.00518000000001,39.85841,-104.667
1311,UA,FLL,DEN,26.07258,-80.15275,39.85841,-104.667
1314,UA,CMH,ORD,39.99799,-82.89188,41.9796,-87.90446
1317,US,TPA,MIA,27.97547,-82.53325,25.79325,-80.29056
1318,US,MEM,CLT,35.04242,-89.97667,35.214009999999995,-80.94313000000001
1319,US,PHL,MIA,39.87195,-75.24114,25.79325,-80.29056
1321,WN,ATL,MDW,33.640440000000005,-84.42694,41.78598,-87.75242
1322,WN,ELP,AUS,31.80667,-106.37781,30.19453,-97.66987
1323,WN,EWR,MDW,40.6925,-74.16866,41.78598,-87.75242
1324,WN,ISP,MCO,40.79524,-73.10021,28.428890000000003,-81.31603
1325,WN,MCI,BWI,39.29761,-94.71391,39.1754,-76.6682
1326,WN,MCI,MSY,39.29761,-94.71391,29.99339,-90.25803
1327,WN,MCO,BNA,28.428890000000003,-81.31603,36.12448,-86.67818
1332,UA,LAX,IAD,33.94254,-118.40807,38.94453,-77.45581
1333,AA,MCO,DFW,28.428890000000003,-81.31603,32.89595,-97.0372
1334,AA,LAS,LAX,36.08036,-115.15233,33.94254,-118.40807
1335,AA,DFW,BDL,32.89595,-97.0372,41.93887,-72.68323000000001
1336,AA,PBI,DFW,26.68316,-80.09559,32.89595,-97.0372
1338,AS,SEA,KTN,47.44898,-122.30931,55.35556999999999,-131.71374
1339,AS,JNU,ANC,58.35496,-134.57628,61.17432,-149.99618999999998
1341,B6,TPA,DCA,27.97547,-82.53325,38.85208,-77.03772
1342,B6,BOS,MCO,42.36435,-71.00518000000001,28.428890000000003,-81.31603
1343,DL,MSP,PDX,44.88055,-93.21692,45.58872,-122.5975
1345,AA,RSW,DFW,26.53617,-81.75516999999999,32.89595,-97.0372
1348,EV,IAH,IND,29.98047,-95.33972,39.71733,-86.29438
1350,OO,LAX,SMF,33.94254,-118.40807,38.69542,-121.59077
1356,F9,DEN,PDX,39.85841,-104.667,45.58872,-122.5975
1357,WN,BDL,RSW,41.93887,-72.68323000000001,26.53617,-81.75516999999999
1358,WN,IND,BWI,39.71733,-86.29438,39.1754,-76.6682
1359,WN,LAS,DAL,36.08036,-115.15233,32.84711,-96.85177
1360,WN,LAS,SAT,36.08036,-115.15233,29.533690000000004,-98.46978
1361,WN,LAX,DAL,33.94254,-118.40807,32.84711,-96.85177
1362,WN,MCO,DAL,28.428890000000003,-81.31603,32.84711,-96.85177
1363,WN,MCO,STL,28.428890000000003,-81.31603,38.747690000000006,-90.35999
1364,WN,PHX,HOU,33.43417,-112.00806,29.64542,-95.27889
1367,WN,TUL,DAL,36.19837,-95.88824,32.84711,-96.85177
1370,AA,DFW,SJC,32.89595,-97.0372,37.36186,-121.92901
1372,AA,RDU,ORD,35.87764,-78.78747,41.9796,-87.90446
1375,B6,JFK,RDU,40.63975,-73.77893,35.87764,-78.78747
1377,B6,JFK,IAD,40.63975,-73.77893,38.94453,-77.45581
1378,DL,RSW,MSP,26.53617,-81.75516999999999,44.88055,-93.21692
1381,DL,BWI,ATL,39.1754,-76.6682,33.640440000000005,-84.42694
1382,B6,JFK,SRQ,40.63975,-73.77893,27.39533,-82.55411
1384,F9,TTN,CVG,40.27669,-74.81347,39.04614,-84.66216999999999
1389,MQ,MEM,ORD,35.04242,-89.97667,41.9796,-87.90446
1390,MQ,OKC,ORD,35.39309,-97.60073,41.9796,-87.90446
1393,OO,OKC,SFO,35.39309,-97.60073,37.619,-122.37484
1394,UA,SJU,IAH,18.43942,-66.00183,29.98047,-95.33972
1396,OO,LAX,SAN,33.94254,-118.40807,32.73356,-117.18966
1397,UA,IAD,ORD,38.94453,-77.45581,41.9796,-87.90446
1400,OO,BOI,IAH,43.564440000000005,-116.22278,29.98047,-95.33972
1403,UA,AUS,DEN,30.19453,-97.66987,39.85841,-104.667
1404,EV,ORD,BTV,41.9796,-87.90446,44.473,-73.15031
1405,OO,ORD,DSM,41.9796,-87.90446,41.53493,-93.66068
1407,UA,SFO,IAD,37.619,-122.37484,38.94453,-77.45581
1408,US,BNA,CLT,36.12448,-86.67818,35.214009999999995,-80.94313000000001
1409,US,STL,CLT,38.747690000000006,-90.35999,35.214009999999995,-80.94313000000001
1410,US,AUS,PHL,30.19453,-97.66987,39.87195,-75.24114
1411,US,ATL,PHX,33.640440000000005,-84.42694,33.43417,-112.00806
1412,UA,SAN,IAD,32.73356,-117.18966,38.94453,-77.45581
1413,UA,LGA,DEN,40.77724,-73.87261,39.85841,-104.667
1414,WN,CLT,BWI,35.214009999999995,-80.94313000000001,39.1754,-76.6682
1415,WN,DAL,ATL,32.84711,-96.85177,33.640440000000005,-84.42694
1416,WN,DAL,FLL,32.84711,-96.85177,26.07258,-80.15275
1417,WN,DAL,LAS,32.84711,-96.85177,36.08036,-115.15233
1418,WN,DAL,PHX,32.84711,-96.85177,33.43417,-112.00806
1419,WN,MDW,DEN,41.78598,-87.75242,39.85841,-104.667
1420,WN,MSY,LAS,29.99339,-90.25803,36.08036,-115.15233
1421,WN,PIT,LAS,40.49147,-80.23286999999999,36.08036,-115.15233
1423,WN,STL,MDW,38.747690000000006,-90.35999,41.78598,-87.75242
1427,AA,DFW,IND,32.89595,-97.0372,39.71733,-86.29438
1428,AA,DFW,SEA,32.89595,-97.0372,47.44898,-122.30931
1433,B6,MCO,SJU,28.428890000000003,-81.31603,18.43942,-66.00183
1434,B6,JFK,CHS,40.63975,-73.77893,32.89865,-80.04051
1436,DL,JAX,ATL,30.49406,-81.68786,33.640440000000005,-84.42694
1440,DL,SAV,ATL,32.12758,-81.20214,33.640440000000005,-84.42694
1445,DL,SLC,DTW,40.78839,-111.97777,42.21206,-83.34884
1446,EV,EWR,DAY,40.6925,-74.16866,39.90238,-84.21938
1447,EV,OKC,DTW,35.39309,-97.60073,42.21206,-83.34884
1448,EV,SCE,ORD,40.85121,-77.8463,41.9796,-87.90446
1449,EV,ELM,ORD,42.15991,-76.89144,41.9796,-87.90446
1450,EV,SYR,ORD,43.11119,-76.10631,41.9796,-87.90446
1451,F9,DEN,DCA,39.85841,-104.667,38.85208,-77.03772
1454,OO,DCA,ORD,38.85208,-77.03772,41.9796,-87.90446
1456,OO,ASE,IAH,39.22316,-106.86885,29.98047,-95.33972
1457,OO,COS,ORD,38.80581,-104.70025,41.9796,-87.90446
1459,EV,CLT,IAH,35.214009999999995,-80.94313000000001,29.98047,-95.33972
1460,OO,RKS,SLC,41.59422,-109.06519,40.78839,-111.97777
1462,B6,SJU,STT,18.43942,-66.00183,18.33731,-64.97336
1463,OO,PIH,SLC,42.91131,-112.59586000000002,40.78839,-111.97777
1464,OO,IAH,AUS,29.98047,-95.33972,30.19453,-97.66987
1466,WN,BUF,PHX,42.94052,-78.73217,33.43417,-112.00806
1467,WN,DAL,TUL,32.84711,-96.85177,36.19837,-95.88824
1470,WN,STL,MCO,38.747690000000006,-90.35999,28.428890000000003,-81.31603
1471,UA,PHL,DEN,39.87195,-75.24114,39.85841,-104.667
1473,UA,CLE,TPA,41.41089,-81.8494,27.97547,-82.53325
1474,UA,RSW,ORD,26.53617,-81.75516999999999,41.9796,-87.90446
1480,AA,DFW,DCA,32.89595,-97.0372,38.85208,-77.03772
1481,AS,PDX,BOS,45.58872,-122.5975,42.36435,-71.00518000000001
1483,AS,SEA,BUR,47.44898,-122.30931,34.20062,-118.3585
1484,AS,SLC,SFO,40.78839,-111.97777,37.619,-122.37484
1487,EV,MOB,IAH,30.69142,-88.24283,29.98047,-95.33972
1489,HA,SJC,OGG,37.36186,-121.92901,20.89865,-156.43046
1491,NK,MSP,MCO,44.88055,-93.21692,28.428890000000003,-81.31603
1493,OO,SUN,SLC,43.50484,-114.29659,40.78839,-111.97777
1494,OO,LWS,SLC,46.3745,-117.01539,40.78839,-111.97777
1495,OO,IDA,SLC,43.51456,-112.07017,40.78839,-111.97777
1499,EV,EWR,RDU,40.6925,-74.16866,35.87764,-78.78747
1502,WN,AUS,LAS,30.19453,-97.66987,36.08036,-115.15233
1503,WN,BNA,STL,36.12448,-86.67818,38.747690000000006,-90.35999
1504,WN,BUR,LAS,34.20062,-118.3585,36.08036,-115.15233
1506,WN,BWI,TPA,39.1754,-76.6682,27.97547,-82.53325
1507,WN,FLL,HOU,26.07258,-80.15275,29.64542,-95.27889
1508,WN,GSP,HOU,34.89567,-82.21885999999999,29.64542,-95.27889
1509,WN,LAS,MKE,36.08036,-115.15233,42.94722,-87.89658
1510,WN,MCI,LAS,39.29761,-94.71391,36.08036,-115.15233
1511,WN,PBI,BWI,26.68316,-80.09559,39.1754,-76.6682
1512,UA,DEN,EWR,39.85841,-104.667,40.6925,-74.16866
1514,UA,DEN,SFO,39.85841,-104.667,37.619,-122.37484
1519,AA,DFW,EWR,32.89595,-97.0372,40.6925,-74.16866
1520,B6,JFK,SAV,40.63975,-73.77893,32.12758,-81.20214
1523,DL,STL,SLC,38.747690000000006,-90.35999,40.78839,-111.97777
1525,EV,LIT,IAH,34.7294,-92.22425,29.98047,-95.33972
1529,EV,TUL,IAH,36.19837,-95.88824,29.98047,-95.33972
1532,OO,DEN,COS,39.85841,-104.667,38.80581,-104.70025
1533,OO,DEN,GJT,39.85841,-104.667,39.12241,-108.52673
1534,UA,OKC,IAH,35.39309,-97.60073,29.98047,-95.33972
1536,B6,DCA,PBI,38.85208,-77.03772,26.68316,-80.09559
1537,EV,CAE,ORD,33.93884,-81.11954,41.9796,-87.90446
1538,OO,VEL,SLC,40.4409,-109.50992,40.78839,-111.97777
1539,OO,DEN,BZN,39.85841,-104.667,45.7769,-111.15301
1545,OO,SLC,ORD,40.78839,-111.97777,41.9796,-87.90446
1546,US,LGA,CLT,40.77724,-73.87261,35.214009999999995,-80.94313000000001
1547,UA,EWR,CLE,40.6925,-74.16866,41.41089,-81.8494
1551,OO,DEN,SNA,39.85841,-104.667,33.67566,-117.86822
1552,OO,DEN,PUB,39.85841,-104.667,38.28909,-104.49657
1555,UA,BWI,IAH,39.1754,-76.6682,29.98047,-95.33972
1557,US,PIT,LAX,40.49147,-80.23286999999999,33.94254,-118.40807
1558,US,ALB,CLT,42.74812,-73.80298,35.214009999999995,-80.94313000000001
1560,US,PBI,PHL,26.68316,-80.09559,39.87195,-75.24114
1561,UA,IND,SFO,39.71733,-86.29438,37.619,-122.37484
1562,UA,SAN,SFO,32.73356,-117.18966,37.619,-122.37484
1567,VX,SFO,DCA,37.619,-122.37484,38.85208,-77.03772
1570,WN,DAL,DCA,32.84711,-96.85177,38.85208,-77.03772
1572,WN,LAS,BOI,36.08036,-115.15233,43.564440000000005,-116.22278
1573,WN,LAS,MDW,36.08036,-115.15233,41.78598,-87.75242
1575,WN,MEM,MDW,35.04242,-89.97667,41.78598,-87.75242
1576,WN,MSY,DCA,29.99339,-90.25803,38.85208,-77.03772
1577,WN,ABQ,PHX,35.04022,-106.60918999999998,33.43417,-112.00806
1582,WN,HOU,HRL,29.64542,-95.27889,26.22851,-97.65439
1586,UA,BOS,SFO,42.36435,-71.00518000000001,37.619,-122.37484
1594,AA,JFK,ORD,40.63975,-73.77893,41.9796,-87.90446
1598,AA,JFK,STT,40.63975,-73.77893,18.33731,-64.97336
1600,AA,TUL,ORD,36.19837,-95.88824,41.9796,-87.90446
1601,AA,DFW,HDN,32.89595,-97.0372,40.48118,-107.21766
1602,AA,IAD,LAX,38.94453,-77.45581,33.94254,-118.40807
1603,AA,DFW,MEM,32.89595,-97.0372,35.04242,-89.97667
1604,AA,DFW,RIC,32.89595,-97.0372,37.50517,-77.31967
1605,AA,JAC,DFW,43.60732,-110.73774,32.89595,-97.0372
1606,AA,LAX,MCO,33.94254,-118.40807,28.428890000000003,-81.31603
1610,AS,DCA,SEA,38.85208,-77.03772,47.44898,-122.30931
1612,AS,ORD,SEA,41.9796,-87.90446,47.44898,-122.30931
1613,AS,ANC,JNU,61.17432,-149.99618999999998,58.35496,-134.57628
1622,AS,SEA,GEG,47.44898,-122.30931,47.61986,-117.53383999999998
1623,B6,HPN,FLL,41.06696,-73.70756999999999,26.07258,-80.15275
1625,B6,SFO,BOS,37.619,-122.37484,42.36435,-71.00518000000001
1627,B6,JFK,JAX,40.63975,-73.77893,30.49406,-81.68786
1628,B6,JAX,FLL,30.49406,-81.68786,26.07258,-80.15275
1629,B6,DCA,SJU,38.85208,-77.03772,18.43942,-66.00183
1631,B6,MCO,ORH,28.428890000000003,-81.31603,42.26734,-71.87571
1635,DL,STT,ATL,18.33731,-64.97336,33.640440000000005,-84.42694
1636,DL,OMA,DTW,41.30252,-95.89417,42.21206,-83.34884
1639,DL,SJU,ATL,18.43942,-66.00183,33.640440000000005,-84.42694
1640,DL,TPA,MSP,27.97547,-82.53325,44.88055,-93.21692
1641,DL,ABQ,ATL,35.04022,-106.60918999999998,33.640440000000005,-84.42694
1643,DL,MDW,ATL,41.78598,-87.75242,33.640440000000005,-84.42694
1648,DL,JFK,MSP,40.63975,-73.77893,44.88055,-93.21692
1650,DL,DTW,PBI,42.21206,-83.34884,26.68316,-80.09559
1653,DL,BZN,ATL,45.7769,-111.15301,33.640440000000005,-84.42694
1656,B6,EWR,RSW,40.6925,-74.16866,26.53617,-81.75516999999999
1657,B6,MCO,BUF,28.428890000000003,-81.31603,42.94052,-78.73217
1658,EV,SAV,LGA,32.12758,-81.20214,40.77724,-73.87261
1659,EV,XNA,DEN,36.28187,-94.30681,39.85841,-104.667
1660,EV,EWR,SYR,40.6925,-74.16866,43.11119,-76.10631
1661,EV,BNA,DEN,36.12448,-86.67818,39.85841,-104.667
1662,EV,SAF,DEN,35.61678,-106.08814,39.85841,-104.667
1665,HA,PHX,HNL,33.43417,-112.00806,21.31869,-157.92241
1670,MQ,STL,LGA,38.747690000000006,-90.35999,40.77724,-73.87261
1671,MQ,PIA,ORD,40.66424,-89.69331,41.9796,-87.90446
1676,EV,SAV,IAH,32.12758,-81.20214,29.98047,-95.33972
1677,NK,FLL,ACY,26.07258,-80.15275,39.45758,-74.57717
1681,OO,MCI,SFO,39.29761,-94.71391,37.619,-122.37484
1682,OO,COS,SEA,38.80581,-104.70025,47.44898,-122.30931
1683,OO,SLC,PDX,40.78839,-111.97777,45.58872,-122.5975
1685,OO,ORD,DCA,41.9796,-87.90446,38.85208,-77.03772
1686,OO,COS,SFO,38.80581,-104.70025,37.619,-122.37484
1687,OO,YUM,PHX,32.65658,-114.60597,33.43417,-112.00806
1690,OO,DEN,SAN,39.85841,-104.667,32.73356,-117.18966
1693,UA,IAD,SFO,38.94453,-77.45581,37.619,-122.37484
1694,UA,MCO,ORD,28.428890000000003,-81.31603,41.9796,-87.90446
1696,B6,JFK,CLT,40.63975,-73.77893,35.214009999999995,-80.94313000000001
1697,OO,FCA,DEN,48.3114,-114.25507,39.85841,-104.667
1698,EV,MCI,IAD,39.29761,-94.71391,38.94453,-77.45581
1700,B6,BWI,BOS,39.1754,-76.6682,42.36435,-71.00518000000001
1701,DL,MIA,DTW,25.79325,-80.29056,42.21206,-83.34884
1702,OO,DEN,SAT,39.85841,-104.667,29.533690000000004,-98.46978
1703,OO,LAX,SAT,33.94254,-118.40807,29.533690000000004,-98.46978
1704,US,BDL,CLT,41.93887,-72.68323000000001,35.214009999999995,-80.94313000000001
1707,WN,ATL,HOU,33.640440000000005,-84.42694,29.64542,-95.27889
1710,WN,DAL,STL,32.84711,-96.85177,38.747690000000006,-90.35999
1711,WN,GRR,DEN,42.88082,-85.52277,39.85841,-104.667
1712,WN,MCI,DAL,39.29761,-94.71391,32.84711,-96.85177
1713,WN,MSY,DEN,29.99339,-90.25803,39.85841,-104.667
1715,WN,ROC,MDW,43.11887,-77.67238,41.78598,-87.75242
1717,WN,TPA,HOU,27.97547,-82.53325,29.64542,-95.27889
1718,UA,IAD,DEN,38.94453,-77.45581,39.85841,-104.667
1719,UA,DEN,RSW,39.85841,-104.667,26.53617,-81.75516999999999
1720,UA,SFO,HNL,37.619,-122.37484,21.31869,-157.92241
1721,UA,ORD,LAS,41.9796,-87.90446,36.08036,-115.15233
1723,UA,IAD,TPA,38.94453,-77.45581,27.97547,-82.53325
1725,US,OMA,PHX,41.30252,-95.89417,33.43417,-112.00806
1727,AA,SNA,ORD,33.67566,-117.86822,41.9796,-87.90446
1732,AS,SEA,MCO,47.44898,-122.30931,28.428890000000003,-81.31603
1737,F9,DEN,LAS,39.85841,-104.667,36.08036,-115.15233
1739,MQ,DFW,LBB,32.89595,-97.0372,33.66364,-101.82278
1740,OO,LAX,TUS,33.94254,-118.40807,32.11608,-110.94103
1741,OO,BNA,MSP,36.12448,-86.67818,44.88055,-93.21692
1742,OO,DEN,STL,39.85841,-104.667,38.747690000000006,-90.35999
1744,OO,LAX,JAC,33.94254,-118.40807,43.60732,-110.73774
1745,OO,AVL,ORD,35.43619,-82.54181,41.9796,-87.90446
1746,OO,DEN,BIL,39.85841,-104.667,45.80766,-108.54286
1747,OO,DEN,TUS,39.85841,-104.667,32.11608,-110.94103
1748,OO,SFO,EUG,37.619,-122.37484,44.12326,-123.21869
1749,OO,ORD,ASE,41.9796,-87.90446,39.22316,-106.86885
1751,B6,LGB,SEA,33.81772,-118.15161,47.44898,-122.30931
1752,OO,DTW,DEN,42.21206,-83.34884,39.85841,-104.667
1753,OO,ORD,SAT,41.9796,-87.90446,29.533690000000004,-98.46978
1754,OO,SFO,SNA,37.619,-122.37484,33.67566,-117.86822
1755,OO,LAX,ASE,33.94254,-118.40807,39.22316,-106.86885
1758,EV,HDN,DEN,40.48118,-107.21766,39.85841,-104.667
1761,OO,ORD,TVC,41.9796,-87.90446,44.74144,-85.58224
1762,UA,SMF,IAD,38.69542,-121.59077,38.94453,-77.45581
1763,DL,DTW,JFK,42.21206,-83.34884,40.63975,-73.77893
1764,OO,DEN,MTJ,39.85841,-104.667,38.50887,-107.89383
1766,UA,IAD,SAN,38.94453,-77.45581,32.73356,-117.18966
1767,UA,IAD,SEA,38.94453,-77.45581,47.44898,-122.30931
1769,US,LAX,RDU,33.94254,-118.40807,35.87764,-78.78747
1770,US,SYR,CLT,43.11119,-76.10631,35.214009999999995,-80.94313000000001
1771,US,PWM,CLT,43.64617,-70.30875,35.214009999999995,-80.94313000000001
1772,UA,ORD,SAN,41.9796,-87.90446,32.73356,-117.18966
1774,WN,ATL,PHL,33.640440000000005,-84.42694,39.87195,-75.24114
1775,WN,BDL,MCO,41.93887,-72.68323000000001,28.428890000000003,-81.31603
1776,WN,BWI,STL,39.1754,-76.6682,38.747690000000006,-90.35999
1777,WN,DAL,DEN,32.84711,-96.85177,39.85841,-104.667
1778,WN,DAL,MCO,32.84711,-96.85177,28.428890000000003,-81.31603
1779,WN,ELP,DAL,31.80667,-106.37781,32.84711,-96.85177
1780,WN,ISP,BWI,40.79524,-73.10021,39.1754,-76.6682
1782,WN,SAN,HOU,32.73356,-117.18966,29.64542,-95.27889
1784,UA,IAD,SJU,38.94453,-77.45581,18.43942,-66.00183
1791,B6,BUF,BOS,42.94052,-78.73217,42.36435,-71.00518000000001
1792,B6,FLL,SJU,26.07258,-80.15275,18.43942,-66.00183
1793,DL,DTW,RSW,42.21206,-83.34884,26.53617,-81.75516999999999
1795,DL,JAX,MSP,30.49406,-81.68786,44.88055,-93.21692
1796,DL,ATL,OKC,33.640440000000005,-84.42694,35.39309,-97.60073
1798,DL,ATL,DEN,33.640440000000005,-84.42694,39.85841,-104.667
1799,EV,ORD,CHS,41.9796,-87.90446,32.89865,-80.04051
1800,EV,ROA,ORD,37.32547,-79.97543,41.9796,-87.90446
1802,EV,CHA,ATL,35.035270000000004,-85.20379,33.640440000000005,-84.42694
1804,EV,EYW,ATL,24.55611,-81.75956,33.640440000000005,-84.42694
1807,HA,ITO,OGG,19.72026,-155.04847,20.89865,-156.43046
1808,MQ,BNA,LGA,36.12448,-86.67818,40.77724,-73.87261
1810,MQ,MEM,MIA,35.04242,-89.97667,25.79325,-80.29056
1812,NK,MYR,FLL,33.67975,-78.92833,26.07258,-80.15275
1814,OO,ABQ,SFO,35.04022,-106.60918999999998,37.619,-122.37484
1815,UA,PDX,IAD,45.58872,-122.5975,38.94453,-77.45581
1818,UA,IAD,LAS,38.94453,-77.45581,36.08036,-115.15233
1819,DL,ATL,RSW,33.640440000000005,-84.42694,26.53617,-81.75516999999999
1820,OO,DEN,BOI,39.85841,-104.667,43.564440000000005,-116.22278
1821,OO,ORD,IND,41.9796,-87.90446,39.71733,-86.29438
