ids,ORIGIN_AIRPORT,AIRLINE,FLIGHT_COUNT_ORIGIN,AVERAGE_DEPARTURE_DELAY,parents,parents2,TOTAL_FLIGHTS
105,BHM,WN,4091,8.638230261549744,Airports,Airlines,1138350
106,BIL,DL,981,-0.0479102956167176,Airports,Airlines,794817
107,BIL,EV,79,-4.455696202531645,Airports,Airlines,509621
108,BIL,OO,1142,1.3774080560420314,Airports,Airlines,530182
109,BIL,UA,649,4.6810477657935285,Airports,Airlines,462086
110,BIS,DL,277,-1.415162454873646,Airports,Airlines,794817
111,BIS,EV,139,6.129496402877698,Airports,Airlines,509621
112,BIS,F9,101,5.356435643564357,Airports,Airlines,82005
113,BIS,MQ,637,12.24175824175824,Airports,Airlines,257130
114,BIS,OO,2228,6.381956912028725,Airports,Airlines,530182
115,BJI,OO,664,5.433734939759036,Airports,Airlines,530182
116,BLI,AS,704,-0.4190340909090909,Airports,Airlines,157025
117,BMI,EV,982,8.660896130346233,Airports,Airlines,509621
118,BMI,F9,36,44.77777777777778,Airports,Airlines,82005
119,BMI,MQ,1521,4.252465483234714,Airports,Airlines,257130
120,BMI,OO,81,10.82716049382716,Airports,Airlines,530182
121,BNA,AA,3914,7.8730199284619315,Airports,Airlines,636554
122,BNA,AS,68,3.4705882352941178,Airports,Airlines,157025
123,BNA,DL,4628,7.311581676750216,Airports,Airlines,794817
124,BNA,EV,2948,7.708955223880597,Airports,Airlines,509621
125,BNA,F9,321,7.566978193146418,Airports,Airlines,82005
126,BNA,MQ,3732,13.443461950696678,Airports,Airlines,257130
127,BNA,OO,2920,11.683219178082192,Airports,Airlines,530182
128,BNA,UA,401,12.673316708229429,Airports,Airlines,462086
129,BNA,US,667,3.0464767616191906,Airports,Airlines,194223
130,BNA,WN,26772,10.00799342596743,Airports,Airlines,1138350
131,BOI,AA,357,5.072829131652661,Airports,Airlines,636554
132,BOI,DL,1049,2.1830314585319357,Airports,Airlines,794817
133,BOI,OO,6245,9.760768614891914,Airports,Airlines,530182
134,BOI,UA,551,14.279491833030852,Airports,Airlines,462086
135,BOI,US,393,3.4834605597964376,Airports,Airlines,194223
136,BOI,WN,2929,8.472516217138955,Airports,Airlines,1138350
137,BOS,AA,17176,4.972403353516535,Airports,Airlines,636554
138,BOS,AS,1382,4.29739507959479,Airports,Airlines,157025
139,BOS,B6,37067,9.405077292470391,Airports,Airlines,240304
140,BOS,DL,13897,11.99064546304958,Airports,Airlines,794817
141,BOS,EV,2212,8.505424954792044,Airports,Airlines,509621
142,BOS,NK,2174,15.113615455381783,Airports,Airlines,105059
143,BOS,OO,252,10.226190476190476,Airports,Airlines,530182
144,BOS,UA,11002,14.595164515542628,Airports,Airlines,462086
145,BOS,US,8401,5.0960599928579935,Airports,Airlines,194223
146,BOS,VX,1542,7.114785992217898,Airports,Airlines,55813
147,BOS,WN,9699,12.386328487472936,Airports,Airlines,1138350
148,BPT,EV,488,16.471311475409838,Airports,Airlines,509621
149,BPT,MQ,417,17.664268585131893,Airports,Airlines,257130
150,BQK,EV,869,8.138089758342923,Airports,Airlines,509621
151,BQN,B6,883,5.780294450736127,Airports,Airlines,240304
152,BQN,NK,161,11.099378881987578,Airports,Airlines,105059
153,BQN,UA,287,33.393728222996515,Airports,Airlines,462086
154,BRD,OO,582,-0.0652920962199312,Airports,Airlines,530182
155,BRO,EV,2114,4.475875118259224,Airports,Airlines,509621
156,BRO,MQ,92,18.90217391304348,Airports,Airlines,257130
157,BRO,OO,52,-3.173076923076923,Airports,Airlines,530182
158,BRW,AS,822,1.186131386861314,Airports,Airlines,157025
159,BTM,OO,647,0.6553323029366306,Airports,Airlines,530182
160,BTR,DL,314,9.337579617834397,Airports,Airlines,794817
161,BTR,EV,6146,10.98877318581191,Airports,Airlines,509621
162,BTR,MQ,507,10.435897435897436,Airports,Airlines,257130
163,BTR,OO,14,23.5,Airports,Airlines,530182
164,BTR,UA,2,56.0,Airports,Airlines,462086
165,BTV,B6,996,7.85140562248996,Airports,Airlines,240304
166,BTV,DL,89,1.5730337078651686,Airports,Airlines,794817
167,BTV,EV,1698,11.18080094228504,Airports,Airlines,509621
168,BTV,UA,101,4.297029702970297,Airports,Airlines,462086
169,BUF,AA,537,2.620111731843576,Airports,Airlines,636554
170,BUF,B6,4011,6.306158065320369,Airports,Airlines,240304
171,BUF,DL,2376,5.324074074074074,Airports,Airlines,794817
172,BUF,EV,1606,8.420921544209216,Airports,Airlines,509621
173,BUF,MQ,929,7.953713670613563,Airports,Airlines,257130
174,BUF,OO,114,9.833333333333334,Airports,Airlines,530182
175,BUF,UA,503,15.003976143141154,Airports,Airlines,462086
176,BUF,US,653,4.055130168453292,Airports,Airlines,194223
177,BUF,WN,5747,7.8654950408909,Airports,Airlines,1138350
178,BUR,AS,1009,-3.284440039643211,Airports,Airlines,157025
179,BUR,B6,302,15.0,Airports,Airlines,240304
180,BUR,OO,3962,6.180716809692075,Airports,Airlines,530182
181,BUR,WN,13254,6.418137920627735,Airports,Airlines,1138350
182,BWI,AA,4056,9.23570019723866,Airports,Airlines,636554
183,BWI,AS,412,7.327669902912621,Airports,Airlines,157025
184,BWI,B6,1734,3.949826989619377,Airports,Airlines,240304
185,BWI,DL,6465,8.701005413766435,Airports,Airlines,794817
186,BWI,EV,340,7.08235294117647,Airports,Airlines,509621
187,BWI,MQ,1043,17.20613614573346,Airports,Airlines,257130
188,BWI,NK,2768,18.90534682080925,Airports,Airlines,105059
189,BWI,OO,1,156.0,Airports,Airlines,530182
190,BWI,UA,2955,12.582402707275804,Airports,Airlines,462086
191,BWI,US,1864,5.708154506437769,Airports,Airlines,194223
192,BWI,WN,62691,14.253529214719816,Airports,Airlines,1138350
193,BZN,DL,1078,4.924860853432282,Airports,Airlines,794817
194,BZN,F9,189,-0.3068783068783068,Airports,Airlines,82005
195,BZN,OO,1613,3.5809051456912586,Airports,Airlines,530182
196,BZN,UA,677,14.726735598227474,Airports,Airlines,462086
197,CAE,DL,1010,4.527722772277228,Airports,Airlines,794817
198,CAE,EV,3821,11.127191834598271,Airports,Airlines,509621
199,CAE,MQ,162,16.203703703703702,Airports,Airlines,257130
200,CAE,OO,33,25.57575757575757,Airports,Airlines,530182
201,CAK,DL,1334,5.813343328335832,Airports,Airlines,794817
202,CAK,EV,1485,5.114478114478114,Airports,Airlines,509621
203,CAK,OO,44,8.681818181818182,Airports,Airlines,530182
204,CAK,WN,3111,6.512696882031501,Airports,Airlines,1138350
205,CDC,OO,572,3.1625874125874125,Airports,Airlines,530182
206,CDV,AS,652,-3.26840490797546,Airports,Airlines,157025
207,CEC,OO,173,17.184971098265898,Airports,Airlines,530182
208,CHA,DL,774,5.332041343669251,Airports,Airlines,794817
209,CHA,EV,2645,8.412476370510397,Airports,Airlines,509621
210,CHA,MQ,637,10.210361067503923,Airports,Airlines,257130
211,CHA,OO,69,6.159420289855072,Airports,Airlines,530182
212,CHO,DL,320,1.028125,Airports,Airlines,794817
213,CHO,EV,559,8.500894454382827,Airports,Airlines,509621
214,CHO,MQ,233,16.098712446351932,Airports,Airlines,257130
215,CHO,OO,980,17.727551020408164,Airports,Airlines,530182
216,CHS,AA,141,-1.2907801418439715,Airports,Airlines,636554
217,CHS,AS,26,-1.9230769230769231,Airports,Airlines,157025
218,CHS,B6,1762,11.427922814982974,Airports,Airlines,240304
219,CHS,DL,3581,5.02904216699246,Airports,Airlines,794817
220,CHS,EV,2585,10.018181818181818,Airports,Airlines,509621
221,CHS,MQ,485,10.690721649484535,Airports,Airlines,257130
222,CHS,OO,561,15.105169340463458,Airports,Airlines,530182
223,CHS,UA,3,1.3333333333333333,Airports,Airlines,462086
224,CHS,US,64,2.015625,Airports,Airlines,194223
225,CHS,WN,2340,8.261965811965812,Airports,Airlines,1138350
226,CID,EV,1890,7.8693121693121695,Airports,Airlines,509621
227,CID,F9,101,8.554455445544555,Airports,Airlines,82005
228,CID,MQ,2572,11.076594090202176,Airports,Airlines,257130
229,CID,OO,2025,9.899753086419754,Airports,Airlines,530182
230,CIU,OO,596,10.692953020134228,Airports,Airlines,530182
231,CLD,OO,628,5.353503184713376,Airports,Airlines,530182
232,CLE,AA,1762,7.447219069239501,Airports,Airlines,636554
233,CLE,B6,627,3.6443381180223287,Airports,Airlines,240304
234,CLE,DL,2273,4.304443466783986,Airports,Airlines,794817
235,CLE,EV,9942,6.25819754576544,Airports,Airlines,509621
236,CLE,F9,2980,18.129194630872483,Airports,Airlines,82005
237,CLE,MQ,1868,11.591006423982869,Airports,Airlines,257130
238,CLE,NK,2122,13.398680490103676,Airports,Airlines,105059
239,CLE,OO,457,10.369803063457333,Airports,Airlines,530182
240,CLE,UA,6461,9.444203683640303,Airports,Airlines,462086
241,CLE,US,910,-0.2505494505494505,Airports,Airlines,194223
242,CLE,WN,4363,6.448086179234472,Airports,Airlines,1138350
243,CLL,EV,692,1.75,Airports,Airlines,509621
244,CLL,MQ,1508,3.343501326259947,Airports,Airlines,257130
245,CLT,AA,41447,8.695176973001665,Airports,Airlines,636554
246,CLT,B6,1240,12.612096774193548,Airports,Airlines,240304
247,CLT,DL,5974,6.295614328757951,Airports,Airlines,794817
248,CLT,EV,3297,11.866545344252351,Airports,Airlines,509621
249,CLT,F9,551,12.433756805807622,Airports,Airlines,82005
250,CLT,MQ,114,10.973684210526317,Airports,Airlines,257130
251,CLT,OO,708,20.0225988700565,Airports,Airlines,530182
252,CLT,UA,269,14.070631970260225,Airports,Airlines,462086
253,CLT,US,43705,7.567234870152157,Airports,Airlines,194223
254,CLT,WN,1747,11.764167143674872,Airports,Airlines,1138350
255,CMH,AA,1871,6.810796365579904,Airports,Airlines,636554
256,CMH,DL,3026,5.854923992068738,Airports,Airlines,794817
257,CMH,EV,2374,10.778011794439765,Airports,Airlines,509621
258,CMH,MQ,4349,13.835824327431594,Airports,Airlines,257130
259,CMH,OO,874,11.996567505720824,Airports,Airlines,530182
260,CMH,UA,691,13.9232995658466,Airports,Airlines,462086
261,CMH,US,491,5.291242362525458,Airports,Airlines,194223
262,CMH,WN,9881,8.581418884728267,Airports,Airlines,1138350
263,CMI,MQ,1994,7.506519558676028,Airports,Airlines,257130
264,CMX,OO,619,6.55735056542811,Airports,Airlines,530182
265,CNY,OO,205,-6.058536585365854,Airports,Airlines,530182
266,COD,OO,651,7.204301075268817,Airports,Airlines,530182
267,COS,AA,1052,7.054182509505703,Airports,Airlines,636554
268,COS,DL,305,7.527868852459016,Airports,Airlines,794817
269,COS,EV,495,7.109090909090909,Airports,Airlines,509621
270,COS,OO,4893,9.984671980380137,Airports,Airlines,530182
271,COU,MQ,1241,14.667203867848508,Airports,Airlines,257130
272,CPR,OO,1744,0.9696100917431192,Airports,Airlines,530182
273,CRP,EV,2558,7.650508209538702,Airports,Airlines,509621
274,CRP,MQ,729,8.001371742112482,Airports,Airlines,257130
275,CRP,OO,194,5.206185567010309,Airports,Airlines,530182
276,CRP,WN,1235,7.880161943319838,Airports,Airlines,1138350
277,CRW,DL,314,6.273885350318471,Airports,Airlines,794817
278,CRW,EV,1898,12.369336143308749,Airports,Airlines,509621
279,CRW,NK,64,7.859375,Airports,Airlines,105059
280,CRW,OO,39,14.076923076923077,Airports,Airlines,530182
281,CSG,EV,1060,5.574528301886793,Airports,Airlines,509621
282,CVG,DL,5791,4.871697461578311,Airports,Airlines,794817
283,CVG,EV,2996,8.83177570093458,Airports,Airlines,509621
284,CVG,F9,2017,16.792265741199802,Airports,Airlines,82005
285,CVG,MQ,4630,9.602159827213825,Airports,Airlines,257130
286,CVG,OO,4030,11.786848635235732,Airports,Airlines,530182
287,CVG,UA,3,302.3333333333333,Airports,Airlines,462086
288,CWA,EV,597,6.291457286432161,Airports,Airlines,509621
289,CWA,MQ,704,5.224431818181818,Airports,Airlines,257130
290,CWA,OO,60,4.85,Airports,Airlines,530182
291,DAB,DL,1479,5.295469912102772,Airports,Airlines,794817
292,DAB,EV,2,36.5,Airports,Airlines,509621
293,DAB,US,5,0.0,Airports,Airlines,194223
294,DAL,DL,1415,6.662190812720848,Airports,Airlines,794817
295,DAL,EV,518,5.301158301158301,Airports,Airlines,509621
296,DAL,OO,5,27.0,Airports,Airlines,530182
297,DAL,VX,4962,10.822450624748086,Airports,Airlines,55813
298,DAL,WN,51772,12.251371397666691,Airports,Airlines,1138350
299,DAY,AA,904,5.332964601769912,Airports,Airlines,636554
300,DAY,DL,1306,7.053598774885145,Airports,Airlines,794817
301,DAY,EV,1713,8.952714535901926,Airports,Airlines,509621
302,DAY,MQ,1549,8.039380245319562,Airports,Airlines,257130
303,DAY,OO,1424,7.377808988764045,Airports,Airlines,530182
304,DAY,WN,1466,7.070259208731241,Airports,Airlines,1138350
305,DBQ,MQ,869,4.855005753739931,Airports,Airlines,257130
306,DCA,AA,17431,7.754976765532672,Airports,Airlines,636554
307,DCA,AS,1321,0.9053747161241484,Airports,Airlines,157025
308,DCA,B6,9350,7.510909090909091,Airports,Airlines,240304
309,DCA,DL,8495,9.26745144202472,Airports,Airlines,794817
310,DCA,EV,2789,7.529939046253137,Airports,Airlines,509621
311,DCA,F9,982,6.067209775967413,Airports,Airlines,82005
312,DCA,MQ,643,21.472783825816485,Airports,Airlines,257130
313,DCA,OO,1453,12.24776324845148,Airports,Airlines,530182
314,DCA,UA,4504,13.248445825932505,Airports,Airlines,462086
315,DCA,US,9656,5.991507870753935,Airports,Airlines,194223
316,DCA,VX,1213,6.244023083264633,Airports,Airlines,55813
317,DCA,WN,13742,7.224567020812109,Airports,Airlines,1138350
318,DEN,AA,6963,10.43889128249318,Airports,Airlines,636554
319,DEN,AS,1586,1.8203026481715008,Airports,Airlines,157025
320,DEN,B6,942,15.085987261146498,Airports,Airlines,240304
321,DEN,DL,7031,8.17664628075665,Airports,Airlines,794817
322,DEN,EV,5347,11.13278473910604,Airports,Airlines,509621
323,DEN,F9,21082,9.172279669860544,Airports,Airlines,82005
324,DEN,NK,3608,16.628325942350333,Airports,Airlines,105059
325,DEN,OO,43760,10.18274680073126,Airports,Airlines,530182
326,DEN,UA,45637,15.13789249950698,Airports,Airlines,462086
327,DEN,US,2301,4.974793568013907,Airports,Airlines,194223
328,DEN,WN,55145,12.072517907335207,Airports,Airlines,1138350
329,DFW,AA,131159,11.3207176022995,Airports,Airlines,636554
330,DFW,AS,1338,2.279521674140508,Airports,Airlines,157025
331,DFW,B6,576,14.65972222222222,Airports,Airlines,240304
332,DFW,DL,5061,9.673384706579728,Airports,Airlines,794817
333,DFW,EV,23316,14.09551381025905,Airports,Airlines,509621
334,DFW,F9,1282,12.342433697347897,Airports,Airlines,82005
335,DFW,MQ,51049,10.320221747732573,Airports,Airlines,257130
336,DFW,NK,8379,13.578469984485022,Airports,Airlines,105059
337,DFW,OO,4024,14.362326043737577,Airports,Airlines,530182
338,DFW,UA,3448,14.33816705336427,Airports,Airlines,462086
339,DFW,US,3015,5.9893864013267,Airports,Airlines,194223
340,DHN,EV,1243,7.762670957361223,Airports,Airlines,509621
341,DIK,EV,329,6.270516717325228,Airports,Airlines,509621
342,DIK,OO,589,-1.5568760611205432,Airports,Airlines,530182
343,DLG,AS,77,0.5584415584415584,Airports,Airlines,157025
344,DLH,DL,199,6.251256281407035,Airports,Airlines,794817
345,DLH,OO,1467,8.674846625766872,Airports,Airlines,530182
346,DRO,EV,83,4.614457831325301,Airports,Airlines,509621
347,DRO,MQ,781,10.441741357234315,Airports,Airlines,257130
348,DRO,OO,1155,3.811255411255411,Airports,Airlines,530182
349,DSM,AA,789,7.936628643852979,Airports,Airlines,636554
350,DSM,DL,928,8.451508620689655,Airports,Airlines,794817
351,DSM,EV,1211,12.071841453344344,Airports,Airlines,509621
352,DSM,F9,173,6.127167630057803,Airports,Airlines,82005
353,DSM,MQ,2022,11.475272007912958,Airports,Airlines,257130
354,DSM,OO,1336,10.511976047904191,Airports,Airlines,530182
355,DSM,UA,684,14.318713450292398,Airports,Airlines,462086
356,DSM,US,1,0.0,Airports,Airlines,194223
357,DSM,WN,957,6.698014629049112,Airports,Airlines,1138350
358,DTW,AA,3974,7.606190236537493,Airports,Airlines,636554
359,DTW,AS,335,2.005970149253731,Airports,Airlines,157025
360,DTW,B6,1172,4.19283276450512,Airports,Airlines,240304
361,DTW,DL,50297,8.120862079249259,Airports,Airlines,794817
362,DTW,EV,22417,9.071686666369274,Airports,Airlines,509621
363,DTW,F9,639,9.300469483568076,Airports,Airlines,82005
364,DTW,MQ,2143,16.406439570695287,Airports,Airlines,257130
365,DTW,NK,7169,16.675408006695495,Airports,Airlines,105059
366,DTW,OO,10218,8.914758269720101,Airports,Airlines,530182
367,DTW,UA,933,13.968917470525188,Airports,Airlines,462086
368,DTW,US,1539,4.152696556205328,Airports,Airlines,194223
369,DTW,WN,6156,8.77956465237167,Airports,Airlines,1138350
370,DVL,OO,466,3.160944206008584,Airports,Airlines,530182
371,EAU,OO,634,8.82807570977918,Airports,Airlines,530182
372,ECP,DL,1876,6.97228144989339,Airports,Airlines,794817
373,ECP,EV,663,4.3544494720965305,Airports,Airlines,509621
374,ECP,WN,1600,5.15375,Airports,Airlines,1138350
375,EGE,AA,850,15.34470588235294,Airports,Airlines,636554
376,EGE,DL,101,11.94059405940594,Airports,Airlines,794817
377,EGE,UA,247,19.214574898785425,Airports,Airlines,462086
378,EKO,OO,517,-3.771760154738878,Airports,Airlines,530182
379,ELM,EV,2007,6.348281016442451,Airports,Airlines,509621
380,ELP,AA,1330,8.306766917293233,Airports,Airlines,636554
381,ELP,DL,695,6.870503597122302,Airports,Airlines,794817
382,ELP,EV,1514,3.3989431968295905,Airports,Airlines,509621
383,ELP,MQ,549,16.183970856102004,Airports,Airlines,257130
384,ELP,OO,1405,4.0711743772242,Airports,Airlines,530182
385,ELP,WN,6313,8.821162680183749,Airports,Airlines,1138350
386,ERI,EV,708,7.919491525423729,Airports,Airlines,509621
387,ESC,OO,554,7.256317689530686,Airports,Airlines,530182
388,EUG,OO,3558,7.183249016301293,Airports,Airlines,530182
389,EVV,DL,354,6.014124293785311,Airports,Airlines,794817
390,EVV,EV,1806,7.444075304540421,Airports,Airlines,509621
391,EVV,MQ,1501,8.032644903397735,Airports,Airlines,257130
392,EVV,OO,46,10.847826086956522,Airports,Airlines,530182
393,EWN,EV,565,5.330973451327433,Airports,Airlines,509621
394,EWR,AA,5267,8.168976647047655,Airports,Airlines,636554
395,EWR,AS,651,2.7219662058371736,Airports,Airlines,157025
396,EWR,B6,6215,11.119710378117457,Airports,Airlines,240304
397,EWR,DL,4942,10.621813031161471,Airports,Airlines,794817
398,EWR,EV,29675,9.559191238416176,Airports,Airlines,509621
399,EWR,MQ,359,16.54874651810585,Airports,Airlines,257130
400,EWR,OO,2,299.5,Airports,Airlines,530182
401,EWR,UA,42164,18.58189450716251,Airports,Airlines,462086
402,EWR,US,2013,5.180824639841033,Airports,Airlines,194223
403,EWR,VX,1800,7.293333333333333,Airports,Airlines,55813
404,EWR,WN,5253,13.125452122596611,Airports,Airlines,1138350
405,EYW,DL,983,4.90233977619532,Airports,Airlines,794817
406,EYW,EV,422,10.919431279620854,Airports,Airlines,509621
407,EYW,MQ,535,6.803738317757009,Airports,Airlines,257130
408,FAI,AS,1866,0.4469453376205787,Airports,Airlines,157025
409,FAI,DL,230,10.743478260869566,Airports,Airlines,794817
410,FAI,UA,73,54.98630136986301,Airports,Airlines,462086
411,FAR,DL,712,4.686797752808989,Airports,Airlines,794817
412,FAR,EV,1310,10.722900763358778,Airports,Airlines,509621
413,FAR,F9,54,28.185185185185187,Airports,Airlines,82005
414,FAR,MQ,1269,6.56107171000788,Airports,Airlines,257130
415,FAR,OO,2221,5.341737955875732,Airports,Airlines,530182
416,FAT,AA,605,17.568595041322315,Airports,Airlines,636554
417,FAT,F9,2,19.0,Airports,Airlines,82005
418,FAT,OO,6317,9.288111445306315,Airports,Airlines,530182
419,FAY,DL,470,6.506382978723404,Airports,Airlines,794817
420,FAY,EV,1142,10.875656742556918,Airports,Airlines,509621
421,FCA,DL,291,2.206185567010309,Airports,Airlines,794817
422,FCA,OO,1705,1.3149560117302053,Airports,Airlines,530182
423,FLG,OO,1610,4.045962732919255,Airports,Airlines,530182
424,FLL,AA,5232,5.381498470948012,Airports,Airlines,636554
425,FLL,AS,333,7.948948948948949,Airports,Airlines,157025
426,FLL,B6,17682,14.823379708177807,Airports,Airlines,240304
427,FLL,DL,10473,7.154301537286355,Airports,Airlines,794817
428,FLL,F9,693,21.571428571428573,Airports,Airlines,82005
429,FLL,NK,11374,13.512132934763496,Airports,Airlines,105059
430,FLL,UA,5067,9.11880797315966,Airports,Airlines,462086
431,FLL,US,3074,5.01854261548471,Airports,Airlines,194223
432,FLL,VX,1227,9.972290138549308,Airports,Airlines,55813
433,FLL,WN,17425,9.193974175035867,Airports,Airlines,1138350
434,FNT,DL,924,3.103896103896104,Airports,Airlines,794817
435,FNT,EV,895,5.081564245810056,Airports,Airlines,509621
436,FNT,MQ,902,4.761640798226164,Airports,Airlines,257130
437,FNT,OO,437,2.17162471395881,Airports,Airlines,530182
438,FNT,WN,1471,5.0931339225017,Airports,Airlines,1138350
439,FSD,DL,425,2.2494117647058824,Airports,Airlines,794817
440,FSD,EV,1719,9.159394997091333,Airports,Airlines,509621
441,FSD,F9,168,20.08333333333333,Airports,Airlines,82005
442,FSD,MQ,866,10.747113163972289,Airports,Airlines,257130
443,FSD,OO,1975,9.780759493670883,Airports,Airlines,530182
444,FSD,UA,4,-1.25,Airports,Airlines,462086
445,FSM,EV,1399,7.273052180128663,Airports,Airlines,509621
446,FSM,MQ,511,5.542074363992172,Airports,Airlines,257130
447,FWA,EV,325,7.990769230769231,Airports,Airlines,509621
448,FWA,MQ,1810,8.109944751381216,Airports,Airlines,257130
449,FWA,OO,2944,10.468070652173912,Airports,Airlines,530182
450,GCC,OO,982,1.4338085539714869,Airports,Airlines,530182
451,GCK,EV,25,26.52,Airports,Airlines,509621
452,GCK,MQ,612,5.2140522875817,Airports,Airlines,257130
453,GEG,AA,262,-1.3396946564885497,Airports,Airlines,636554
454,GEG,AS,1528,2.6714659685863875,Airports,Airlines,157025
455,GEG,DL,1440,6.653472222222222,Airports,Airlines,794817
456,GEG,F9,5,44.0,Airports,Airlines,82005
457,GEG,OO,2376,4.216329966329966,Airports,Airlines,530182
458,GEG,UA,612,7.88562091503268,Airports,Airlines,462086
459,GEG,US,322,-2.2639751552795038,Airports,Airlines,194223
460,GEG,WN,2895,6.540241796200346,Airports,Airlines,1138350
461,GFK,OO,714,3.03781512605042,Airports,Airlines,530182
462,GGG,EV,147,16.5578231292517,Airports,Airlines,509621
463,GGG,MQ,466,5.491416309012876,Airports,Airlines,257130
464,GJT,EV,334,3.808383233532934,Airports,Airlines,509621
465,GJT,MQ,817,7.15422276621787,Airports,Airlines,257130
466,GJT,OO,1971,0.4429223744292237,Airports,Airlines,530182
467,GNV,DL,271,3.730627306273063,Airports,Airlines,794817
468,GNV,EV,1795,9.667409470752087,Airports,Airlines,509621
469,GNV,MQ,569,7.597539543057996,Airports,Airlines,257130
470,GPT,DL,1127,3.890860692102928,Airports,Airlines,794817
471,GPT,EV,1974,4.120060790273556,Airports,Airlines,509621
472,GPT,MQ,413,8.595641646489105,Airports,Airlines,257130
473,GRB,DL,616,2.139610389610389,Airports,Airlines,794817
474,GRB,EV,1724,4.1757540603248255,Airports,Airlines,509621
475,GRB,MQ,1219,4.737489745693191,Airports,Airlines,257130
476,GRB,OO,1161,5.9181739879414295,Airports,Airlines,530182
477,GRI,MQ,607,4.782537067545305,Airports,Airlines,257130
478,GRK,EV,2517,7.651569328565753,Airports,Airlines,509621
479,GRK,MQ,1352,3.6131656804733727,Airports,Airlines,257130
480,GRR,DL,2818,3.97374024130589,Airports,Airlines,794817
481,GRR,EV,1639,7.226357535082367,Airports,Airlines,509621
482,GRR,MQ,2594,10.724749421742482,Airports,Airlines,257130
483,GRR,OO,1123,7.936776491540517,Airports,Airlines,530182
484,GRR,UA,536,14.173507462686567,Airports,Airlines,462086
485,GRR,WN,1831,7.040961223375205,Airports,Airlines,1138350
486,GSO,AA,141,-0.1276595744680851,Airports,Airlines,636554
487,GSO,DL,1890,5.386772486772487,Airports,Airlines,794817
488,GSO,EV,3127,11.885833066837224,Airports,Airlines,509621
489,GSO,F9,132,9.780303030303031,Airports,Airlines,82005
490,GSO,MQ,1168,12.531678082191782,Airports,Airlines,257130
491,GSO,OO,3,26.33333333333333,Airports,Airlines,530182
492,GSO,US,1,1.0,Airports,Airlines,194223
493,GSP,DL,1672,5.816985645933015,Airports,Airlines,794817
494,GSP,EV,2927,6.541851725316024,Airports,Airlines,509621
495,GSP,MQ,462,8.203463203463203,Airports,Airlines,257130
496,GSP,OO,22,1.2727272727272727,Airports,Airlines,530182
497,GSP,WN,1297,9.729375481881265,Airports,Airlines,1138350
498,GST,AS,76,17.17105263157895,Airports,Airlines,157025
499,GTF,OO,1944,0.9969135802469136,Airports,Airlines,530182
500,GTR,EV,912,7.290570175438597,Airports,Airlines,509621
501,GUC,AA,113,5.814159292035399,Airports,Airlines,636554
502,GUC,EV,156,7.416666666666667,Airports,Airlines,509621
503,GUC,MQ,8,21.5,Airports,Airlines,257130
504,GUC,OO,171,14.64327485380117,Airports,Airlines,530182
505,GUC,UA,24,13.875,Airports,Airlines,462086
506,GUM,UA,331,16.483383685800604,Airports,Airlines,462086
507,HDN,AA,132,6.0227272727272725,Airports,Airlines,636554
508,HDN,DL,95,12.589473684210526,Airports,Airlines,794817
509,HDN,EV,72,5.444444444444445,Airports,Airlines,509621
510,HDN,OO,236,13.741525423728811,Airports,Airlines,530182
511,HDN,UA,151,14.324503311258278,Airports,Airlines,462086
512,HIB,OO,878,1.2927107061503418,Airports,Airlines,530182
513,HLN,OO,1419,0.7829457364341085,Airports,Airlines,530182
514,HNL,AA,2379,12.730138713745273,Airports,Airlines,636554
515,HNL,AS,2342,2.783945345858241,Airports,Airlines,157025
516,HNL,DL,2750,8.078545454545454,Airports,Airlines,794817
517,HNL,HA,30130,-0.1589445735147693,Airports,Airlines,69815
518,HNL,UA,4869,11.450605873896077,Airports,Airlines,462086
519,HNL,US,417,4.808153477218226,Airports,Airlines,194223
520,HNL,VX,59,12.35593220338983,Airports,Airlines,55813
521,HOB,EV,547,5.3528336380255945,Airports,Airlines,509621
522,HOU,AA,160,4.50625,Airports,Airlines,636554
523,HOU,B6,654,18.665137614678898,Airports,Airlines,240304
524,HOU,DL,1692,6.4763593380614655,Airports,Airlines,794817
525,HOU,EV,598,16.118729096989966,Airports,Airlines,509621
526,HOU,MQ,1170,12.0,Airports,Airlines,257130
527,HOU,WN,46858,12.166545733919502,Airports,Airlines,1138350
528,HPN,B6,3519,10.760443307757884,Airports,Airlines,240304
529,HPN,EV,2727,13.84048404840484,Airports,Airlines,509621
530,HPN,MQ,886,12.520316027088036,Airports,Airlines,257130
531,HRL,EV,1141,1.5705521472392638,Airports,Airlines,509621
532,HRL,OO,32,-0.09375,Airports,Airlines,530182
533,HRL,WN,1848,4.2727272727272725,Airports,Airlines,1138350
534,HSV,DL,1757,5.575412635173591,Airports,Airlines,794817
535,HSV,EV,2022,7.629080118694362,Airports,Airlines,509621
536,HSV,MQ,644,12.96583850931677,Airports,Airlines,257130
537,HYA,B6,82,23.182926829268293,Airports,Airlines,240304
538,HYS,OO,557,2.5960502692998206,Airports,Airlines,530182
539,IAD,AA,2451,11.683802529579763,Airports,Airlines,636554
540,IAD,AS,264,3.935606060606061,Airports,Airlines,157025
541,IAD,B6,1828,8.644967177242888,Airports,Airlines,240304
542,IAD,DL,2351,7.697575499787325,Airports,Airlines,794817
543,IAD,EV,3169,13.283685705269802,Airports,Airlines,509621
544,IAD,F9,1920,15.1515625,Airports,Airlines,82005
