ids,ORIGIN_AIRPORT,AIRLINE,FLIGHT_COUNT_ORIGIN,AVERAGE_DEPARTURE_DELAY,parents,parents2,TOTAL_FLIGHTS
67,AUS,AS,400,8.24,Airports,Airlines,157025
68,AUS,B6,2175,10.925057471264369,Airports,Airlines,240304
69,AUS,DL,3431,8.524336928009326,Airports,Airlines,794817
70,AUS,EV,323,3.585139318885449,Airports,Airlines,509621
71,AUS,F9,1205,16.23485477178423,Airports,Airlines,82005
72,AUS,OO,2854,11.959004905395936,Airports,Airlines,530182
73,AUS,UA,4227,13.903477643718947,Airports,Airlines,462086
74,AUS,US,460,11.263043478260869,Airports,Airlines,194223
75,AUS,VX,1370,5.404379562043796,Airports,Airlines,55813
76,AUS,WN,17124,10.097173557580003,Airports,Airlines,1138350
77,AVL,DL,637,9.392464678178964,Airports,Airlines,794817
78,AVL,EV,1347,9.100965107646624,Airports,Airlines,509621
79,AVL,OO,689,9.133526850507982,Airports,Airlines,530182
80,AVP,DL,123,8.926829268292684,Airports,Airlines,794817
81,AVP,EV,1203,8.88778054862843,Airports,Airlines,509621
82,AZO,EV,242,8.214876033057852,Airports,Airlines,509621
83,AZO,MQ,1190,2.5025210084033613,Airports,Airlines,257130
84,AZO,OO,311,3.57556270096463,Airports,Airlines,530182
85,BDL,AA,1790,4.5374301675977655,Airports,Airlines,636554
86,BDL,B6,3178,10.071743234738827,Airports,Airlines,240304
87,BDL,DL,4039,4.192374350086655,Airports,Airlines,794817
88,BDL,EV,1228,8.863192182410424,Airports,Airlines,509621
89,BDL,MQ,378,12.912698412698411,Airports,Airlines,257130
90,BDL,OO,516,14.3468992248062,Airports,Airlines,530182
91,BDL,UA,554,14.720216606498196,Airports,Airlines,462086
92,BDL,US,811,2.4821208384710234,Airports,Airlines,194223
93,BDL,WN,5881,8.299438870940316,Airports,Airlines,1138350
94,BET,AS,880,1.7965909090909091,Airports,Airlines,157025
95,BFL,OO,2587,5.812137611132586,Airports,Airlines,530182
96,BGM,EV,197,10.720812182741115,Airports,Airlines,509621
97,BGM,OO,62,10.258064516129032,Airports,Airlines,530182
98,BGR,DL,189,3.4603174603174605,Airports,Airlines,794817
99,BGR,EV,174,8.53448275862069,Airports,Airlines,509621
100,BHM,AA,221,17.06787330316742,Airports,Airlines,636554
101,BHM,DL,3033,6.373227827233762,Airports,Airlines,794817
102,BHM,EV,3158,9.66529449018366,Airports,Airlines,509621
103,BHM,MQ,902,12.618625277161865,Airports,Airlines,257130
104,BHM,OO,877,10.663625997719498,Airports,Airlines,530182
