ids,ORIGIN_AIRPORT,AIRLINE,FLIGHT_COUNT,AVERAGE_DEPARTURE_DELAY,parents_origin
576,IND,AA,2727,6.488815548221488,Airports
577,IND,DL,4383,7.152407027150353,Airports
578,IND,EV,2877,9.952033368091762,Airports
579,IND,F9,731,11.709986320109438,Airports
580,IND,MQ,1897,7.138112809699526,Airports
581,IND,OO,421,14.82897862232779,Airports
582,IND,UA,1099,10.414012738853502,Airports
583,IND,US,873,2.406643757159221,Airports
584,IND,WN,10040,8.39890438247012,Airports
585,INL,OO,556,4.3147482014388485,Airports
586,ISN,EV,520,5.813461538461539,Airports
587,ISN,OO,1959,3.7585502807554874,Airports
588,ISP,WN,4238,10.060405851816896,Airports
589,ITH,EV,10,3.1,Airports
590,ITH,OO,20,20.4,Airports
591,ITO,HA,5452,-1.3846294937637564,Airports
592,ITO,UA,256,9.6484375,Airports
593,JAC,AA,408,9.129901960784315,Airports
594,JAC,DL,767,2.1421121251629724,Airports
595,JAC,OO,1274,6.79905808477237,Airports
596,JAC,UA,995,12.457286432160805,Airports
597,JAN,DL,1893,4.9260433174854725,Airports
598,JAN,EV,3836,6.25495307612096,Airports
599,JAN,MQ,1176,12.170918367346939,Airports
600,JAX,AA,2321,9.15079707022835,Airports
601,JAX,B6,2965,9.052951096121417,Airports
602,JAX,DL,4216,6.413899430740038,Airports
603,JAX,EV,1938,12.795665634674922,Airports
604,JAX,MQ,487,11.00205338809035,Airports
605,JAX,OO,208,24.485576923076923,Airports
606,JAX,UA,68,12.470588235294118,Airports
607,JAX,US,1353,3.550628233555063,Airports
608,JAX,WN,4221,8.31532812129827,Airports
609,JFK,AA,15238,10.883777398608741,Airports
610,JFK,AS,75,12.08,Airports
611,JFK,B6,39587,12.267461540404678,Airports
612,JFK,DL,25037,13.173383392578984,Airports
613,JFK,HA,293,16.344709897610922,Airports
614,JFK,MQ,3236,13.358776266996292,Airports
615,JFK,UA,3238,8.608091414453366,Airports
616,JFK,US,1359,15.044885945548197,Airports
617,JFK,VX,3600,7.055,Airports
618,JLN,EV,283,2.1130742049469964,Airports
619,JLN,MQ,346,13.771676300578035,Airports
620,JMS,OO,743,3.201884253028264,Airports
621,JNU,AS,3840,3.2622395833333333,Airports
622,JNU,DL,139,8.726618705035971,Airports
623,JNU,OO,52,40.48076923076923,Airports
624,KOA,AA,593,7.12141652613828,Airports
625,KOA,AS,1385,-1.1992779783393501,Airports
626,KOA,DL,345,13.747826086956522,Airports
627,KOA,HA,7279,-0.3861794202500343,Airports
628,KOA,UA,1271,9.025177025963808,Airports
629,KOA,US,179,-5.681564245810056,Airports
630,KTN,AS,2173,1.6037735849056605,Airports
631,KTN,OO,114,16.982456140350877,Airports
632,LAN,DL,4,-3.25,Airports
633,LAN,EV,1029,5.053449951409135,Airports
634,LAN,OO,767,9.926988265971318,Airports
635,LAR,OO,556,3.097122302158273,Airports
636,LAS,AA,11215,7.735978600089166,Airports
637,LAS,AS,4060,-0.279064039408867,Airports
638,LAS,B6,4013,14.679790680289061,Airports
639,LAS,DL,10571,5.9819316999337815,Airports
640,LAS,F9,4297,15.720735396788458,Airports
641,LAS,HA,808,5.237623762376238,Airports
642,LAS,NK,8894,15.584326512255453,Airports
643,LAS,OO,2393,7.067697450898454,Airports
644,LAS,UA,11013,9.587396712975574,Airports
645,LAS,US,2985,1.4941373534338358,Airports
646,LAS,VX,3732,12.111200428724544,Airports
647,LAS,WN,67956,12.471216669609747,Airports
648,LAW,EV,631,4.774960380348653,Airports
649,LAW,MQ,605,9.915702479338844,Airports
650,LAX,AA,32318,6.983074447676217,Airports
651,LAX,AS,8041,1.0920283546822533,Airports
652,LAX,B6,4066,12.512051155927201,Airports
653,LAX,DL,25068,10.377373543960427,Airports
654,LAX,F9,1374,10.83551673944687,Airports
655,LAX,HA,1546,2.4560155239327295,Airports
656,LAX,MQ,147,17.421768707482993,Airports
657,LAX,NK,4281,22.4625087596356,Airports
658,LAX,OO,36113,9.1716556364744,Airports
659,LAX,UA,27062,13.269270563890325,Airports
660,LAX,US,3655,4.535430916552667,Airports
661,LAX,VX,11711,9.769020578942873,Airports
662,LAX,WN,36621,15.177985308975725,Airports
663,LBB,AA,292,12.582191780821917,Airports
664,LBB,EV,1285,5.482490272373541,Airports
665,LBB,MQ,375,14.853333333333333,Airports
666,LBB,OO,332,15.123493975903614,Airports
667,LBB,WN,2174,5.327966881324747,Airports
668,LBE,NK,1245,9.940562248995985,Airports
669,LCH,EV,1165,0.3090128755364807,Airports
670,LCH,MQ,637,7.555729984301413,Airports
671,LEX,DL,990,2.611111111111111,Airports
672,LEX,EV,3216,7.271455223880597,Airports
673,LEX,MQ,1200,9.155,Airports
674,LEX,OO,394,8.99492385786802,Airports
675,LFT,DL,338,8.04733727810651,Airports
676,LFT,EV,3417,8.168568920105356,Airports
677,LFT,MQ,1148,6.330139372822299,Airports
678,LFT,OO,102,1.7843137254901962,Airports
679,LGA,AA,17409,6.595726348440462,Airports
680,LGA,B6,5969,15.918746858770314,Airports
681,LGA,DL,23745,14.639882080437987,Airports
682,LGA,EV,9272,15.845125107851596,Airports
683,LGA,F9,851,22.978848413631024,Airports
684,LGA,MQ,9243,13.727794006275019,Airports
685,LGA,NK,3491,15.857347464909768,Airports
686,LGA,OO,98,4.63265306122449,Airports
687,LGA,UA,7829,15.55371056329033,Airports
688,LGA,US,5890,6.8821731748726656,Airports
689,LGA,VX,1160,11.407758620689656,Airports
690,LGA,WN,9877,16.84479092841956,Airports
691,LGB,B6,7458,7.952802359882006,Airports
692,LGB,OO,1246,2.4165329052969504,Airports
693,LIH,AA,680,4.579411764705882,Airports
694,LIH,AS,1193,-2.2749371332774517,Airports
695,LIH,DL,332,13.123493975903614,Airports
696,LIH,HA,7283,-0.6924344363586434,Airports
697,LIH,UA,819,6.555555555555555,Airports
698,LIH,US,180,-1.5611111111111111,Airports
699,LIT,AA,9,12.555555555555555,Airports
700,LIT,DL,1918,5.054744525547445,Airports
701,LIT,EV,2808,8.397435897435898,Airports
702,LIT,MQ,2296,14.562282229965156,Airports
703,LIT,OO,806,10.694789081885856,Airports
704,LIT,WN,2295,8.503703703703703,Airports
705,LNK,EV,1445,5.905882352941177,Airports
706,LNK,OO,1119,5.298480786416444,Airports
707,LRD,EV,1237,3.0670978172999193,Airports
708,LRD,MQ,890,5.385393258426967,Airports
709,LSE,MQ,1098,5.472677595628415,Airports
710,LSE,OO,483,3.6459627329192545,Airports
711,LWS,OO,588,-2.9761904761904763,Airports
712,MAF,EV,1825,4.841095890410959,Airports
713,MAF,MQ,1018,13.102161100196463,Airports
714,MAF,OO,1283,5.06157443491816,Airports
715,MAF,WN,3126,6.947536788227767,Airports
716,MBS,EV,146,5.2534246575342465,Airports
717,MBS,OO,1508,8.011936339522546,Airports
718,MCI,AA,3726,8.506709608158884,Airports
719,MCI,AS,396,1.6085858585858586,Airports
720,MCI,DL,5055,5.742631058358062,Airports
721,MCI,EV,3232,6.196163366336633,Airports
722,MCI,F9,344,14.892441860465116,Airports
723,MCI,MQ,111,15.216216216216216,Airports
724,MCI,NK,1399,16.800571837026446,Airports
725,MCI,OO,1556,11.223650385604113,Airports
726,MCI,UA,588,12.185374149659864,Airports
727,MCI,US,1193,2.9488683989941324,Airports
728,MCI,WN,20506,8.735053155174095,Airports
729,MCO,AA,12892,10.785758609990692,Airports
730,MCO,AS,648,7.419753086419753,Airports
731,MCO,B6,17712,15.613595302619693,Airports
732,MCO,DL,15290,8.578744277305429,Airports
733,MCO,EV,86,17.302325581395348,Airports
734,MCO,F9,4907,19.09374363154677,Airports
735,MCO,NK,4497,14.918167667333778,Airports
736,MCO,UA,11124,14.634843581445523,Airports
737,MCO,US,4617,4.7669482347844925,Airports
738,MCO,VX,333,11.84084084084084,Airports
739,MCO,WN,37426,10.934537487308289,Airports
740,MDT,AA,48,-1.7916666666666667,Airports
741,MDT,DL,920,6.978260869565218,Airports
742,MDT,EV,753,7.219123505976095,Airports
743,MDT,F9,87,9.839080459770114,Airports
744,MDT,MQ,787,11.10546378653113,Airports
745,MDT,OO,15,17.866666666666667,Airports
746,MDT,UA,525,8.325714285714286,Airports
747,MDT,US,75,8.013333333333334,Airports
748,MDW,DL,2499,8.0828331332533,Airports
749,MDW,EV,1572,13.192748091603054,Airports
750,MDW,F9,50,29.22,Airports
751,MDW,OO,350,9.402857142857142,Airports
752,MDW,WN,74214,12.91973212601396,Airports
753,MEI,EV,888,7.617117117117117,Airports
754,MEM,AA,977,11.316274309109518,Airports
755,MEM,DL,4060,6.3399014778325125,Airports
756,MEM,EV,3356,9.865315852205006,Airports
757,MEM,F9,363,9.03305785123967,Airports
758,MEM,MQ,1248,10.585737179487179,Airports
759,MEM,OO,1071,10.606909430438842,Airports
760,MEM,UA,107,21.14018691588785,Airports
761,MEM,US,429,2.536130536130536,Airports
762,MEM,WN,2770,9.324548736462093,Airports
763,MFE,AA,1401,9.265524625267666,Airports
764,MFE,EV,1225,1.460408163265306,Airports
765,MFE,OO,404,12.465346534653465,Airports
766,MFE,UA,264,12.071969696969697,Airports
767,MFR,OO,2430,7.54238683127572,Airports
768,MGM,EV,2270,9.263436123348018,Airports
769,MGM,MQ,822,6.041362530413625,Airports
770,MGM,OO,15,4.266666666666667,Airports
771,MHK,EV,65,8.353846153846154,Airports
772,MHK,MQ,1497,3.839011356045424,Airports
773,MHT,DL,442,2.264705882352941,Airports
774,MHT,EV,1520,10.066447368421052,Airports
775,MHT,WN,4153,6.561281001685528,Airports
776,MIA,AA,47663,12.946814090594382,Airports
777,MIA,DL,8400,10.894404761904761,Airports
778,MIA,F9,2009,20.396714783474366,Airports
779,MIA,MQ,5194,7.8844820947246825,Airports
780,MIA,OO,179,12.35195530726257,Airports
781,MIA,UA,3102,13.81270148291425,Airports
782,MIA,US,1754,6.989167616875712,Airports
783,MKE,AA,1211,9.011560693641618,Airports
784,MKE,DL,4635,5.7201725997842505,Airports
785,MKE,EV,2560,6.31640625,Airports
786,MKE,F9,601,9.801996672212978,Airports
787,MKE,MQ,41,13.536585365853659,Airports
788,MKE,OO,7085,9.055187014820042,Airports
789,MKE,US,346,1.8583815028901733,Airports
790,MKE,WN,12693,7.815882770030726,Airports
791,MKG,OO,618,8.555016181229773,Airports
792,MLB,DL,1254,8.227272727272727,Airports
793,MLB,EV,68,19.602941176470587,Airports
794,MLI,EV,1468,11.483651226158038,Airports
795,MLI,MQ,1675,7.258507462686567,Airports
796,MLI,OO,476,6.086134453781512,Airports
797,MLU,EV,2829,7.5585012371862845,Airports
798,MLU,MQ,43,17.976744186046513,Airports
799,MLU,OO,4,-3.5,Airports
800,MMH,OO,140,9.92142857142857,Airports
801,MOB,DL,454,5.140969162995595,Airports
802,MOB,EV,3547,6.58528333803214,Airports
803,MOB,MQ,839,9.842669845053635,Airports
804,MOB,OO,65,9.615384615384615,Airports
805,MOT,DL,4,-5.75,Airports
806,MOT,EV,186,3.521505376344086,Airports
807,MOT,F9,3,4.0,Airports
808,MOT,OO,1627,5.114320835894284,Airports
809,MQT,MQ,278,7.866906474820144,Airports
810,MQT,OO,18,28.666666666666668,Airports
811,MRY,OO,2836,7.354372355430184,Airports
812,MSN,DL,2519,2.7121873759428343,Airports
813,MSN,EV,1943,6.797735460627895,Airports
814,MSN,F9,212,6.514150943396227,Airports
815,MSN,MQ,2239,6.405091558731576,Airports
816,MSN,OO,1411,5.404677533664068,Airports
817,MSN,UA,506,9.920948616600791,Airports
818,MSO,DL,597,1.3986599664991626,Airports
819,MSO,F9,89,2.393258426966292,Airports
820,MSO,OO,1367,1.7980980248719824,Airports
821,MSP,AA,5389,8.066617183150862,Airports
822,MSP,AS,585,1.1247863247863248,Airports
823,MSP,DL,55741,5.64184352630918,Airports
824,MSP,EV,6648,14.07641395908544,Airports
825,MSP,F9,1503,12.985362608117098,Airports
826,MSP,MQ,167,22.46706586826347,Airports
827,MSP,NK,3402,20.22898295120517,Airports
828,MSP,OO,25255,5.594575331617501,Airports
829,MSP,UA,3157,14.101045296167248,Airports
830,MSP,US,2053,4.231855820750122,Airports
831,MSP,WN,7155,8.586722571628233,Airports
832,MSY,AA,3723,5.896051571313457,Airports
833,MSY,AS,331,0.9486404833836858,Airports
834,MSY,B6,1104,15.14945652173913,Airports
835,MSY,DL,6907,7.782829014043724,Airports
836,MSY,EV,614,5.254071661237785,Airports
837,MSY,F9,554,18.362815884476536,Airports
838,MSY,MQ,30,7.2,Airports
839,MSY,NK,1678,15.757449344457688,Airports
840,MSY,OO,561,8.795008912655971,Airports
841,MSY,UA,4452,10.706648697214735,Airports
842,MSY,US,1082,5.905730129390019,Airports
843,MSY,WN,17256,8.08350718590635,Airports
844,MTJ,AA,28,16.321428571428573,Airports
845,MTJ,DL,35,26.285714285714285,Airports
846,MTJ,EV,148,-6.006756756756757,Airports
847,MTJ,MQ,62,1.9838709677419355,Airports
848,MTJ,OO,621,5.040257648953301,Airports
849,MTJ,UA,72,14.958333333333334,Airports
850,MVY,B6,205,25.90731707317073,Airports
851,MYR,DL,851,3.129259694477086,Airports
852,MYR,EV,711,9.623066104078763,Airports
853,MYR,NK,3157,11.375989863794741,Airports
854,MYR,US,6,-0.16666666666666666,Airports
855,OAJ,EV,1118,10.289803220035779,Airports
856,OAK,AA,299,1.060200668896321,Airports
857,OAK,AS,2176,-1.7302389705882353,Airports
858,OAK,B6,1381,5.792903692976104,Airports
859,OAK,DL,917,2.3380588876772084,Airports
860,OAK,HA,762,3.015748031496063,Airports
861,OAK,NK,1582,9.651074589127687,Airports
862,OAK,OO,2209,7.729741964689905,Airports
863,OAK,US,295,8.552542372881357,Airports
864,OAK,WN,32048,11.020375686470295,Airports
865,OGG,AA,1561,6.244074311338886,Airports
866,OGG,AS,2696,0.1650593471810089,Airports
867,OGG,DL,959,15.050052137643378,Airports
868,OGG,HA,12831,1.778894864001247,Airports
869,OGG,UA,2108,11.695920303605313,Airports
870,OGG,US,293,-2.546075085324232,Airports
871,OGG,VX,29,4.448275862068965,Airports
872,OKC,AA,1649,5.8847786537295335,Airports
873,OKC,DL,1482,5.135627530364372,Airports
874,OKC,EV,1732,10.336027713625866,Airports
875,OKC,F9,52,16.03846153846154,Airports
876,OKC,MQ,2000,13.56,Airports
877,OKC,OO,2557,9.865858427845131,Airports
878,OKC,UA,584,8.58390410958904,Airports
879,OKC,WN,5741,7.411774952098938,Airports
880,OMA,AA,1531,5.785760940561724,Airports
881,OMA,DL,2160,4.1648148148148145,Airports
882,OMA,EV,2848,7.624648876404494,Airports
883,OMA,F9,276,7.836956521739131,Airports
884,OMA,MQ,831,7.222623345367028,Airports
885,OMA,OO,2133,8.71026722925457,Airports
886,OMA,UA,1119,15.343163538873995,Airports
887,OMA,US,342,1.5087719298245614,Airports
888,OMA,WN,5202,8.166666666666666,Airports
889,OME,AS,632,5.439873417721519,Airports
890,ONT,AA,1905,8.565879265091864,Airports
891,ONT,AS,523,-1.2332695984703632,Airports
892,ONT,DL,211,-2.203791469194313,Airports
893,ONT,OO,4939,6.674428021866775,Airports
894,ONT,US,592,2.214527027027027,Airports
895,ONT,WN,9599,10.230023960829254,Airports
896,ORD,AA,49557,13.09078434933511,Airports
897,ORD,AS,1732,6.541570438799076,Airports
898,ORD,B6,2210,17.529411764705884,Airports
899,ORD,DL,6918,13.806880601329864,Airports
900,ORD,EV,42606,9.405435854105056,Airports
901,ORD,F9,4552,21.335017574692444,Airports
902,ORD,MQ,59846,11.076095311299001,Airports
903,ORD,NK,9675,24.33312661498708,Airports
904,ORD,OO,36431,13.774477779912711,Airports
905,ORD,UA,58303,19.71272490266367,Airports
906,ORD,US,3351,7.150701283199045,Airports
907,ORD,VX,1373,11.30735615440641,Airports
908,ORF,AA,1007,10.817279046673287,Airports
909,ORF,DL,2696,6.341246290801187,Airports
910,ORF,EV,1898,11.099051633298208,Airports
911,ORF,MQ,633,11.58609794628752,Airports
912,ORF,OO,469,17.51172707889126,Airports
913,ORF,UA,99,8.282828282828282,Airports
914,ORF,US,200,2.6,Airports
915,ORF,WN,2082,10.063400576368876,Airports
916,ORH,B6,632,5.243670886075949,Airports
917,OTH,OO,264,17.806818181818183,Airports
918,OTZ,AS,633,4.22432859399684,Airports
919,PAH,OO,622,7.868167202572347,Airports
920,PBG,NK,278,12.122302158273381,Airports
921,PBI,AA,2875,5.364869565217392,Airports
922,PBI,B6,6567,17.617024516522005,Airports
923,PBI,DL,5629,10.958962515544501,Airports
924,PBI,EV,142,14.830985915492958,Airports
925,PBI,F9,183,21.404371584699454,Airports
926,PBI,NK,304,6.9506578947368425,Airports
927,PBI,OO,76,9.157894736842104,Airports
928,PBI,UA,2039,14.763609612555173,Airports
929,PBI,US,1824,3.7033991228070176,Airports
930,PBI,WN,2495,12.592384769539079,Airports
931,PDX,AA,2688,8.274925595238095,Airports
932,PDX,AS,12820,1.0957878315132605,Airports
933,PDX,B6,1294,7.068006182380216,Airports
934,PDX,DL,5421,4.232613908872902,Airports
935,PDX,F9,840,5.526190476190476,Airports
936,PDX,HA,334,0.31137724550898205,Airports
937,PDX,NK,649,17.423728813559322,Airports
938,PDX,OO,5333,4.757172323270204,Airports
939,PDX,UA,5180,8.656756756756756,Airports
940,PDX,US,1017,0.3166175024582104,Airports
941,PDX,VX,342,-1.304093567251462,Airports
942,PDX,WN,10859,8.812505755594438,Airports
943,PHF,DL,81,9.679012345679013,Airports
944,PHF,EV,1146,11.191972076788831,Airports
945,PHF,F9,2,17.0,Airports
946,PHL,AA,20881,7.5632871988889425,Airports
947,PHL,AS,332,6.626506024096385,Airports
948,PHL,B6,1565,12.187220447284345,Airports
949,PHL,DL,6509,9.931018589645106,Airports
950,PHL,EV,137,10.81021897810219,Airports
951,PHL,F9,2570,20.91634241245136,Airports
952,PHL,MQ,9,12.777777777777779,Airports
953,PHL,NK,1215,19.842798353909465,Airports
954,PHL,OO,10,32.9,Airports
955,PHL,UA,3627,14.350151640474222,Airports
956,PHL,US,19931,9.893181476092519,Airports
957,PHL,WN,7965,12.17639673571877,Airports
958,PHX,AA,28009,7.222678424792031,Airports
959,PHX,AS,2269,-0.9678272366681357,Airports
960,PHX,B6,653,17.690658499234303,Airports
961,PHX,DL,6883,4.3158506465204125,Airports
962,PHX,EV,8,3.375,Airports
963,PHX,F9,1851,15.17233927606699,Airports
964,PHX,HA,333,0.36936936936936937,Airports
965,PHX,NK,938,14.756929637526653,Airports
966,PHX,OO,18281,5.355943329139544,Airports
967,PHX,UA,5411,9.844760672703751,Airports
968,PHX,US,27564,6.166630387461907,Airports
969,PHX,WN,53352,12.211875843454791,Airports
970,PIA,EV,2455,8.953971486761711,Airports
971,PIA,MQ,1747,5.958786491127648,Airports
972,PIA,OO,288,10.822916666666666,Airports
973,PIB,EV,563,7.673179396092363,Airports
974,PIH,OO,652,-1.3282208588957056,Airports
975,PIT,AA,3270,4.059021406727829,Airports
976,PIT,B6,1467,4.276073619631902,Airports
977,PIT,DL,3474,6.9657455382843985,Airports
978,PIT,EV,1305,8.460536398467433,Airports
979,PIT,MQ,567,13.068783068783068,Airports
980,PIT,OO,465,10.23010752688172,Airports
981,PIT,UA,2236,9.347495527728086,Airports
982,PIT,US,2312,3.241349480968858,Airports
983,PIT,WN,8573,6.825032077452467,Airports
984,PLN,OO,730,10.424657534246576,Airports
985,PNS,AA,305,20.911475409836065,Airports
986,PNS,DL,2250,5.229777777777778,Airports
987,PNS,EV,1769,6.193894855850763,Airports
988,PNS,MQ,1128,8.273936170212766,Airports
989,PNS,WN,951,10.032597266035753,Airports
990,PPG,HA,106,15.179245283018869,Airports
991,PSC,DL,304,0.7861842105263158,Airports
992,PSC,OO,2090,2.969377990430622,Airports
993,PSE,B6,738,2.734417344173442,Airports
994,PSG,AS,652,3.5690184049079754,Airports
995,PSP,AA,951,6.993690851735016,Airports
996,PSP,AS,1621,0.5977791486736582,Airports
997,PSP,DL,153,15.320261437908497,Airports
998,PSP,F9,4,7.0,Airports
999,PSP,OO,5470,9.660694698354662,Airports
1000,PSP,UA,456,10.333333333333334,Airports
1001,PSP,VX,210,14.452380952380953,Airports
1002,PUB,OO,253,1.8932806324110671,Airports
1003,PVD,AA,776,2.5747422680412373,Airports
1004,PVD,B6,971,6.712667353244078,Airports
1005,PVD,DL,1454,6.2214580467675376,Airports
1006,PVD,EV,1018,10.795677799607073,Airports
1007,PVD,OO,37,1.864864864864865,Airports
1008,PVD,UA,110,9.127272727272727,Airports
1009,PVD,US,570,4.803508771929825,Airports
1010,PVD,WN,5821,8.296856210273148,Airports
1011,PWM,AA,192,2.1510416666666665,Airports
1012,PWM,B6,1139,9.682177348551361,Airports
1013,PWM,DL,666,10.578078078078079,Airports
1014,PWM,EV,1369,11.051862673484296,Airports
1015,PWM,US,172,3.0232558139534884,Airports
1016,PWM,WN,991,8.34409687184662,Airports
1017,RAP,DL,170,5.476470588235294,Airports
1018,RAP,EV,313,12.59744408945687,Airports
1019,RAP,MQ,481,4.234927234927235,Airports
1020,RAP,OO,2233,4.5911330049261085,Airports
1021,RDD,OO,706,6.471671388101983,Airports
1022,RDM,OO,2119,4.054270882491742,Airports
1023,RDU,AA,5293,8.170413754014737,Airports
1024,RDU,AS,60,6.55,Airports
1025,RDU,B6,2529,9.725978647686834,Airports
1026,RDU,DL,5069,8.128822252909844,Airports
1027,RDU,EV,2406,11.983790523690773,Airports
1028,RDU,F9,731,11.347469220246237,Airports
1029,RDU,MQ,2274,16.086631486367633,Airports
1030,RDU,OO,296,14.432432432432432,Airports
1031,RDU,UA,1490,18.36711409395973,Airports
1032,RDU,US,1698,4.839811542991755,Airports
1033,RDU,WN,9228,8.3123103597746,Airports
1034,RHI,OO,937,2.4151547491995733,Airports
1035,RIC,AA,1446,11.072614107883817,Airports
1036,RIC,B6,2072,4.670849420849421,Airports
1037,RIC,DL,2565,9.590643274853802,Airports
1038,RIC,EV,5081,12.897067506396379,Airports
1039,RIC,MQ,1376,14.602470930232558,Airports
1040,RIC,OO,80,17.0625,Airports
1041,RIC,UA,301,14.76079734219269,Airports
1042,RIC,US,664,2.316265060240964,Airports
1043,RIC,WN,1302,6.890937019969278,Airports
1044,RKS,OO,670,4.640298507462687,Airports
1045,RNO,AA,1608,8.91542288557214,Airports
1046,RNO,B6,166,18.5,Airports
1047,RNO,DL,929,1.0624327233584498,Airports
1048,RNO,OO,2628,11.184931506849315,Airports
1049,RNO,UA,791,3.350189633375474,Airports
1050,RNO,US,567,2.3932980599647267,Airports
1051,RNO,WN,6162,7.947257383966245,Airports
1052,ROA,DL,385,7.698701298701299,Airports
1053,ROA,EV,1832,10.38264192139738,Airports
1054,ROC,AA,153,2.130718954248366,Airports
1055,ROC,B6,1070,5.391588785046729,Airports
1056,ROC,DL,1221,8.775593775593775,Airports
1057,ROC,EV,1443,6.643104643104643,Airports
1058,ROC,MQ,896,7.988839285714286,Airports
1059,ROC,UA,403,10.8287841191067,Airports
1060,ROC,US,154,6.720779220779221,Airports
1061,ROC,WN,1900,8.473157894736842,Airports
1062,ROW,EV,6,31.666666666666668,Airports
1063,ROW,MQ,909,7.5731573157315735,Airports
1064,RST,EV,682,8.888563049853373,Airports
1065,RST,MQ,1253,6.154030327214684,Airports
1066,RST,OO,36,12.13888888888889,Airports
1067,RSW,AA,2803,6.115590438815555,Airports
1068,RSW,B6,3935,14.584498094027953,Airports
1069,RSW,DL,5485,4.631540565177757,Airports
1070,RSW,EV,53,7.584905660377358,Airports
1071,RSW,F9,1340,14.046268656716418,Airports
1072,RSW,NK,2184,14.71382783882784,Airports
1073,RSW,OO,47,21.78723404255319,Airports
1074,RSW,UA,2330,6.354935622317597,Airports
1075,RSW,US,1801,3.6896168795113824,Airports
1076,RSW,WN,6960,8.571264367816092,Airports
1077,SAF,EV,512,11.625,Airports
1078,SAF,MQ,705,6.93758865248227,Airports
1079,SAF,OO,218,13.288990825688073,Airports
1080,SAN,AA,6442,5.854082583048743,Airports
1081,SAN,AS,5116,-1.2341673182173574,Airports
1082,SAN,B6,1237,13.917542441390461,Airports
1083,SAN,DL,5824,2.99845467032967,Airports
1084,SAN,F9,742,4.1455525606469,Airports
1085,SAN,HA,334,3.3293413173652695,Airports
1086,SAN,NK,1806,7.950719822812846,Airports
1087,SAN,OO,6336,6.351641414141414,Airports
1088,SAN,UA,7592,10.906743940990516,Airports
1089,SAN,US,1697,2.969357690041249,Airports
1090,SAN,VX,1726,11.594438006952492,Airports
1091,SAN,WN,30418,11.284371096061543,Airports
1092,SAT,AA,5103,5.826964530668234,Airports
1093,SAT,AS,333,-0.8318318318318318,Airports
1094,SAT,DL,2977,4.581457843466577,Airports
1095,SAT,EV,777,8.62934362934363,Airports
1096,SAT,MQ,96,15.34375,Airports
1097,SAT,OO,3427,9.735337029471841,Airports
1098,SAT,UA,2667,8.529433820772404,Airports
1099,SAT,US,326,4.116564417177914,Airports
1100,SAT,WN,13669,8.256346477430682,Airports
1101,SAV,B6,980,15.644897959183673,Airports
1102,SAV,DL,3125,6.25408,Airports
1103,SAV,EV,2660,14.035714285714286,Airports
1104,SAV,MQ,569,10.90158172231986,Airports
1105,SAV,OO,38,21.94736842105263,Airports
1106,SBA,F9,3,22.333333333333332,Airports
1107,SBA,OO,5875,6.43404255319149,Airports
1108,SBN,DL,14,3.2142857142857144,Airports
1109,SBN,EV,985,11.38274111675127,Airports
1110,SBN,OO,3344,11.064294258373206,Airports
1111,SBP,OO,3063,6.801175318315377,Airports
1112,SCC,AS,816,-0.9497549019607843,Airports
1113,SCE,EV,882,8.69047619047619,Airports
1114,SDF,AA,288,13.82986111111111,Airports
1115,SDF,DL,2660,6.224436090225564,Airports
1116,SDF,EV,1989,11.529411764705882,Airports
1117,SDF,MQ,682,12.936950146627566,Airports
1118,SDF,OO,319,12.13166144200627,Airports
1119,SDF,UA,17,-0.23529411764705882,Airports
1120,SDF,US,8,-2.5,Airports
1121,SDF,WN,3977,7.7239124968569275,Airports
1122,SEA,AA,6317,7.1807820167801175,Airports
1123,SEA,AS,49806,3.5999879532586436,Airports
1124,SEA,B6,2115,15.342789598108746,Airports
1125,SEA,DL,13506,7.6563009033022364,Airports
1126,SEA,F9,791,9.950695322376738,Airports
1127,SEA,HA,667,8.574212893553224,Airports
1128,SEA,OO,12973,7.377167964233408,Airports
1129,SEA,UA,8700,12.868275862068966,Airports
1130,SEA,US,1576,4.559010152284264,Airports
1131,SEA,VX,2119,11.643227937706465,Airports
1132,SEA,WN,11608,11.555478980013783,Airports
1133,SFO,AA,12027,8.852082813669243,Airports
1134,SFO,AS,5138,7.8618139353834176,Airports
1135,SFO,B6,4880,13.258401639344262,Airports
1136,SFO,DL,9634,8.754515258459621,Airports
1137,SFO,F9,1937,14.646360351058338,Airports
1138,SFO,HA,663,6.521870286576169,Airports
1139,SFO,OO,34060,10.308749266001174,Airports
1140,SFO,UA,44984,14.245331673483905,Airports
1141,SFO,US,2587,2.13838422883649,Airports
1142,SFO,VX,15824,8.39414812942366,Airports
1143,SFO,WN,13757,11.930071963364105,Airports
1144,SGF,DL,333,3.3333333333333335,Airports
1145,SGF,EV,1541,12.793640493186242,Airports
1146,SGF,MQ,3469,10.325742288844047,Airports
1147,SGF,OO,692,9.690751445086706,Airports
1148,SGU,OO,1770,3.523728813559322,Airports
1149,SHV,DL,270,7.544444444444444,Airports
1150,SHV,EV,5124,10.244340359094457,Airports
1151,SHV,MQ,225,13.617777777777778,Airports
1152,SHV,OO,313,9.46964856230032,Airports
1153,SIT,AS,1210,1.0173553719008264,Airports
1154,SIT,OO,112,-2.75,Airports
1155,SJC,AA,2820,4.6634751773049645,Airports
1156,SJC,AS,4130,-0.9019370460048426,Airports
1157,SJC,B6,492,17.9390243902439,Airports
1158,SJC,DL,1312,7.845274390243903,Airports
